49
[-1, 65, 0, 0, 0, 0, 0, 0, 44, 47, 69, 66, 0, 0, 0, 37, 76, 38, 44, 0, 98, 96, 0, 20, 0, 46, 33, 59, 97, 0, 15, 0, 9, 0, 0, 68, 0, 0, 83, 67, 48, 0, 73, 18, 92, 71, 15, 12, 40, 
65, -1, 9, 0, 0, 36, 89, 0, 34, 86, 83, 0, 0, 0, 0, 71, 85, 55, 49, 0, 69, 0, 0, 99, 0, 33, 0, 12, 0, 0, 0, 21, 0, 0, 0, 63, 0, 0, 68, 53, 6, 0, 56, 80, 0, 0, 0, 26, 0, 
0, 9, -1, 42, 70, 0, 0, 87, 0, 27, 0, 65, 17, 67, 0, 2, 40, 0, 25, 0, 50, 28, 0, 57, 0, 23, 0, 25, 0, 55, 0, 0, 0, 0, 0, 32, 0, 0, 0, 45, 0, 0, 0, 0, 49, 0, 67, 17, 13, 
0, 0, 42, -1, 38, 0, 77, 68, 0, 28, 91, 0, 0, 59, 0, 13, 0, 90, 84, 44, 0, 80, 37, 0, 0, 81, 0, 31, 14, 80, 8, 0, 5, 0, 0, 0, 0, 20, 71, 0, 37, 73, 86, 69, 35, 0, 20, 66, 0, 
0, 0, 70, 38, -1, 30, 55, 66, 39, 0, 0, 0, 0, 14, 38, 0, 65, 0, 0, 0, 0, 28, 78, 24, 0, 74, 82, 37, 0, 0, 0, 0, 20, 0, 0, 0, 70, 0, 0, 21, 0, 25, 65, 8, 59, 0, 87, 64, 76, 
0, 36, 0, 0, 30, -1, 0, 0, 0, 0, 0, 0, 23, 74, 0, 0, 100, 47, 0, 0, 0, 0, 21, 0, 42, 84, 78, 40, 77, 46, 0, 13, 63, 0, 63, 15, 41, 0, 16, 69, 0, 11, 0, 0, 0, 100, 0, 77, 0, 
0, 89, 0, 77, 55, 0, -1, 73, 0, 57, 45, 0, 73, 31, 40, 36, 91, 89, 9, 88, 0, 0, 0, 67, 59, 0, 0, 98, 38, 46, 11, 0, 0, 78, 0, 8, 72, 49, 78, 0, 0, 86, 35, 0, 39, 0, 41, 97, 47, 
0, 0, 87, 68, 66, 0, 73, -1, 0, 0, 72, 10, 0, 22, 0, 0, 96, 0, 0, 38, 0, 93, 77, 0, 0, 0, 31, 0, 83, 0, 57, 0, 83, 0, 78, 36, 0, 53, 0, 0, 0, 0, 77, 45, 95, 0, 0, 0, 12, 
44, 34, 0, 0, 39, 0, 0, 0, -1, 0, 23, 0, 78, 0, 99, 0, 98, 49, 0, 6, 0, 45, 96, 50, 0, 0, 41, 0, 0, 0, 97, 0, 52, 24, 20, 30, 0, 2, 11, 0, 0, 0, 94, 2, 0, 0, 84, 0, 0, 
47, 86, 27, 28, 0, 0, 57, 0, 0, -1, 25, 0, 0, 25, 72, 49, 0, 92, 0, 0, 90, 0, 0, 80, 0, 91, 0, 0, 54, 80, 0, 93, 0, 37, 0, 0, 0, 0, 0, 0, 0, 19, 57, 61, 62, 0, 69, 0, 56, 
69, 83, 0, 91, 0, 0, 45, 72, 23, 25, -1, 0, 0, 0, 0, 0, 0, 31, 0, 11, 0, 29, 14, 32, 87, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 87, 34, 28, 0, 0, 45, 0, 0, 86, 0, 0, 91, 96, 0, 
66, 0, 65, 0, 0, 0, 0, 10, 0, 0, 0, -1, 47, 0, 66, 0, 11, 0, 0, 0, 0, 0, 39, 0, 0, 100, 49, 0, 0, 0, 0, 0, 30, 6, 24, 0, 72, 84, 0, 0, 19, 95, 0, 0, 0, 0, 15, 70, 50, 
