51
[-1, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 105, 999, 0, 676, 0, 0, 495, 0, 0, 0, 0, 599, 0, 60, 401, 0, 862, 0, 784, 0, 0, 0, 0, 0, 762, 0, 0, 838, 8, 410, 0, 929, 0, 886, 0, 145, 650, 0, 472, 0, 
0, -1, 0, 494, 0, 0, 549, 266, 0, 687, 585, 0, 514, 0, 856, 181, 829, 0, 0, 259, 0, 0, 799, 0, 836, 585, 640, 0, 0, 0, 0, 0, 500, 564, 594, 0, 378, 0, 0, 178, 0, 157, 0, 0, 390, 999, 137, 0, 192, 207, 0, 
74, 0, -1, 953, 310, 0, 721, 0, 420, 174, 6, 737, 0, 0, 482, 550, 772, 0, 825, 0, 2, 0, 0, 923, 517, 0, 0, 263, 923, 0, 207, 0, 585, 0, 0, 207, 14, 0, 724, 0, 197, 927, 112, 993, 792, 972, 165, 0, 0, 182, 591, 
0, 494, 953, -1, 630, 0, 0, 491, 143, 367, 0, 935, 0, 0, 0, 738, 0, 0, 0, 968, 0, 0, 201, 948, 761, 0, 0, 49, 245, 0, 0, 0, 0, 0, 0, 812, 0, 930, 0, 0, 0, 736, 486, 0, 531, 494, 21, 189, 776, 213, 0, 
0, 0, 310, 630, -1, 0, 211, 157, 126, 499, 113, 109, 434, 0, 926, 0, 108, 328, 222, 0, 604, 0, 736, 709, 618, 697, 0, 844, 293, 0, 0, 0, 150, 894, 543, 418, 0, 0, 419, 0, 0, 0, 704, 154, 0, 0, 564, 321, 0, 883, 88, 
0, 0, 0, 0, 0, -1, 987, 253, 703, 690, 0, 0, 355, 151, 581, 545, 426, 566, 608, 747, 0, 147, 0, 0, 917, 332, 563, 274, 312, 832, 0, 798, 0, 0, 0, 0, 706, 681, 130, 948, 516, 0, 659, 0, 0, 162, 980, 0, 5, 0, 281, 
0, 549, 721, 0, 211, 987, -1, 0, 0, 881, 494, 0, 141, 949, 0, 387, 0, 100, 0, 214, 0, 0, 0, 614, 0, 0, 709, 0, 51, 0, 0, 0, 0, 828, 698, 699, 0, 0, 102, 0, 221, 942, 960, 0, 0, 13, 140, 0, 498, 0, 0, 
0, 266, 0, 491, 157, 253, 0, -1, 677, 806, 0, 0, 455, 682, 0, 947, 961, 0, 0, 0, 0, 0, 725, 0, 0, 315, 0, 513, 994, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 612, 0, 0, 0, 507, 264, 228, 0, 0, 0, 0, 808, 
0, 0, 420, 143, 126, 703, 0, 677, -1, 456, 568, 623, 0, 988, 0, 0, 39, 583, 0, 400, 0, 0, 0, 0, 0, 175, 0, 0, 440, 157, 0, 0, 219, 0, 0, 0, 751, 0, 844, 892, 783, 794, 768, 959, 867, 852, 773, 0, 0, 0, 38, 
0, 687, 174, 367, 499, 690, 881, 806, 456, -1, 702, 0, 0, 0, 952, 447, 61, 425, 0, 501, 744, 380, 4, 448, 548, 456, 0, 0, 0, 533, 107, 7, 830, 806, 0, 570, 0, 0, 867, 0, 573, 53, 0, 93, 0, 793, 0, 89, 627, 0, 556, 
0, 585, 6, 0, 113, 0, 494, 0, 568, 702, -1, 896, 0, 0, 50, 681, 0, 116, 476, 813, 337, 0, 876, 717, 618, 370, 418, 0, 0, 354, 0, 504, 887, 0, 519, 740, 0, 0, 0, 0, 100, 326, 907, 822, 559, 979, 850, 0, 729, 575, 945, 
105, 0, 737, 935, 109, 0, 0, 0, 623, 0, 896, -1, 0, 13, 0, 113, 0, 0, 0, 0, 0, 730, 0, 0, 960, 207, 0, 622, 47, 0, 60, 333, 0, 0, 0, 0, 0, 0, 17, 0, 652, 575, 0, 58, 548, 873, 0, 0, 0, 686, 0, 
999, 514, 0, 0, 434, 355, 141, 455, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 141, 918, 0, 204, 479, 524, 0, 0, 0, 63, 211, 0, 0, 760, 0, 0, 0, 548, 0, 0, 396, 224, 0, 206, 873, 0, 0, 0, 770, 0, 316, 
0, 0, 0, 0, 0, 151, 949, 682, 988, 0, 0, 13, 0, -1, 0, 0, 0, 0, 916, 920, 373, 989, 109, 0, 876, 0, 273, 910, 874, 0, 152, 382, 0, 293, 470, 0, 555, 385, 45, 189, 498, 0, 0, 0, 0, 149, 0, 686, 986, 0, 0, 
676, 856, 482, 0, 926, 581, 0, 0, 0, 952, 50, 0, 0, 0, -1, 540, 606, 0, 0, 706, 0, 0, 0, 849, 0, 0, 966, 232, 0, 0, 781, 0, 0, 464, 0, 0, 0, 0, 857, 414, 872, 0, 0, 0, 0, 77, 704, 398, 0, 0, 201, 
0, 181, 550, 738, 0, 545, 387, 947, 0, 447, 681, 113, 0, 0, 540, -1, 0, 0, 544, 0, 385, 0, 979, 0, 0, 0, 0, 0, 0, 0, 118, 621, 180, 0, 0, 568, 744, 0, 651, 0, 611, 0, 884, 0, 919, 0, 929, 0, 0, 0, 573, 
0, 829, 772, 0, 108, 426, 0, 961, 39, 61, 0, 0, 0, 0, 606, 0, -1, 992, 993, 750, 0, 540, 838, 921, 0, 0, 672, 61, 743, 778, 0, 0, 0, 325, 0, 523, 0, 0, 0, 0, 501, 0, 0, 328, 0, 994, 626, 135, 0, 0, 0, 
495, 0, 0, 0, 328, 566, 100, 0, 583, 425, 116, 0, 0, 0, 0, 0, 992, -1, 452, 0, 980, 696, 279, 0, 0, 130, 0, 318, 630, 334, 394, 0, 0, 0, 543, 0, 0, 0, 0, 392, 824, 225, 0, 468, 419, 492, 935, 672, 845, 0, 393, 
0, 0, 825, 0, 222, 608, 0, 0, 0, 0, 476, 0, 0, 916, 0, 544, 993, 452, -1, 87, 213, 252, 0, 0, 97, 503, 269, 0, 0, 0, 0, 935, 628, 494, 0, 0, 0, 0, 0, 0, 0, 758, 159, 0, 0, 0, 661, 514, 888, 951, 0, 
0, 259, 0, 968, 0, 747, 214, 0, 400, 501, 813, 0, 0, 920, 706, 0, 750, 0, 87, -1, 881, 460, 0, 0, 0, 225, 0, 0, 954, 999, 0, 0, 877, 0, 304, 372, 24, 0, 0, 0, 400, 0, 0, 0, 206, 230, 0, 43, 486, 0, 0, 
0, 0, 2, 0, 604, 0, 0, 0, 0, 744, 337, 0, 141, 373, 0, 385, 0, 980, 213, 881, -1, 0, 0, 0, 0, 385, 0, 0, 0, 232, 0, 64, 0, 456, 0, 0, 526, 127, 178, 8, 55, 864, 0, 210, 526, 11, 650, 0, 0, 778, 843, 
0, 0, 0, 0, 0, 147, 0, 0, 0, 380, 0, 730, 918, 989, 0, 0, 540, 696, 252, 460, 0, -1, 0, 0, 0, 681, 859, 0, 845, 0, 92, 0, 459, 0, 73, 0, 0, 334, 0, 601, 0, 0, 0, 0, 715, 672, 729, 335, 0, 0, 0, 
599, 799, 0, 201, 736, 0, 0, 725, 0, 4, 876, 0, 0, 109, 0, 979, 838, 279, 0, 0, 0, 0, -1, 0, 0, 411, 27, 59, 217, 589, 425, 787, 889, 0, 0, 0, 0, 673, 0, 625, 0, 0, 0, 844, 39, 0, 524, 722, 729, 0, 0, 
0, 0, 923, 948, 709, 0, 614, 0, 0, 448, 717, 0, 204, 0, 849, 0, 921, 0, 0, 0, 0, 0, 0, -1, 261, 53, 0, 0, 0, 0, 0, 99, 0, 603, 0, 0, 255, 0, 0, 826, 0, 0, 0, 0, 28, 94, 661, 0, 0, 0, 645, 
60, 836, 517, 761, 618, 917, 0, 0, 0, 548, 618, 960, 479, 876, 0, 0, 0, 0, 97, 0, 0, 0, 0, 261, -1, 0, 0, 544, 311, 569, 0, 0, 0, 275, 327, 0, 0, 0, 0, 581, 0, 102, 97, 0, 0, 0, 0, 0, 827, 0, 422, 
401, 585, 0, 0, 697, 332, 0, 315, 175, 456, 370, 207, 524, 0, 0, 0, 0, 130, 503, 225, 385, 681, 411, 53, 0, -1, 0, 0, 0, 0, 122, 743, 0, 572, 924, 134, 0, 102, 0, 674, 0, 0, 0, 700, 736, 0, 0, 0, 331, 234, 256, 
0, 640, 0, 0, 0, 563, 709, 0, 0, 0, 418, 0, 0, 273, 966, 0, 672, 0, 269, 0, 0, 859, 27, 0, 0, 0, -1, 208, 0, 229, 0, 0, 937, 387, 801, 263, 0, 284, 62, 604, 0, 818, 0, 0, 0, 189, 0, 769, 0, 0, 0, 
862, 0, 263, 49, 844, 274, 0, 513, 0, 0, 0, 622, 0, 910, 232, 0, 61, 318, 0, 0, 0, 0, 59, 0, 544, 0, 208, -1, 717, 681, 0, 13, 543, 0, 0, 0, 565, 75, 255, 559, 0, 928, 396, 355, 188, 0, 963, 555, 945, 581, 0, 
0, 0, 923, 245, 293, 312, 51, 994, 440, 0, 0, 47, 0, 874, 0, 0, 743, 630, 0, 954, 0, 845, 217, 0, 311, 0, 0, 717, -1, 32, 283, 0, 0, 0, 130, 0, 952, 0, 43, 0, 920, 617, 0, 0, 63, 0, 937, 0, 0, 0, 0, 
784, 0, 0, 0, 0, 832, 0, 349, 157, 533, 354, 0, 63, 0, 0, 0, 778, 334, 0, 999, 232, 0, 589, 0, 569, 0, 229, 681, 32, -1, 115, 454, 0, 175, 0, 406, 0, 540, 0, 0, 576, 0, 0, 0, 882, 755, 114, 0, 956, 0, 0, 
0, 0, 207, 0, 0, 0, 0, 0, 0, 107, 0, 60, 211, 152, 781, 118, 0, 394, 0, 0, 0, 92, 425, 0, 0, 122, 0, 0, 283, 115, -1, 6, 0, 694, 0, 158, 0, 34, 0, 0, 0, 0, 0, 0, 447, 0, 0, 231, 725, 780, 166, 
0, 0, 0, 0, 0, 798, 0, 0, 0, 7, 504, 333, 0, 382, 0, 621, 0, 0, 935, 0, 64, 0, 787, 99, 0, 743, 0, 13, 0, 454, 6, -1, 737, 325, 0, 505, 0, 1, 0, 705, 0, 582, 0, 440, 0, 551, 0, 0, 0, 0, 14, 
0, 500, 585, 0, 150, 0, 0, 0, 219, 830, 887, 0, 0, 0, 0, 180, 0, 0, 628, 877, 0, 459, 889, 0, 0, 0, 937, 543, 0, 0, 0, 737, -1, 747, 434, 820, 0, 898, 0, 0, 0, 0, 398, 744, 62, 0, 152, 0, 531, 0, 760, 
0, 564, 0, 0, 894, 0, 828, 0, 0, 806, 0, 0, 760, 293, 464, 0, 325, 0, 494, 0, 456, 0, 0, 603, 275, 572, 387, 0, 0, 175, 694, 325, 747, -1, 0, 888, 0, 121, 0, 0, 689, 0, 0, 707, 0, 490, 514, 0, 228, 524, 0, 
