57
[-1, 0, 559, 0, 0, 844, 592, 707, 578, 480, 693, 891, 0, 0, 703, 0, 0, 0, 0, 501, 0, 897, 275, 0, 863, 0, 0, 0, 0, 0, 723, 720, 383, 0, 0, 0, 25, 0, 353, 488, 212, 0, 594, 0, 305, 0, 681, 0, 0, 477, 947, 0, 224, 676, 428, 0, 669, 
0, -1, 354, 0, 673, 0, 626, 0, 0, 0, 0, 0, 105, 0, 695, 0, 0, 204, 0, 0, 0, 0, 0, 54, 0, 0, 243, 876, 0, 339, 658, 519, 0, 0, 673, 440, 877, 598, 831, 375, 0, 0, 733, 0, 0, 833, 0, 905, 814, 0, 0, 249, 0, 675, 0, 773, 0, 
559, 354, -1, 954, 758, 553, 611, 385, 0, 0, 751, 0, 0, 0, 729, 513, 204, 137, 0, 0, 0, 359, 495, 666, 0, 0, 842, 0, 0, 514, 0, 987, 0, 954, 0, 969, 741, 0, 441, 538, 368, 817, 0, 0, 0, 0, 326, 742, 664, 79, 0, 0, 94, 967, 339, 0, 80, 
0, 0, 954, -1, 429, 160, 0, 0, 0, 273, 81, 116, 0, 324, 0, 0, 909, 800, 0, 46, 811, 0, 0, 912, 36, 0, 220, 781, 616, 0, 983, 0, 0, 922, 0, 0, 0, 402, 243, 106, 0, 0, 744, 662, 690, 725, 425, 0, 0, 378, 0, 681, 788, 832, 275, 960, 906, 
0, 673, 758, 429, -1, 653, 0, 699, 0, 603, 493, 867, 0, 366, 649, 0, 134, 351, 194, 36, 0, 260, 431, 0, 297, 932, 0, 163, 945, 0, 0, 0, 538, 0, 418, 0, 0, 817, 0, 676, 452, 275, 639, 0, 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 568, 525, 
844, 0, 553, 160, 653, -1, 0, 0, 751, 565, 0, 0, 0, 635, 923, 0, 126, 0, 0, 36, 0, 588, 765, 871, 429, 0, 795, 28, 742, 0, 0, 650, 603, 0, 0, 73, 943, 834, 2, 819, 558, 904, 883, 0, 672, 464, 0, 228, 804, 0, 217, 0, 275, 0, 823, 448, 434, 
592, 626, 611, 0, 0, 0, -1, 85, 0, 243, 0, 0, 0, 0, 0, 675, 251, 96, 0, 427, 113, 0, 0, 0, 0, 521, 0, 0, 0, 0, 610, 0, 674, 974, 269, 177, 882, 0, 578, 168, 472, 0, 329, 714, 0, 296, 0, 0, 181, 867, 0, 69, 0, 0, 0, 0, 602, 
707, 0, 385, 0, 699, 0, 85, -1, 0, 991, 954, 0, 457, 376, 745, 783, 0, 0, 0, 875, 929, 509, 198, 537, 243, 402, 394, 0, 469, 117, 0, 520, 141, 0, 371, 0, 751, 0, 130, 260, 0, 744, 706, 998, 76, 485, 0, 152, 0, 0, 827, 913, 0, 537, 553, 253, 0, 
578, 0, 0, 0, 0, 751, 0, 0, -1, 0, 0, 881, 337, 643, 149, 0, 397, 0, 0, 543, 0, 0, 818, 134, 325, 0, 439, 0, 0, 231, 276, 127, 457, 0, 0, 0, 221, 0, 0, 616, 0, 0, 0, 0, 0, 0, 921, 0, 365, 625, 334, 0, 68, 376, 276, 0, 0, 
480, 0, 0, 273, 603, 565, 243, 991, 0, -1, 0, 465, 0, 0, 567, 206, 0, 260, 627, 389, 0, 0, 495, 0, 59, 676, 0, 269, 0, 570, 0, 0, 65, 0, 0, 182, 0, 24, 0, 0, 0, 0, 129, 916, 465, 468, 0, 261, 783, 0, 876, 120, 0, 0, 0, 0, 0, 
