[-1, 443, 464, 185, 442, 751, 405, 459, 293, 651, 522, 696, 557, 742, 706, 708, 511, 486, 606, 339, 763, 721, 968, 679, 472, 400, 734, 296, 545, 772, 900, 791, 703, 767, 581, 283, 766, 665, 491, 531, 589, 525, 489, 342, 380, 464, 480, 988, 436, 
443, -1, 712, 545, 843, 1135, 625, 410, 686, 1065, 559, 327, 886, 807, 782, 923, 632, 569, 414, 697, 869, 1020, 846, 712, 712, 811, 961, 401, 870, 935, 913, 1052, 1037, 901, 606, 514, 952, 996, 863, 428, 544, 892, 762, 503, 542, 851, 751, 1153, 672, 
464, 712, -1, 377, 589, 808, 745, 405, 534, 816, 940, 844, 669, 793, 892, 639, 484, 545, 799, 506, 1194, 997, 1010, 837, 785, 530, 644, 747, 681, 429, 881, 1108, 1013, 800, 677, 699, 794, 928, 812, 861, 927, 802, 715, 618, 811, 474, 547, 853, 483, 
185, 545, 377, -1, 441, 640, 521, 430, 381, 615, 672, 730, 559, 614, 641, 648, 528, 494, 643, 240, 820, 663, 887, 726, 613, 432, 685, 436, 471, 623, 776, 769, 706, 691, 502, 458, 799, 609, 573, 641, 677, 618, 560, 280, 508, 371, 394, 824, 272, 
442, 843, 589, 441, -1, 486, 686, 785, 265, 311, 663, 1069, 214, 910, 779, 541, 545, 562, 1044, 316, 887, 727, 1187, 671, 427, 376, 532, 580, 705, 845, 1047, 704, 521, 703, 758, 508, 559, 670, 431, 725, 722, 388, 293, 634, 679, 232, 396, 982, 653, 
751, 1135, 808, 640, 486, -1, 982, 1005, 703, 319, 1003, 1279, 544, 804, 732, 666, 872, 836, 1244, 441, 954, 565, 1161, 942, 880, 712, 699, 874, 732, 852, 942, 578, 506, 694, 802, 894, 890, 548, 731, 1028, 974, 765, 703, 722, 948, 383, 489, 753, 660, 
405, 625, 745, 521, 686, 982, -1, 761, 463, 805, 640, 922, 855, 1047, 1034, 1093, 880, 876, 618, 673, 767, 777, 1283, 1027, 592, 438, 1107, 461, 507, 1101, 1235, 924, 806, 1156, 944, 324, 1084, 695, 423, 787, 851, 504, 758, 598, 219, 774, 858, 1330, 686, 
459, 410, 405, 430, 785, 1005, 761, -1, 688, 1019, 833, 447, 825, 648, 757, 741, 497, 471, 535, 598, 1094, 1043, 733, 746, 842, 763, 780, 629, 800, 548, 714, 1124, 1100, 766, 485, 689, 892, 1006, 946, 665, 752, 962, 796, 497, 753, 694, 613, 876, 487, 
293, 686, 534, 381, 265, 703, 463, 688, -1, 507, 565, 960, 420, 964, 873, 701, 544, 578, 870, 409, 863, 785, 1213, 720, 310, 224, 691, 456, 633, 890, 1114, 819, 641, 853, 796, 296, 658, 711, 330, 661, 704, 287, 362, 594, 497, 410, 538, 1118, 641, 
651, 1065, 816, 615, 311, 319, 805, 1019, 507, -1, 825, 1280, 429, 975, 841, 731, 835, 822, 1206, 446, 847, 568, 1307, 895, 643, 527, 737, 742, 701, 1004, 1134, 549, 340, 821, 900, 698, 803, 519, 463, 932, 891, 477, 533, 736, 783, 387, 552, 1018, 742, 
522, 559, 940, 672, 663, 1003, 640, 833, 565, 825, -1, 815, 674, 1017, 785, 893, 707, 643, 869, 668, 601, 891, 1139, 587, 377, 757, 915, 275, 961, 1207, 1153, 776, 707, 892, 794, 359, 782, 881, 612, 306, 326, 616, 480, 656, 486, 796, 727, 1308, 882, 
696, 327, 844, 730, 1069, 1279, 922, 447, 960, 1280, 815, -1, 1079, 735, 776, 1000, 757, 666, 501, 860, 1044, 1180, 630, 804, 1000, 1080, 1057, 669, 1059, 925, 776, 1205, 1246, 907, 565, 827, 1105, 1177, 1154, 592, 678, 1189, 987, 625, 830, 1019, 861, 1095, 760, 
