[-1, 32, 680, 409, 174, 574, 862, 533, 375, 24, 466, 409, 800, 791, 721, 13, 693, 753, 774, 552, 388, 124, 470, 462, 653, 82, 344, 77, 653, 52, 189, 518, 688, 564, 229, 321, 165, 174, 772, 387, 339, 379, 106, 740, 846, 117, 391, 610, 283, 496, 388, 190, 808, 749, 66, 78, 101, 176, 
32, -1, 648, 377, 142, 542, 830, 501, 343, 56, 434, 377, 768, 759, 689, 45, 661, 721, 742, 520, 356, 92, 438, 430, 621, 50, 312, 45, 621, 20, 157, 486, 656, 532, 197, 289, 133, 142, 740, 355, 307, 347, 74, 708, 814, 85, 359, 578, 251, 464, 356, 158, 776, 717, 34, 46, 69, 144, 
680, 648, -1, 271, 506, 106, 182, 147, 305, 704, 214, 271, 120, 111, 41, 693, 13, 73, 94, 128, 292, 556, 210, 218, 27, 598, 336, 603, 27, 628, 491, 162, 8, 116, 451, 359, 515, 506, 92, 293, 341, 301, 574, 60, 166, 563, 289, 70, 397, 184, 292, 490, 128, 69, 614, 602, 579, 504, 
409, 377, 271, -1, 235, 165, 453, 124, 34, 433, 57, 0, 391, 382, 312, 422, 284, 344, 365, 143, 21, 285, 61, 53, 244, 327, 65, 332, 244, 357, 220, 109, 279, 155, 180, 88, 244, 235, 363, 22, 70, 30, 303, 331, 437, 292, 18, 201, 126, 87, 21, 219, 399, 340, 343, 331, 308, 233, 
174, 142, 506, 235, -1, 400, 688, 359, 201, 198, 292, 235, 626, 617, 547, 187, 519, 579, 600, 378, 214, 50, 296, 288, 479, 92, 170, 97, 479, 122, 15, 344, 514, 390, 55, 147, 9, 0, 598, 213, 165, 205, 68, 566, 672, 57, 217, 436, 109, 322, 214, 16, 634, 575, 108, 96, 73, 2, 
574, 542, 106, 165, 400, -1, 288, 41, 199, 598, 108, 165, 226, 217, 147, 587, 119, 179, 200, 22, 186, 450, 104, 112, 79, 492, 230, 497, 79, 522, 385, 56, 114, 10, 345, 253, 409, 400, 198, 187, 235, 195, 468, 166, 272, 457, 183, 36, 291, 78, 186, 384, 234, 175, 508, 496, 473, 398, 
862, 830, 182, 453, 688, 288, -1, 329, 487, 886, 396, 453, 62, 71, 141, 875, 169, 109, 88, 310, 474, 738, 392, 400, 209, 780, 518, 785, 209, 810, 673, 344, 174, 298, 633, 541, 697, 688, 90, 475, 523, 483, 756, 122, 16, 745, 471, 252, 579, 366, 474, 672, 54, 113, 796, 784, 761, 686, 
533, 501, 147, 124, 359, 41, 329, -1, 158, 557, 67, 124, 267, 258, 188, 546, 160, 220, 241, 19, 145, 409, 63, 71, 120, 451, 189, 456, 120, 481, 344, 15, 155, 31, 304, 212, 368, 359, 239, 146, 194, 154, 427, 207, 313, 416, 142, 77, 250, 37, 145, 343, 275, 216, 467, 455, 432, 357, 
375, 343, 305, 34, 201, 199, 487, 158, -1, 399, 91, 34, 425, 416, 346, 388, 318, 378, 399, 177, 13, 251, 95, 87, 278, 293, 31, 298, 278, 323, 186, 143, 313, 189, 146, 54, 210, 201, 397, 12, 36, 4, 269, 365, 471, 258, 16, 235, 92, 121, 13, 185, 433, 374, 309, 297, 274, 199, 
24, 56, 704, 433, 198, 598, 886, 557, 399, -1, 490, 433, 824, 815, 745, 11, 717, 777, 798, 576, 412, 148, 494, 486, 677, 106, 368, 101, 677, 76, 213, 542, 712, 588, 253, 345, 189, 198, 796, 411, 363, 403, 130, 764, 870, 141, 415, 634, 307, 520, 412, 214, 832, 773, 90, 102, 125, 200, 
