50
[-1, 659, 456, 556, 492, 242, 696, 335, 460, 332, 600, 510, 171, 770, 679, 782, 866, 536, 21, 595, 290, 420, 194, 105, 736, 509, 500, 310, 525, 27, 153, 701, 121, 471, 42, 592, 882, 889, 745, 74, 94, 571, 252, 253, 298, 234, 346, 154, 863, 113, 
659, -1, 203, 103, 167, 417, 37, 324, 199, 327, 59, 149, 488, 111, 20, 123, 207, 123, 680, 64, 369, 239, 465, 554, 77, 150, 159, 349, 134, 632, 506, 42, 538, 188, 617, 67, 223, 230, 86, 585, 565, 88, 407, 406, 361, 425, 313, 505, 204, 546, 
456, 203, -1, 100, 36, 214, 240, 121, 4, 124, 144, 54, 285, 314, 223, 326, 410, 80, 477, 139, 166, 36, 262, 351, 280, 53, 44, 146, 69, 429, 303, 245, 335, 15, 414, 136, 426, 433, 289, 382, 362, 115, 204, 203, 158, 222, 110, 302, 407, 343, 
556, 103, 100, -1, 64, 314, 140, 221, 96, 224, 44, 46, 385, 214, 123, 226, 310, 20, 577, 39, 266, 136, 362, 451, 180, 47, 56, 246, 31, 529, 403, 145, 435, 85, 514, 36, 326, 333, 189, 482, 462, 15, 304, 303, 258, 322, 210, 402, 307, 443, 
492, 167, 36, 64, -1, 250, 204, 157, 32, 160, 108, 18, 321, 278, 187, 290, 374, 44, 513, 103, 202, 72, 298, 387, 244, 17, 8, 182, 33, 465, 339, 209, 371, 21, 450, 100, 390, 397, 253, 418, 398, 79, 240, 239, 194, 258, 146, 338, 371, 379, 
242, 417, 214, 314, 250, -1, 454, 93, 218, 90, 358, 268, 71, 528, 437, 540, 624, 294, 263, 353, 48, 178, 48, 137, 494, 267, 258, 68, 283, 215, 89, 459, 121, 229, 200, 350, 640, 647, 503, 168, 148, 329, 10, 11, 56, 8, 104, 88, 621, 129, 
696, 37, 240, 140, 204, 454, -1, 361, 236, 364, 96, 186, 525, 74, 17, 86, 170, 160, 717, 101, 406, 276, 502, 591, 40, 187, 196, 386, 171, 669, 543, 5, 575, 225, 654, 104, 186, 193, 49, 622, 602, 125, 444, 443, 398, 462, 350, 542, 167, 583, 
335, 324, 121, 221, 157, 93, 361, -1, 125, 3, 265, 175, 164, 435, 344, 447, 531, 201, 356, 260, 45, 85, 141, 230, 401, 174, 165, 25, 190, 308, 182, 366, 214, 136, 293, 257, 547, 554, 410, 261, 241, 236, 83, 82, 37, 101, 11, 181, 528, 222, 
460, 199, 4, 96, 32, 218, 236, 125, -1, 128, 140, 50, 289, 310, 219, 322, 406, 76, 481, 135, 170, 40, 266, 355, 276, 49, 40, 150, 65, 433, 307, 241, 339, 11, 418, 132, 422, 429, 285, 386, 366, 111, 208, 207, 162, 226, 114, 306, 403, 347, 
332, 327, 124, 224, 160, 90, 364, 3, 128, -1, 268, 178, 161, 438, 347, 450, 534, 204, 353, 263, 42, 88, 138, 227, 404, 177, 168, 22, 193, 305, 179, 369, 211, 139, 290, 260, 550, 557, 413, 258, 238, 239, 80, 79, 34, 98, 14, 178, 531, 219, 
