57
[-1, 125, 1057, 275, 621, 744, 1129, 464, 949, 1239, 1196, 396, 848, 726, 241, 1051, 989, 1146, 279, 467, 806, 398, 670, 1060, 865, 276, 824, 616, 571, 573, 986, 893, 506, 184, 904, 976, 797, 886, 968, 1280, 902, 897, 803, 1094, 962, 877, 1208, 626, 748, 799, 821, 886, 263, 891, 595, 998, 630, 
125, -1, 1155, 307, 619, 750, 1218, 580, 956, 1340, 1266, 499, 949, 827, 275, 1065, 1050, 1231, 284, 493, 863, 521, 783, 1146, 876, 375, 934, 646, 543, 685, 1089, 927, 511, 303, 960, 1073, 861, 976, 1080, 1318, 946, 979, 848, 1107, 1069, 875, 1247, 690, 833, 839, 900, 900, 256, 934, 646, 1070, 752, 
1057, 1155, -1, 949, 926, 990, 135, 622, 896, 285, 367, 678, 668, 439, 923, 828, 433, 282, 947, 945, 570, 867, 737, 288, 1047, 868, 375, 815, 1097, 574, 286, 677, 984, 963, 471, 265, 610, 583, 316, 724, 562, 606, 597, 875, 187, 1063, 676, 785, 571, 604, 344, 842, 998, 798, 663, 315, 612, 
275, 307, 949, -1, 373, 469, 1008, 453, 862, 1103, 1047, 408, 708, 720, 105, 896, 870, 1065, 204, 570, 579, 487, 606, 885, 593, 214, 812, 622, 329, 492, 850, 794, 584, 306, 732, 825, 562, 701, 869, 1084, 726, 693, 592, 862, 865, 605, 1024, 395, 777, 659, 727, 812, 312, 913, 544, 835, 675, 
621, 619, 926, 373, -1, 255, 938, 669, 687, 1070, 893, 613, 817, 824, 386, 634, 742, 1013, 383, 711, 408, 810, 825, 796, 410, 544, 924, 645, 222, 670, 863, 649, 684, 667, 556, 805, 450, 718, 935, 806, 515, 674, 375, 518, 903, 333, 761, 448, 871, 498, 694, 671, 501, 914, 550, 699, 895, 
744, 750, 990, 469, 255, -1, 1013, 766, 919, 1069, 983, 755, 738, 962, 532, 818, 893, 1132, 572, 933, 434, 872, 796, 800, 156, 602, 1031, 880, 259, 706, 861, 858, 918, 749, 677, 809, 403, 635, 944, 889, 656, 579, 484, 584, 944, 142, 866, 360, 1046, 688, 836, 906, 701, 1139, 762, 780, 986, 
1129, 1218, 135, 1008, 938, 1013, -1, 716, 842, 334, 241, 752, 774, 513, 978, 754, 363, 216, 990, 979, 580, 974, 855, 305, 1071, 952, 476, 822, 1126, 680, 389, 627, 1008, 1052, 427, 347, 645, 664, 444, 619, 514, 673, 583, 816, 320, 1071, 574, 852, 614, 573, 352, 798, 1041, 782, 677, 262, 724, 
464, 580, 622, 453, 669, 766, 716, -1, 877, 801, 844, 147, 541, 331, 423, 925, 690, 751, 477, 537, 579, 275, 390, 676, 863, 305, 383, 564, 740, 187, 560, 721, 605, 350, 638, 565, 569, 573, 520, 1043, 682, 607, 609, 974, 508, 897, 972, 504, 448, 612, 473, 800, 508, 735, 445, 657, 230, 
949, 956, 896, 862, 687, 919, 842, 877, -1, 1141, 718, 765, 1226, 764, 784, 271, 479, 772, 703, 619, 730, 1106, 1208, 926, 1056, 964, 898, 407, 875, 969, 1041, 219, 559, 1021, 524, 973, 869, 1112, 1095, 646, 454, 1087, 572, 628, 983, 953, 563, 999, 681, 348, 584, 88, 702, 453, 436, 675, 1011, 
1239, 1340, 285, 1103, 1070, 1069, 334, 801, 1141, -1, 514, 889, 634, 692, 1102, 1028, 676, 523, 1145, 1200, 673, 1007, 778, 289, 1085, 1010, 597, 1080, 1224, 693, 268, 927, 1242, 1122, 658, 280, 667, 547, 324, 831, 750, 572, 750, 984, 305, 1128, 812, 845, 844, 831, 611, 1096, 1214, 1082, 918, 484, 783, 
