48
[-1, 293, 0, 0, 234820, 953, 0, 0, 638, 0, 0, 815, 0, 423, 569, 357, 0, 0, 0, 772, 765, 0, 796, 0, 0, 152, 0, 189, 332, 0, 0, 115, 828, 152, 0, 0, 0, 1123, 430, 906, 0, 919, 0, 0, 0, 779, 0, 0, 
293, -1, 374, 0, 236100, 0, 425, 543, 0, 569, 163, 0, 478, 1684, 0, 0, 114, 463, 0, 1520, 0, 103, 0, 414, 0, 0, 248, 0, 1201, 0, 0, 1140, 0, 0, 0, 0, 650, 0, 1006, 1792, 29, 0, 585, 247, 0, 0, 170, 431, 
0, 374, -1, 537, 0, 0, 907, 1089, 413, 1629, 1122, 255, 0, 259, 173, 0, 0, 1375, 356, 0, 0, 1329, 0, 1737, 582, 0, 0, 608, 462, 666, 0, 0, 0, 418, 560, 158, 1115, 0, 613, 0, 806, 0, 1443, 1017, 527, 213, 1362, 0, 
0, 0, 537, -1, 0, 0, 0, 2419, 177, 1013, 599, 489, 0, 751, 0, 544, 0, 787, 0, 509, 0, 617, 723, 0, 1267, 0, 329, 0, 496, 0, 179, 0, 0, 698, 1140, 1113, 0, 437, 0, 582, 0, 0, 0, 0, 1312, 0, 427, 670, 
234820, 236100, 0, 0, -1, 236197, 121, 803, 235926, 0, 0, 0, 0, 0, 233243, 235877, 234344, 0, 916, 746, 236339, 0, 235858, 109, 192, 235781, 0, 0, 200, 61, 628, 0, 236335, 0, 0, 663, 0, 236193, 0, 0, 0, 236326, 744, 0, 402, 236283, 0, 234454, 
953, 0, 0, 0, 236197, -1, 990, 327, 0, 0, 648, 0, 0, 619, 0, 888, 0, 0, 0, 180, 353, 0, 292, 0, 0, 856, 0, 0, 0, 0, 0, 837, 0, 1345, 473, 0, 0, 0, 0, 0, 700, 344, 150, 0, 0, 0, 0, 451, 
0, 425, 907, 0, 121, 990, -1, 0, 0, 0, 588, 0, 0, 0, 868, 0, 0, 0, 0, 0, 0, 434, 0, 0, 235, 0, 0, 771, 319, 0, 688, 0, 906, 0, 0, 0, 0, 951, 161, 972, 454, 0, 840, 214, 503, 855, 268, 835, 
0, 543, 1089, 2419, 803, 327, 0, -1, 570, 542, 0, 248, 1857, 311, 0, 751, 615, 256, 2173, 0, 444, 613, 0, 0, 751, 0, 1407, 700, 0, 2729, 0, 0, 0, 0, 0, 0, 107, 658, 789, 269, 0, 234, 308, 0, 0, 0, 0, 144, 
638, 0, 413, 177, 235926, 0, 0, 570, -1, 848, 0, 0, 0, 0, 579, 393, 283, 0, 608, 451, 0, 441, 641, 398, 205, 636, 171, 1490, 327, 0, 0, 0, 498, 521, 317, 525, 0, 0, 375, 556, 351, 0, 0, 245, 0, 0, 268, 0, 
0, 569, 1629, 1013, 0, 0, 0, 542, 848, -1, 0, 0, 0, 0, 0, 747, 0, 0, 0, 0, 858, 544, 605, 973, 0, 313, 0, 0, 666, 0, 0, 423, 0, 413, 1076, 372, 607, 0, 817, 809, 546, 673, 814, 817, 0, 717, 0, 0, 
0, 163, 1122, 599, 0, 648, 588, 0, 0, 0, -1, 511, 0, 217, 308, 0, 0, 301, 625, 0, 0, 202, 512, 0, 508, 0, 0, 0, 269, 521, 0, 0, 524, 151, 693, 0, 522, 0, 433, 0, 0, 645, 0, 401, 0, 474, 327, 0, 
815, 0, 255, 489, 0, 0, 0, 248, 0, 0, 511, -1, 350, 0, 1530, 0, 0, 479, 0, 54, 254, 673, 0, 835, 653, 724, 0, 864, 641, 0, 1386, 700, 54, 662, 427, 0, 268, 410, 0, 109, 559, 362, 62, 0, 762, 0, 0, 0, 
0, 478, 0, 0, 0, 0, 0, 1857, 0, 0, 0, 350, -1, 190, 0, 0, 0, 0, 384, 296, 500, 0, 205, 0, 0, 466, 0, 580, 579, 807, 0, 0, 327, 457, 718, 0, 0, 0, 740, 0, 0, 0, 404, 0, 577, 302, 0, 47, 
423, 1684, 259, 751, 0, 619, 0, 311, 0, 0, 217, 0, 190, -1, 160, 0, 488, 0, 0, 450, 586, 0, 0, 792, 711, 0, 0, 390, 0, 0, 0, 0, 493, 0, 0, 0, 402, 894, 650, 0, 0, 504, 548, 0, 0, 458, 0, 0, 
569, 0, 173, 0, 233243, 0, 868, 0, 579, 0, 308, 1530, 0, 160, -1, 674, 550, 108, 411, 0, 510, 0, 0, 0, 733, 0, 411, 0, 0, 794, 675, 0, 351, 431, 0, 93, 242, 778, 723, 415, 0, 350, 0, 660, 551, 0, 599, 40, 
357, 0, 0, 544, 235877, 888, 0, 751, 393, 747, 0, 0, 0, 0, 674, -1, 0, 0, 898, 0, 0, 0, 845, 232, 0, 444, 388, 542, 0, 190, 0, 328, 784, 334, 708, 0, 857, 938, 0, 858, 245, 0, 0, 0, 0, 731, 0, 0, 
0, 114, 0, 0, 234344, 0, 0, 615, 283, 0, 0, 0, 0, 488, 550, 0, -1, 0, 0, 0, 461, 0, 707, 305, 261, 408, 0, 0, 44, 0, 0, 298, 0, 288, 600, 0, 719, 0, 174, 0, 0, 848, 0, 134, 0, 588, 0, 519, 
0, 463, 1375, 787, 0, 0, 0, 256, 0, 0, 301, 479, 0, 0, 108, 0, 0, -1, 0, 425, 0, 494, 328, 0, 777, 0, 472, 0, 569, 816, 768, 424, 459, 392, 822, 118, 0, 0, 0, 0, 434, 423, 531, 0, 512, 432, 0, 137, 
0, 0, 356, 0, 916, 0, 0, 2173, 608, 0, 625, 0, 384, 0, 411, 898, 0, 0, -1, 171, 407, 804, 208, 993, 0, 0, 0, 949, 0, 0, 0, 0, 114, 774, 0, 0, 0, 464, 0, 57, 692, 251, 199, 809, 883, 167, 783, 0, 
772, 1520, 0, 509, 746, 180, 0, 0, 451, 0, 0, 54, 296, 450, 0, 0, 0, 425, 171, -1, 0, 0, 0, 0, 651, 0, 0, 814, 0, 773, 411, 0, 0, 0, 464, 349, 230, 0, 747, 0, 524, 0, 111, 0, 722, 7, 0, 0, 
765, 0, 0, 0, 236339, 353, 0, 444, 0, 858, 0, 254, 500, 586, 510, 0, 461, 0, 407, 0, -1, 0, 490, 0, 425, 0, 0, 866, 0, 0, 0, 0, 307, 624, 0, 0, 0, 0, 587, 351, 472, 611, 0, 0, 692, 273, 465, 0, 
0, 103, 1329, 617, 0, 0, 434, 613, 441, 544, 202, 673, 0, 0, 0, 0, 0, 494, 804, 0, 0, -1, 0, 430, 432, 246, 0, 361, 0, 0, 0, 130, 696, 0, 0, 417, 721, 944, 273, 0, 115, 0, 0, 298, 0, 0, 0, 489, 
796, 0, 0, 723, 235858, 292, 0, 0, 641, 605, 512, 0, 205, 0, 0, 845, 707, 328, 208, 0, 490, 0, -1, 984, 0, 670, 503, 786, 729, 928, 630, 0, 0, 0, 683, 0, 0, 651, 880, 0, 611, 142, 320, 0, 0, 222, 747, 0, 
0, 414, 1737, 0, 109, 0, 0, 0, 398, 973, 0, 835, 0, 792, 0, 232, 305, 0, 993, 0, 0, 430, 984, -1, 0, 0, 0, 773, 309, 0, 0, 0, 879, 0, 0, 767, 996, 0, 0, 944, 442, 1125, 811, 0, 505, 0, 251, 0, 
0, 0, 582, 1267, 192, 0, 235, 751, 205, 0, 508, 653, 0, 711, 733, 0, 261, 777, 0, 651, 425, 432, 0, 0, -1, 0, 0, 0, 0, 170, 0, 559, 701, 0, 462, 662, 843, 0, 241, 0, 0, 0, 0, 0, 536, 0, 0, 0, 
152, 0, 0, 0, 235781, 856, 0, 0, 636, 313, 0, 724, 466, 0, 0, 444, 408, 0, 0, 0, 0, 246, 670, 0, 0, -1, 499, 0, 381, 628, 0, 116, 0, 120, 918, 354, 678, 0, 517, 805, 288, 785, 754, 540, 0, 683, 0, 434, 
0, 248, 0, 329, 0, 0, 0, 1407, 171, 0, 0, 0, 0, 0, 411, 388, 0, 472, 0, 0, 0, 0, 503, 0, 0, 499, -1, 0, 285, 0, 0, 0, 402, 0, 419, 354, 0, 0, 0, 0, 239, 0, 355, 294, 459, 350, 267, 372, 
189, 0, 608, 0, 0, 0, 771, 700, 1490, 0, 0, 864, 580, 390, 0, 542, 0, 0, 949, 814, 866, 361, 786, 773, 0, 0, 0, -1, 501, 732, 0, 236, 864, 256, 0, 0, 792, 1215, 0, 0, 0, 0, 896, 0, 0, 0, 0, 0, 
332, 1201, 462, 496, 200, 0, 319, 0, 327, 666, 269, 641, 579, 0, 0, 0, 44, 569, 0, 0, 0, 0, 729, 309, 0, 381, 285, 501, -1, 0, 613, 268, 673, 262, 0, 0, 0, 0, 0, 0, 0, 870, 0, 159, 0, 620, 81, 0, 
0, 0, 666, 0, 61, 0, 0, 2729, 0, 0, 521, 0, 807, 0, 794, 190, 0, 816, 0, 773, 0, 0, 928, 0, 170, 628, 0, 732, 0, -1, 621, 0, 0, 0, 0, 711, 0, 0, 117, 0, 0, 1070, 762, 136, 0, 0, 0, 0, 
0, 0, 0, 179, 628, 0, 688, 0, 0, 0, 0, 1386, 0, 0, 675, 0, 0, 768, 0, 411, 0, 0, 630, 0, 0, 0, 0, 0, 613, 621, -1, 800, 0, 0, 54, 659, 641, 263, 661, 0, 610, 737, 316, 531, 826, 0, 0, 636, 
115, 1140, 0, 0, 0, 837, 0, 0, 0, 423, 0, 700, 0, 0, 0, 328, 298, 424, 0, 0, 0, 130, 0, 0, 559, 116, 0, 236, 268, 0, 800, -1, 713, 38, 842, 0, 0, 1013, 0, 0, 0, 815, 721, 427, 89, 0, 349, 454, 
828, 0, 0, 0, 236335, 0, 906, 0, 498, 0, 524, 54, 327, 493, 351, 784, 0, 459, 114, 0, 307, 696, 0, 879, 701, 0, 402, 864, 673, 0, 0, 713, -1, 675, 479, 0, 219, 446, 0, 78, 583, 0, 0, 0, 779, 53, 668, 0, 
