81
[-1, 946, 1440938, 0, 572, 659, 802, 672, 0, 0, 932, 1200, 1024, 0, 766, 710, 752, 1043, 1108, 0, 0, 0, 0, 951, 0, 0, 957, 442, 703, 739, 914, 0, 0, 0, 504, 0, 772, 347, 0, 0, 0, 779, 498, 0, 0, 0, 1007, 0, 0, 0, 1097, 857, 1062, 0, 0, 0, 881, 794, 581, 0, 0, 1013, 0, 0, 637, 394, 811, 737, 632, 0, 1019, 542, 646, 837, 0, 794, 1054, 1107, 0, 819, 0, 
946, -1, 1442009, 0, 2067, 2226, 0, 1988, 0, 800, 2623, 2569, 2715, 1039, 0, 0, 0, 2415, 0, 0, 622, 0, 692, 0, 0, 836, 2024, 1518, 2166, 1992, 2807, 0, 927, 0, 0, 0, 0, 0, 0, 0, 0, 1890, 1921, 0, 705, 0, 2134, 690, 1319, 0, 2175, 2055, 2145, 0, 0, 0, 0, 2308, 2027, 554, 0, 2319, 659, 0, 0, 1673, 1975, 2167, 1710, 782, 0, 2330, 0, 1842, 425, 0, 0, 0, 0, 1869, 0, 
1440938, 1442009, -1, 395, 0, 619, 0, 0, 0, 1440871, 0, 0, 0, 1441136, 1439156, 1439245, 1442153, 614, 1442423, 1009, 1443297, 0, 0, 1439367, 723, 0, 609, 880, 0, 1005, 355, 761, 0, 523, 0, 857, 0, 1438937, 0, 0, 0, 1039, 931, 229, 1443371, 338, 693, 1442835, 0, 930, 673, 620, 0, 0, 676, 774, 0, 0, 707, 0, 1073, 1078, 0, 0, 1438897, 910, 0, 0, 0, 0, 0, 638, 0, 557, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 395, -1, 910, 0, 1282, 0, 835, 1430606, 0, 0, 957, 357, 0, 0, 594, 0, 1135, 0, 0, 0, 0, 930, 0, 0, 0, 0, 0, 1005, 114, 0, 0, 1500, 1165, 0, 801, 741, 633, 0, 1187, 1214, 858, 1114, 1092, 0, 0, 703, 887, 0, 630, 0, 0, 595, 1102, 0, 1038, 0, 0, 0, 1519, 1208, 0, 566, 867, 0, 0, 842, 1010, 0, 0, 0, 0, 0, 0, 853, 840, 0, 626, 0, 0, 
572, 2067, 0, 910, -1, 0, 0, 0, 0, 669, 0, 0, 788, 1008, 0, 0, 0, 0, 760, 1083, 590, 310, 3085, 0, 853, 0, 0, 371, 0, 786, 898, 0, 3495, 0, 1247, 0, 2147, 381, 2173, 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 431, 0, 406, 707, 2005, 275, 0, 0, 580, 0, 2801, 0, 0, 2388, 0, 697, 0, 695, 0, 0, 0, 1905, 779, 1396, 828, 0, 1769, 1935, 0, 0, 0, 883, 
659, 2226, 619, 0, 0, -1, 1848, 539, 801, 0, 1067, 0, 0, 0, 629, 533, 0, 0, 934, 0, 989, 722, 0, 919, 0, 4068, 0, 698, 0, 0, 408, 1800, 0, 601, 0, 1513, 653, 0, 0, 0, 910, 933, 0, 0, 0, 1029, 0, 0, 0, 0, 0, 785, 936, 403, 0, 2337, 2320, 791, 404, 0, 0, 877, 0, 569, 691, 888, 393, 0, 569, 0, 0, 289, 0, 0, 2790, 0, 838, 0, 716, 0, 0, 
802, 0, 0, 1282, 0, 1848, -1, 453, 0, 543, 1109, 1191, 733, 1194, 0, 1204, 0, 0, 752, 819, 443, 0, 0, 988, 1011, 683, 884, 0, 1081, 0, 1243, 1143, 697, 1035, 0, 971, 0, 0, 0, 0, 0, 646, 681, 1152, 669, 1202, 0, 0, 878, 413, 0, 800, 0, 0, 0, 0, 0, 0, 1076, 722, 565, 0, 609, 2083, 0, 944, 0, 739, 657, 0, 1075, 0, 0, 1029, 0, 0, 1030, 2030, 0, 1025, 0, 
672, 1988, 0, 0, 0, 539, 453, -1, 818, 0, 1138, 0, 0, 0, 0, 927, 929, 974, 769, 396, 669, 868, 0, 936, 804, 0, 660, 605, 0, 0, 0, 714, 728, 832, 521, 738, 818, 465, 0, 364, 460, 785, 443, 863, 0, 0, 0, 0, 0, 471, 655, 745, 0, 573, 617, 0, 1010, 650, 0, 699, 487, 0, 425, 622, 418, 0, 755, 0, 0, 0, 763, 687, 0, 0, 816, 284, 0, 585, 0, 955, 1172, 
0, 0, 0, 835, 0, 801, 0, 818, -1, 1432359, 0, 494, 686, 904, 576, 0, 0, 348, 702, 0, 627, 0, 0, 0, 0, 643, 584, 0, 0, 823, 0, 1050, 719, 0, 723, 0, 0, 0, 429, 0, 0, 655, 846, 614, 0, 518, 595, 719, 0, 0, 0, 306, 661, 603, 0, 689, 402, 493, 810, 644, 852, 875, 0, 870, 0, 0, 646, 0, 1003, 520, 0, 0, 0, 0, 0, 0, 0, 819, 1721, 270, 0, 
0, 800, 1440871, 1430606, 669, 0, 543, 0, 1432359, -1, 0, 0, 0, 792, 0, 946, 805, 0, 712, 1442970, 0, 1159, 0, 0, 1441907, 166, 0, 687, 0, 429, 898, 766, 776, 0, 572, 0, 0, 499, 0, 1899, 0, 0, 0, 872, 0, 0, 391, 0, 2597, 1442023, 0, 606, 681, 0, 617, 410, 935, 0, 0, 0, 0, 763, 471, 560, 261, 0, 0, 0, 0, 2094, 690, 821, 626, 873, 709, 538, 746, 500, 0, 682, 0, 
932, 2623, 0, 0, 0, 1067, 1109, 1138, 0, 0, -1, 0, 0, 1318, 0, 817, 734, 0, 0, 0, 0, 516, 706, 603, 797, 1169, 0, 0, 0, 1099, 1148, 0, 908, 0, 0, 0, 0, 0, 0, 810, 1124, 507, 960, 0, 1018, 881, 1158, 0, 0, 760, 0, 0, 0, 927, 538, 1090, 240, 1080, 865, 734, 0, 902, 0, 0, 1197, 0, 0, 590, 1089, 876, 0, 1104, 1147, 941, 730, 1374, 741, 0, 0, 0, 0, 
1200, 2569, 0, 0, 0, 0, 1191, 0, 494, 0, 0, -1, 776, 0, 0, 0, 611, 0, 0, 0, 0, 524, 0, 0, 0, 912, 0, 0, 0, 1111, 0, 0, 1199, 0, 0, 1209, 696, 0, 0, 0, 0, 0, 1220, 726, 747, 811, 0, 0, 0, 943, 1024, 0, 666, 0, 716, 1064, 549, 757, 1154, 690, 1102, 0, 790, 0, 0, 0, 833, 531, 0, 0, 711, 1165, 0, 0, 0, 0, 311, 855, 0, 562, 1054, 
1024, 2715, 0, 957, 788, 0, 733, 0, 686, 0, 0, 776, -1, 0, 897, 0, 0, 609, 0, 760, 641, 810, 870, 0, 0, 0, 0, 863, 927, 0, 911, 0, 1027, 0, 819, 1137, 0, 700, 0, 598, 2322, 948, 0, 0, 401, 935, 0, 0, 1084, 0, 632, 583, 0, 854, 0, 623, 0, 0, 0, 0, 0, 789, 0, 0, 0, 0, 868, 0, 0, 0, 0, 968, 0, 0, 607, 0, 0, 0, 1022, 725, 0, 
0, 1039, 1441136, 357, 1008, 0, 1194, 0, 904, 792, 1318, 0, 0, -1, 609, 696, 762, 0, 1019, 0, 1175, 0, 1231, 950, 0, 662, 567, 0, 1110, 889, 307, 0, 0, 0, 1172, 937, 0, 0, 623, 714, 0, 1245, 0, 543, 0, 0, 684, 0, 0, 0, 330, 877, 1042, 0, 900, 0, 0, 0, 0, 958, 0, 1108, 0, 0, 793, 1156, 585, 0, 1018, 0, 352, 0, 420, 0, 0, 707, 0, 0, 677, 0, 0, 
766, 0, 1439156, 0, 0, 629, 0, 0, 576, 0, 0, 0, 897, 609, -1, 329, 301, 725, 0, 986, 1113, 0, 1005, 0, 0, 0, 665, 0, 0, 0, 436, 0, 931, 0, 0, 0, 0, 619, 0, 739, 1077, 0, 0, 0, 1070, 144, 0, 800, 0, 0, 838, 752, 1084, 516, 707, 688, 0, 0, 688, 1013, 0, 0, 0, 0, 0, 712, 0, 0, 0, 0, 591, 492, 0, 714, 0, 963, 736, 959, 740, 0, 845, 
710, 0, 1439245, 0, 0, 533, 1204, 927, 0, 946, 817, 0, 0, 696, 329, -1, 337, 802, 0, 1025, 0, 436, 952, 0, 0, 0, 819, 0, 0, 1000, 429, 0, 0, 0, 1017, 0, 0, 0, 0, 659, 1121, 952, 0, 360, 1068, 215, 0, 0, 965, 0, 861, 712, 0, 482, 0, 0, 0, 827, 0, 914, 1150, 1103, 798, 0, 0, 0, 0, 0, 949, 0, 630, 0, 528, 524, 893, 1002, 0, 999, 581, 724, 523, 
752, 0, 1442153, 594, 0, 0, 0, 929, 0, 805, 734, 611, 0, 762, 301, 337, -1, 509, 0, 0, 0, 0, 834, 454, 0, 0, 650, 695, 627, 0, 596, 956, 855, 281, 939, 851, 0, 0, 478, 651, 0, 883, 889, 0, 936, 217, 693, 700, 1128, 766, 0, 525, 888, 556, 517, 732, 0, 0, 691, 0, 1019, 1069, 0, 0, 0, 601, 0, 0, 0, 585, 593, 0, 0, 708, 745, 0, 534, 0, 676, 407, 739, 
1043, 2415, 614, 0, 0, 0, 0, 974, 348, 0, 0, 0, 609, 0, 725, 802, 509, -1, 648, 0, 0, 450, 0, 195, 0, 0, 518, 0, 0, 961, 906, 1086, 0, 0, 0, 0, 668, 744, 0, 0, 944, 0, 1096, 0, 662, 0, 495, 0, 1362, 798, 0, 0, 0, 0, 0, 885, 0, 543, 1067, 654, 906, 946, 0, 936, 854, 862, 0, 417, 1236, 0, 0, 1025, 0, 0, 477, 1132, 308, 745, 0, 388, 0, 
1108, 0, 1442423, 1135, 760, 934, 752, 769, 702, 712, 0, 0, 0, 1019, 0, 0, 0, 648, -1, 0, 448, 0, 0, 580, 0, 0, 715, 0, 1208, 674, 0, 1107, 1088, 985, 0, 0, 0, 0, 0, 0, 0, 0, 894, 0, 267, 0, 757, 0, 1186, 0, 0, 0, 0, 0, 0, 875, 0, 822, 0, 146, 881, 377, 388, 1065, 0, 0, 0, 464, 953, 0, 723, 0, 1019, 0, 199, 0, 0, 537, 865, 906, 0, 
0, 0, 1009, 0, 1083, 0, 819, 396, 0, 1442970, 0, 0, 760, 0, 986, 1025, 0, 0, 0, -1, 1044, 0, 1073, 1190, 975, 576, 0, 949, 0, 0, 0, 0, 1017, 1004, 0, 0, 1068, 0, 0, 0, 787, 1158, 660, 955, 0, 0, 847, 909, 472, 0, 0, 1025, 0, 0, 929, 435, 1309, 0, 911, 990, 0, 0, 687, 476, 0, 1159, 867, 956, 667, 1055, 797, 0, 0, 0, 1079, 136, 1102, 679, 0, 0, 2945, 
0, 622, 1443297, 0, 590, 989, 443, 669, 627, 0, 0, 0, 641, 1175, 1113, 0, 0, 0, 448, 1044, -1, 0, 0, 0, 877, 0, 770, 0, 0, 0, 0, 0, 773, 920, 510, 0, 0, 637, 0, 0, 0, 0, 818, 0, 0, 1068, 773, 852, 1128, 400, 1026, 477, 374, 0, 501, 0, 0, 0, 0, 450, 706, 0, 510, 1075, 0, 0, 928, 0, 868, 0, 938, 1105, 1014, 982, 0, 936, 719, 0, 1151, 0, 1218, 
0, 0, 0, 0, 310, 722, 0, 868, 0, 1159, 516, 524, 810, 0, 0, 436, 0, 450, 0, 0, 0, -1, 684, 0, 0, 0, 678, 537, 725, 881, 709, 1037, 795, 0, 0, 759, 0, 0, 526, 0, 925, 659, 803, 0, 803, 424, 0, 597, 1112, 628, 905, 0, 695, 0, 335, 734, 0, 656, 0, 0, 1001, 878, 624, 912, 829, 0, 485, 0, 971, 0, 0, 0, 698, 663, 567, 1039, 0, 859, 654, 451, 0, 
0, 692, 0, 0, 3085, 0, 0, 0, 0, 0, 706, 0, 870, 1231, 1005, 952, 834, 0, 0, 1073, 0, 684, -1, 733, 967, 0, 0, 0, 774, 652, 0, 1276, 381, 719, 0, 0, 706, 0, 0, 0, 484, 0, 0, 1007, 0, 0, 922, 0, 1020, 242, 0, 0, 721, 0, 423, 0, 0, 0, 896, 723, 815, 0, 698, 1089, 703, 0, 927, 536, 770, 0, 1060, 950, 0, 0, 794, 0, 0, 997, 1225, 726, 1119, 
951, 0, 1439367, 930, 0, 919, 988, 936, 0, 0, 603, 0, 0, 950, 0, 0, 454, 195, 580, 1190, 0, 0, 733, -1, 796, 0, 0, 679, 797, 0, 0, 0, 0, 0, 895, 0, 0, 666, 0, 636, 0, 0, 0, 614, 660, 0, 0, 0, 1294, 700, 0, 225, 0, 815, 466, 856, 0, 0, 0, 0, 955, 0, 622, 0, 873, 773, 679, 294, 0, 0, 0, 970, 865, 844, 0, 0, 271, 779, 760, 0, 0, 
0, 0, 723, 0, 853, 0, 1011, 804, 0, 1441907, 797, 0, 0, 0, 0, 0, 0, 0, 0, 975, 877, 0, 967, 796, -1, 0, 910, 0, 1320, 789, 746, 0, 1103, 833, 0, 514, 411, 770, 0, 0, 0, 717, 0, 501, 749, 0, 0, 274, 927, 798, 711, 0, 652, 823, 0, 0, 0, 1037, 0, 498, 0, 600, 516, 1035, 0, 0, 374, 0, 740, 0, 0, 0, 862, 0, 600, 961, 0, 759, 0, 0, 601, 
