58
[-1, 491, 916, 0, 251724, 0, 0, 0, 481, 433, 0, 0, 587, 0, 0, 763, 0, 0, 0, 0, 770, 676, 0, 829, 374, 662, 0, 0, 922, 851, 504, 0, 0, 0, 0, 1415, 963, 1203, 0, 0, 0, 1277, 0, 1288, 957, 1196, 0, 0, 0, 0, 0, 967, 0, 0, 0, 352, 293, 927, 
491, -1, 0, 1005, 252989, 0, 814, 416, 0, 0, 0, 0, 2019, 871, 630, 1670, 0, 0, 0, 0, 0, 0, 0, 2232, 1803, 0, 0, 0, 0, 0, 1414, 1042, 589, 0, 0, 2066, 1632, 2566, 412, 0, 0, 0, 0, 1795, 1665, 2210, 686, 271, 811, 632, 0, 0, 0, 911, 975, 1449, 0, 0, 
916, 0, -1, 1193, 253525, 517, 0, 0, 2068, 0, 401, 432, 538, 0, 0, 822, 0, 993, 720, 0, 0, 2235, 608, 494, 0, 2224, 680, 500, 0, 1834, 999, 0, 0, 0, 0, 984, 587, 0, 678, 389, 0, 2501, 0, 0, 592, 0, 694, 0, 0, 0, 0, 0, 0, 487, 1029, 0, 0, 0, 
0, 1005, 1193, -1, 248072, 0, 1999, 0, 1159, 0, 1678, 1678, 991, 0, 2048, 0, 0, 0, 0, 0, 0, 1098, 2636, 1020, 1075, 0, 2604, 0, 1466, 0, 0, 0, 0, 1252, 1197, 1023, 0, 909, 2265, 0, 1004, 943, 0, 1435, 879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1105, 945, 1097, 
251724, 252989, 253525, 248072, -1, 0, 0, 251398, 0, 252987, 867, 0, 0, 0, 893, 596, 0, 255329, 0, 380, 0, 1016, 0, 596, 0, 0, 872, 254581, 0, 0, 854, 0, 0, 250274, 250092, 0, 915, 903, 0, 252065, 0, 0, 397, 1014, 0, 0, 253238, 250797, 0, 0, 0, 252718, 619, 0, 254280, 0, 0, 252923, 
0, 0, 517, 0, 0, -1, 911, 0, 2728, 0, 0, 846, 682, 0, 0, 1060, 0, 0, 0, 1129, 0, 0, 0, 0, 1042, 0, 598, 0, 0, 0, 0, 888, 0, 672, 781, 1039, 0, 949, 509, 0, 0, 992, 914, 654, 961, 0, 945, 0, 859, 0, 0, 0, 0, 0, 0, 683, 782, 0, 
0, 814, 0, 1999, 0, 911, -1, 754, 1212, 886, 0, 658, 0, 0, 0, 0, 0, 915, 0, 0, 0, 964, 0, 0, 0, 0, 0, 816, 934, 0, 1068, 0, 1886, 572, 1106, 683, 694, 0, 0, 598, 0, 900, 0, 0, 0, 0, 398, 0, 2287, 1719, 485, 0, 0, 0, 0, 1195, 0, 0, 
0, 416, 0, 0, 251398, 0, 754, -1, 633, 738, 0, 0, 0, 2043, 0, 960, 500, 0, 0, 0, 0, 438, 0, 0, 1012, 0, 382, 0, 276, 856, 843, 0, 0, 480, 0, 920, 0, 0, 361, 0, 0, 895, 0, 704, 0, 562, 0, 605, 0, 0, 0, 0, 252574, 0, 1089, 647, 639, 0, 
481, 0, 2068, 1159, 0, 2728, 1212, 633, -1, 753, 0, 1141, 557, 0, 514, 0, 0, 0, 3297, 0, 0, 330, 0, 957, 0, 445, 779, 871, 0, 0, 673, 0, 0, 0, 0, 0, 912, 0, 0, 1062, 2459, 0, 0, 0, 995, 1116, 0, 675, 1116, 0, 2547, 0, 669, 987, 1092, 0, 0, 1008, 
433, 0, 0, 0, 252987, 0, 886, 738, 753, -1, 0, 0, 0, 0, 0, 693, 1387, 533, 0, 253475, 0, 780, 817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 707, 0, 0, 0, 0, 669, 0, 1065, 0, 0, 1165, 0, 0, 703, 0, 0, 656, 551, 834, 576, 1032, 0, 642, 0, 580, 
