72
[-1, 352, 743, 0, 248, 850, 0, 0, 0, 0, 809, 81, 0, 0, 0, 0, 0, 0, 842, 0, 196, 491, 419, 63, 524, 951, 0, 0, 413, 0, 0, 953, 326, 118, 980, 0, 20, 0, 0, 504, 0, 0, 145, 0, 0, 60, 574, 314, 0, 863, 415, 0, 0, 763, 0, 718, 561, 921, 8, 0, 757, 0, 823, 0, 325, 0, 0, 91, 0, 151, 121, 831, 
678, -1, 0, 0, 0, 896, 182, 441, 893, 701, 978, 375, 0, 971, 0, 985, 0, 277, 996, 0, 0, 298, 0, 297, 227, 808, 0, 0, 985, 0, 659, 165, 0, 0, 167, 0, 0, 0, 112, 0, 269, 497, 85, 0, 0, 0, 730, 917, 0, 0, 0, 0, 279, 538, 202, 237, 955, 544, 0, 0, 357, 0, 267, 440, 0, 0, 973, 242, 595, 823, 0, 405, 
172, 0, -1, 964, 304, 572, 0, 610, 932, 0, 578, 293, 0, 508, 483, 0, 0, 305, 805, 375, 815, 0, 0, 0, 0, 0, 874, 24, 813, 321, 0, 0, 0, 831, 788, 0, 0, 121, 0, 106, 0, 423, 709, 0, 0, 885, 0, 0, 0, 0, 825, 137, 0, 9, 0, 805, 0, 0, 0, 0, 838, 745, 0, 0, 580, 462, 392, 0, 165, 760, 0, 0, 
739, 0, 0, -1, 40, 0, 670, 895, 758, 0, 0, 0, 178, 0, 955, 593, 482, 631, 283, 0, 0, 0, 0, 0, 0, 292, 373, 326, 404, 695, 0, 0, 544, 925, 0, 0, 328, 924, 0, 714, 0, 584, 258, 0, 70, 0, 0, 193, 443, 0, 71, 0, 82, 773, 891, 614, 654, 891, 0, 620, 913, 762, 845, 0, 952, 542, 152, 0, 171, 0, 971, 0, 
0, 0, 346, 333, -1, 600, 0, 669, 0, 76, 0, 0, 147, 357, 829, 0, 0, 710, 638, 471, 6, 0, 0, 464, 0, 0, 323, 0, 0, 0, 819, 378, 0, 0, 0, 0, 0, 0, 576, 0, 0, 604, 0, 0, 0, 846, 906, 0, 311, 0, 0, 0, 0, 433, 589, 702, 0, 311, 398, 0, 363, 511, 0, 0, 213, 0, 29, 0, 872, 129, 753, 0, 
0, 0, 953, 193, 0, -1, 0, 0, 0, 0, 762, 976, 209, 731, 349, 0, 0, 237, 0, 76, 0, 0, 0, 0, 660, 0, 980, 0, 0, 447, 395, 958, 630, 712, 173, 0, 660, 205, 877, 493, 0, 152, 0, 201, 27, 281, 305, 214, 684, 0, 0, 0, 0, 0, 0, 873, 538, 0, 693, 0, 736, 0, 0, 377, 702, 243, 0, 0, 0, 565, 900, 0, 
0, 984, 717, 855, 692, 0, -1, 398, 0, 696, 0, 745, 568, 301, 0, 0, 304, 279, 285, 486, 89, 0, 977, 0, 857, 0, 189, 963, 0, 349, 933, 944, 295, 0, 206, 432, 213, 896, 0, 571, 0, 0, 624, 0, 0, 729, 216, 616, 0, 0, 0, 755, 629, 0, 0, 635, 651, 807, 451, 534, 0, 591, 0, 0, 377, 0, 0, 0, 544, 0, 84, 92, 
0, 0, 33, 0, 400, 99, 0, -1, 0, 0, 0, 0, 0, 447, 540, 0, 0, 850, 0, 373, 918, 376, 797, 61, 0, 41, 568, 724, 0, 0, 0, 60, 0, 493, 0, 640, 372, 271, 258, 0, 0, 196, 836, 217, 0, 0, 0, 0, 360, 365, 468, 0, 0, 430, 0, 120, 453, 466, 529, 0, 45, 0, 0, 385, 331, 193, 0, 553, 0, 0, 891, 313, 
764, 0, 0, 699, 0, 712, 873, 910, -1, 497, 130, 195, 851, 973, 347, 448, 0, 585, 0, 464, 0, 404, 0, 0, 0, 960, 0, 325, 539, 815, 445, 546, 0, 522, 0, 537, 0, 885, 171, 0, 0, 0, 974, 0, 0, 451, 0, 0, 782, 180, 780, 0, 0, 565, 0, 0, 874, 862, 134, 0, 692, 482, 951, 800, 442, 372, 778, 0, 0, 0, 0, 0, 
394, 0, 598, 306, 0, 919, 0, 0, 0, -1, 0, 0, 112, 231, 0, 421, 0, 234, 332, 527, 60, 0, 0, 11, 0, 0, 615, 767, 96, 0, 332, 0, 608, 0, 0, 0, 785, 374, 0, 0, 0, 0, 219, 100, 218, 582, 0, 0, 174, 0, 0, 0, 408, 350, 81, 0, 0, 0, 0, 427, 0, 965, 0, 622, 726, 831, 0, 57, 0, 274, 0, 339, 
0, 823, 0, 0, 0, 951, 835, 726, 120, 0, -1, 13, 363, 583, 984, 951, 870, 70, 317, 0, 0, 420, 0, 0, 164, 0, 0, 0, 519, 0, 566, 0, 0, 0, 0, 949, 0, 803, 0, 0, 334, 343, 101, 0, 0, 73, 455, 365, 0, 0, 0, 0, 829, 137, 927, 508, 382, 0, 162, 751, 701, 601, 118, 79, 868, 756, 0, 0, 762, 613, 0, 0, 
0, 163, 897, 0, 0, 478, 351, 954, 323, 969, 0, -1, 88, 118, 0, 127, 0, 0, 347, 0, 629, 783, 0, 632, 483, 0, 0, 0, 245, 399, 0, 959, 25, 855, 604, 258, 580, 913, 869, 774, 0, 228, 0, 0, 788, 199, 126, 0, 597, 0, 0, 0, 790, 8, 218, 96, 537, 0, 0, 961, 170, 313, 0, 0, 0, 866, 66, 0, 262, 951, 49, 0, 
953, 0, 0, 0, 0, 0, 464, 0, 0, 0, 0, 862, -1, 0, 291, 424, 66, 0, 0, 0, 0, 83, 0, 522, 0, 0, 0, 0, 448, 0, 446, 838, 0, 654, 493, 0, 0, 0, 0, 0, 0, 289, 0, 464, 843, 0, 458, 50, 0, 909, 0, 933, 1000, 156, 663, 925, 0, 485, 949, 68, 987, 646, 0, 463, 497, 216, 0, 0, 0, 0, 836, 0, 
0, 0, 250, 412, 395, 0, 706, 0, 0, 59, 0, 30, 324, -1, 0, 910, 901, 0, 0, 0, 0, 0, 0, 0, 0, 951, 0, 16, 0, 0, 0, 859, 0, 271, 795, 332, 809, 275, 0, 0, 880, 462, 794, 292, 0, 466, 0, 0, 0, 0, 318, 0, 826, 0, 0, 0, 854, 507, 0, 303, 0, 614, 4, 487, 0, 484, 205, 48, 339, 0, 0, 0, 
659, 786, 467, 755, 0, 819, 210, 0, 664, 0, 488, 0, 293, 178, -1, 0, 0, 195, 28, 427, 205, 296, 477, 433, 0, 0, 283, 0, 0, 0, 559, 785, 815, 0, 0, 314, 0, 927, 498, 0, 0, 0, 0, 318, 0, 0, 979, 929, 0, 0, 0, 0, 0, 0, 714, 452, 560, 0, 607, 287, 296, 666, 0, 0, 365, 0, 0, 168, 0, 854, 691, 14, 
0, 0, 191, 0, 500, 0, 0, 0, 565, 414, 0, 324, 0, 0, 726, -1, 0, 73, 379, 473, 373, 0, 0, 866, 64, 0, 424, 382, 0, 0, 943, 0, 0, 0, 0, 145, 189, 0, 547, 208, 0, 0, 0, 215, 0, 591, 0, 0, 0, 709, 568, 0, 876, 0, 29, 0, 0, 711, 0, 102, 0, 769, 397, 0, 0, 765, 0, 846, 714, 0, 802, 706, 
0, 0, 0, 311, 818, 0, 0, 0, 0, 418, 337, 423, 252, 0, 210, 0, -1, 807, 0, 659, 841, 0, 0, 0, 0, 593, 0, 0, 0, 158, 480, 0, 261, 288, 281, 391, 0, 0, 0, 263, 21, 0, 521, 0, 650, 943, 745, 718, 231, 0, 931, 852, 0, 0, 557, 10, 0, 424, 0, 270, 0, 304, 562, 922, 0, 0, 0, 0, 301, 0, 0, 324, 
453, 0, 0, 708, 0, 504, 557, 280, 0, 152, 0, 642, 0, 800, 0, 190, 662, -1, 0, 0, 0, 534, 0, 980, 529, 477, 0, 0, 51, 684, 0, 927, 736, 688, 0, 0, 581, 0, 0, 481, 91, 660, 0, 196, 138, 0, 0, 0, 0, 134, 0, 517, 865, 499, 0, 594, 928, 0, 0, 0, 0, 0, 0, 607, 446, 0, 471, 716, 0, 752, 0, 985, 
801, 502, 463, 0, 313, 82, 316, 341, 0, 75, 992, 970, 194, 926, 603, 694, 0, 0, -1, 163, 638, 0, 1, 0, 0, 0, 0, 0, 0, 585, 0, 0, 0, 0, 0, 0, 460, 852, 0, 0, 438, 0, 0, 0, 43, 0, 0, 651, 881, 0, 555, 342, 0, 0, 798, 0, 197, 560, 296, 0, 513, 0, 0, 0, 519, 483, 0, 0, 108, 0, 0, 147, 
569, 0, 874, 0, 141, 677, 864, 0, 0, 775, 0, 0, 71, 0, 0, 0, 105, 0, 0, -1, 0, 323, 519, 135, 0, 0, 0, 774, 0, 0, 211, 0, 0, 797, 538, 317, 0, 2, 639, 516, 754, 0, 425, 0, 707, 149, 0, 808, 339, 336, 451, 186, 611, 0, 0, 485, 0, 0, 0, 825, 997, 0, 0, 0, 0, 569, 515, 147, 0, 0, 0, 0, 
0, 141, 105, 0, 59, 0, 0, 445, 266, 0, 739, 0, 0, 0, 0, 277, 0, 0, 772, 874, -1, 704, 0, 444, 0, 0, 169, 0, 218, 19, 290, 0, 0, 0, 758, 0, 462, 0, 0, 0, 542, 621, 0, 173, 0, 831, 0, 0, 568, 0, 910, 0, 905, 800, 505, 0, 0, 0, 1000, 112, 0, 0, 0, 370, 0, 430, 0, 0, 0, 188, 855, 0, 
0, 124, 501, 818, 931, 0, 442, 195, 889, 0, 0, 958, 246, 0, 0, 0, 0, 166, 866, 641, 407, -1, 0, 205, 520, 704, 597, 292, 664, 0, 722, 558, 79, 192, 0, 0, 964, 0, 0, 558, 0, 0, 0, 850, 0, 0, 176, 95, 536, 394, 0, 0, 767, 0, 349, 0, 418, 0, 0, 853, 0, 64, 0, 874, 224, 806, 884, 0, 0, 0, 246, 0, 
227, 0, 0, 0, 0, 870, 786, 300, 0, 419, 275, 0, 8, 0, 0, 0, 0, 379, 526, 0, 0, 864, -1, 225, 605, 142, 0, 166, 493, 0, 622, 0, 0, 0, 0, 0, 797, 163, 445, 988, 0, 0, 372, 0, 629, 0, 0, 266, 0, 954, 728, 532, 0, 402, 0, 140, 0, 0, 0, 290, 0, 462, 0, 810, 0, 194, 0, 0, 0, 556, 453, 0, 
594, 0, 0, 155, 286, 168, 0, 897, 450, 0, 0, 0, 330, 0, 898, 0, 0, 0, 0, 0, 0, 0, 674, -1, 148, 0, 0, 0, 817, 64, 0, 248, 610, 0, 339, 370, 0, 406, 0, 0, 0, 582, 968, 424, 697, 307, 0, 425, 0, 0, 623, 758, 0, 549, 558, 304, 315, 865, 0, 0, 229, 565, 927, 0, 0, 311, 0, 0, 438, 810, 0, 0, 
0, 117, 0, 0, 653, 0, 744, 184, 0, 0, 0, 0, 880, 536, 727, 663, 177, 0, 0, 0, 477, 818, 663, 0, -1, 0, 0, 751, 225, 414, 0, 0, 0, 857, 0, 575, 0, 998, 0, 450, 789, 897, 180, 490, 0, 0, 0, 353, 0, 0, 467, 0, 684, 0, 321, 0, 0, 815, 702, 268, 0, 285, 428, 536, 0, 648, 324, 536, 429, 532, 0, 0, 
0, 875, 189, 851, 0, 0, 0, 110, 864, 0, 0, 0, 0, 744, 364, 578, 0, 191, 730, 0, 529, 945, 0, 0, 674, -1, 626, 29, 908, 198, 0, 473, 0, 241, 0, 297, 0, 844, 617, 0, 0, 0, 0, 937, 688, 874, 680, 0, 514, 382, 385, 357, 0, 0, 0, 960, 0, 98, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 997, 841, 0, 0, 
