[-1, 875, 0, 515, 720, 0, 0, 339, 404, 0, 0, 0, 533, 0, 49, 802, 0, 0, 227, 779, 271, 0, 335, 0, 408, 0, 329, 0, 360, 273, 0, 741, 0, 483, 480, 0, 0, 421, 0, 297, 0, 0, 0, 743, 0, 0, 0, 0, 615, 0, 0, 0, 731, 0, 37, 0, 0, 111, 49, 582, 0, 788, 0, 323, 0, 140, 357, 683, 0, 0, 0, 622, 0, 0, 415, 579, 0, 875, 485, 0, 0, 207, 727, 0, 0, 0, 191, 830, 0, 0, 0, 0, 156, 0, 576, 937, 
0, -1, 0, 432, 0, 219, 189, 965, 0, 220, 0, 0, 460, 936, 0, 316, 627, 0, 0, 938, 936, 0, 485, 109, 0, 216, 900, 448, 202, 0, 0, 171, 0, 245, 494, 0, 0, 881, 0, 44, 369, 0, 954, 495, 0, 9, 0, 633, 0, 0, 311, 513, 79, 0, 437, 0, 119, 43, 0, 0, 0, 0, 0, 0, 0, 0, 789, 246, 799, 0, 0, 397, 794, 771, 0, 369, 0, 0, 441, 0, 0, 0, 384, 132, 0, 0, 0, 0, 323, 0, 0, 0, 0, 129, 591, 0, 
0, 409, -1, 0, 363, 0, 0, 0, 424, 0, 0, 664, 0, 598, 150, 989, 0, 0, 0, 0, 0, 503, 0, 454, 772, 370, 142, 596, 536, 0, 554, 280, 0, 688, 201, 661, 893, 941, 447, 0, 0, 0, 275, 622, 810, 856, 646, 0, 0, 0, 0, 0, 86, 0, 0, 525, 0, 0, 828, 869, 623, 471, 413, 644, 565, 453, 0, 0, 999, 374, 602, 896, 0, 0, 803, 229, 0, 0, 708, 455, 0, 0, 0, 659, 232, 777, 58, 532, 49, 0, 0, 368, 596, 0, 809, 0, 
188, 0, 357, -1, 834, 0, 0, 0, 0, 201, 627, 0, 522, 1000, 82, 183, 796, 440, 255, 598, 0, 380, 0, 429, 23, 260, 0, 0, 0, 812, 0, 63, 17, 778, 0, 819, 0, 424, 0, 679, 431, 792, 0, 965, 790, 873, 529, 602, 302, 680, 284, 0, 248, 0, 742, 0, 975, 958, 20, 0, 0, 0, 110, 0, 684, 0, 0, 839, 0, 0, 0, 0, 986, 0, 938, 0, 730, 43, 235, 0, 318, 994, 573, 0, 0, 201, 0, 0, 0, 0, 649, 213, 0, 0, 0, 0, 
0, 23, 228, 0, -1, 0, 0, 207, 0, 819, 0, 0, 870, 0, 0, 260, 0, 0, 598, 689, 989, 0, 0, 170, 0, 12, 197, 0, 83, 786, 471, 0, 27, 0, 680, 242, 861, 304, 770, 925, 394, 505, 307, 0, 687, 0, 0, 226, 0, 746, 869, 682, 0, 0, 0, 0, 0, 364, 0, 903, 781, 455, 987, 515, 0, 0, 0, 0, 470, 100, 526, 776, 0, 230, 310, 0, 0, 377, 0, 0, 39, 0, 159, 890, 0, 0, 718, 698, 110, 492, 11, 490, 872, 935, 0, 0, 
592, 0, 346, 764, 804, -1, 286, 565, 571, 583, 814, 0, 254, 0, 752, 152, 0, 0, 713, 107, 376, 0, 0, 0, 0, 86, 195, 0, 654, 268, 777, 0, 629, 0, 937, 0, 0, 0, 0, 0, 568, 460, 290, 796, 861, 163, 905, 0, 0, 381, 0, 222, 0, 348, 0, 405, 456, 302, 64, 868, 0, 0, 465, 0, 25, 646, 579, 193, 460, 744, 939, 0, 568, 0, 921, 0, 0, 898, 389, 0, 695, 0, 153, 286, 0, 0, 879, 0, 115, 307, 0, 683, 769, 387, 324, 0, 
0, 668, 0, 0, 40, 894, -1, 994, 452, 649, 0, 0, 0, 0, 271, 0, 948, 993, 0, 0, 795, 496, 0, 0, 152, 0, 736, 78, 222, 0, 0, 0, 0, 634, 760, 0, 833, 603, 151, 0, 699, 0, 539, 0, 113, 0, 0, 237, 300, 0, 2, 0, 20, 653, 144, 524, 0, 921, 356, 493, 514, 0, 389, 0, 975, 0, 951, 0, 0, 382, 0, 420, 0, 514, 0, 0, 0, 0, 659, 0, 461, 325, 828, 0, 650, 0, 3, 0, 0, 729, 798, 119, 0, 0, 288, 0, 
469, 127, 0, 0, 872, 0, 0, -1, 0, 701, 0, 0, 0, 742, 0, 0, 0, 796, 0, 0, 277, 3, 0, 333, 0, 737, 726, 0, 0, 292, 0, 0, 319, 0, 23, 649, 0, 50, 0, 74, 0, 0, 837, 0, 0, 498, 0, 600, 247, 0, 0, 0, 0, 796, 328, 276, 0, 226, 939, 452, 795, 0, 0, 115, 0, 405, 138, 0, 0, 0, 350, 0, 521, 0, 894, 917, 153, 435, 0, 999, 58, 427, 610, 334, 290, 0, 816, 0, 656, 840, 637, 0, 0, 815, 0, 577, 
0, 102, 0, 0, 0, 0, 204, 443, -1, 0, 0, 709, 535, 0, 298, 0, 261, 0, 0, 501, 913, 0, 724, 0, 0, 725, 914, 183, 229, 0, 394, 0, 783, 403, 861, 694, 0, 0, 123, 963, 960, 255, 123, 0, 642, 29, 846, 0, 842, 102, 0, 0, 0, 0, 740, 0, 333, 0, 0, 378, 0, 0, 471, 524, 681, 679, 0, 0, 980, 0, 0, 679, 0, 0, 286, 0, 216, 783, 385, 0, 804, 566, 0, 0, 65, 152, 0, 513, 0, 0, 972, 401, 0, 0, 0, 0, 
927, 0, 725, 0, 0, 493, 0, 331, 349, -1, 0, 0, 0, 0, 77, 0, 0, 0, 0, 357, 389, 178, 0, 243, 0, 0, 0, 199, 0, 445, 0, 0, 0, 0, 0, 0, 0, 673, 0, 681, 453, 784, 384, 0, 308, 869, 0, 0, 0, 580, 0, 168, 0, 0, 0, 147, 114, 0, 238, 399, 955, 129, 0, 0, 0, 700, 0, 0, 939, 40, 186, 907, 79, 473, 0, 0, 173, 0, 0, 781, 501, 638, 251, 0, 601, 0, 0, 84, 0, 47, 107, 767, 0, 0, 471, 417, 
339, 0, 0, 306, 56, 582, 0, 0, 137, 0, -1, 406, 362, 506, 515, 0, 0, 943, 64, 0, 783, 798, 0, 152, 0, 0, 413, 24, 704, 0, 670, 893, 0, 0, 247, 902, 521, 595, 320, 811, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599, 0, 840, 0, 783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 332, 0, 233, 0, 598, 742, 0, 526, 0, 197, 724, 0, 0, 498, 0, 0, 0, 845, 362, 0, 551, 0, 434, 0, 775, 142, 0, 620, 342, 268, 
0, 105, 666, 0, 682, 0, 463, 0, 447, 946, 908, -1, 166, 0, 0, 0, 694, 973, 0, 0, 0, 246, 0, 0, 0, 696, 89, 0, 737, 952, 0, 679, 74, 0, 0, 884, 325, 419, 610, 896, 112, 358, 0, 701, 0, 0, 179, 871, 0, 738, 0, 0, 0, 879, 208, 133, 355, 0, 185, 587, 301, 360, 410, 0, 548, 0, 0, 0, 244, 0, 0, 357, 730, 0, 26, 0, 0, 659, 268, 0, 0, 0, 261, 333, 468, 0, 0, 644, 0, 0, 466, 616, 0, 768, 0, 617, 
0, 968, 889, 0, 262, 872, 120, 0, 0, 0, 0, 664, -1, 47, 415, 453, 947, 646, 862, 561, 831, 722, 413, 395, 643, 0, 627, 126, 891, 273, 93, 678, 0, 0, 492, 220, 0, 23, 0, 361, 0, 334, 0, 211, 0, 0, 0, 0, 993, 0, 0, 262, 316, 437, 0, 0, 871, 0, 183, 72, 650, 473, 0, 0, 791, 298, 620, 175, 670, 0, 0, 152, 0, 421, 0, 719, 602, 0, 369, 529, 383, 815, 0, 0, 955, 0, 863, 0, 0, 0, 0, 65, 831, 786, 0, 0, 
459, 825, 554, 0, 554, 0, 386, 357, 0, 0, 135, 283, 0, -1, 0, 343, 317, 0, 0, 492, 0, 821, 0, 0, 783, 425, 0, 0, 7, 0, 167, 703, 0, 0, 0, 353, 262, 0, 0, 284, 931, 0, 307, 856, 613, 929, 964, 477, 447, 0, 0, 450, 746, 0, 0, 773, 0, 0, 0, 519, 0, 131, 0, 0, 0, 0, 0, 449, 849, 220, 559, 793, 275, 495, 632, 339, 796, 167, 469, 357, 725, 0, 410, 82, 0, 0, 0, 682, 0, 956, 261, 186, 437, 0, 0, 151, 
0, 0, 0, 0, 822, 592, 392, 0, 0, 750, 530, 509, 17, 31, -1, 0, 0, 465, 0, 380, 897, 0, 82, 0, 0, 675, 0, 974, 0, 159, 0, 527, 0, 0, 336, 0, 279, 414, 894, 0, 179, 0, 0, 0, 0, 0, 282, 0, 545, 754, 0, 220, 416, 695, 515, 0, 0, 76, 0, 0, 0, 97, 0, 409, 576, 0, 50, 0, 0, 798, 0, 365, 456, 0, 752, 463, 0, 382, 506, 898, 442, 588, 0, 141, 0, 1, 0, 0, 0, 0, 0, 0, 344, 134, 462, 160, 
702, 42, 0, 0, 0, 0, 725, 0, 665, 179, 606, 947, 742, 0, 0, -1, 0, 0, 921, 0, 981, 767, 573, 648, 0, 0, 0, 0, 965, 0, 228, 0, 0, 0, 0, 448, 276, 0, 0, 432, 0, 365, 547, 0, 0, 703, 0, 365, 0, 0, 539, 747, 0, 0, 0, 998, 0, 0, 349, 0, 0, 0, 0, 0, 0, 607, 0, 0, 8, 0, 0, 231, 566, 753, 512, 256, 263, 0, 0, 0, 973, 992, 824, 492, 402, 0, 861, 435, 442, 0, 0, 337, 143, 0, 0, 331, 
601, 0, 0, 0, 0, 0, 0, 50, 0, 0, 303, 141, 363, 888, 0, 0, -1, 0, 0, 88, 0, 0, 0, 708, 18, 17, 0, 4, 935, 941, 400, 0, 0, 928, 0, 538, 648, 429, 348, 0, 673, 0, 198, 133, 947, 917, 0, 256, 125, 0, 0, 570, 0, 738, 134, 851, 298, 389, 0, 309, 0, 0, 523, 0, 0, 0, 0, 0, 0, 643, 11, 0, 293, 0, 390, 518, 0, 0, 220, 343, 0, 0, 223, 0, 0, 0, 0, 903, 0, 0, 247, 717, 788, 415, 0, 0, 
0, 0, 935, 652, 728, 948, 0, 0, 0, 20, 0, 491, 933, 492, 0, 0, 795, -1, 303, 524, 51, 747, 0, 360, 688, 0, 0, 0, 0, 709, 547, 0, 604, 556, 771, 768, 115, 831, 568, 0, 0, 829, 0, 0, 0, 738, 207, 0, 0, 41, 0, 0, 0, 475, 0, 933, 0, 919, 0, 0, 0, 0, 0, 148, 668, 0, 191, 0, 0, 112, 0, 0, 225, 0, 659, 0, 932, 0, 82, 293, 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 174, 0, 407, 763, 
0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 922, 664, 0, 0, 260, 82, 0, 0, -1, 0, 0, 435, 735, 0, 0, 264, 0, 171, 0, 0, 375, 80, 415, 467, 0, 0, 243, 0, 0, 0, 0, 420, 920, 0, 0, 289, 0, 0, 0, 0, 0, 0, 689, 0, 373, 0, 0, 0, 203, 0, 144, 704, 0, 548, 0, 0, 0, 91, 0, 0, 0, 196, 0, 475, 930, 5, 722, 0, 0, 0, 0, 803, 909, 612, 0, 433, 0, 0, 0, 772, 0, 238, 0, 0, 0, 46, 
0, 9, 0, 0, 766, 761, 128, 0, 0, 493, 0, 849, 0, 0, 977, 0, 981, 814, 0, -1, 0, 992, 0, 0, 0, 840, 0, 0, 0, 0, 208, 486, 0, 588, 0, 0, 0, 0, 0, 543, 0, 0, 768, 0, 0, 0, 976, 850, 0, 493, 757, 462, 562, 0, 0, 0, 887, 933, 0, 0, 629, 0, 285, 242, 0, 461, 495, 65, 129, 20, 0, 726, 535, 0, 0, 759, 223, 870, 0, 0, 0, 325, 133, 598, 724, 990, 0, 0, 0, 0, 989, 0, 0, 376, 0, 0, 
