[-1, 991, 490, 0, 908, 0, 0, 138, 352, 255, 190, 0, 24, 0, 2, 0, 0, 721, 0, 970, 0, 0, 0, 0, 287, 0, 118, 0, 0, 972, 0, 0, 0, 0, 0, 673, 99, 0, 182, 307, 0, 447, 0, 0, 0, 0, 0, 687, 0, 989, 958, 
573, -1, 0, 0, 0, 0, 914, 754, 0, 764, 0, 381, 0, 0, 0, 742, 462, 285, 246, 284, 453, 830, 208, 640, 342, 764, 687, 0, 796, 95, 28, 0, 0, 0, 798, 0, 0, 0, 0, 0, 519, 289, 35, 255, 0, 0, 0, 203, 327, 592, 0, 
0, 244, -1, 0, 252, 9, 928, 0, 273, 0, 223, 0, 753, 0, 748, 583, 0, 0, 770, 75, 931, 588, 0, 886, 783, 0, 0, 592, 344, 0, 29, 536, 0, 836, 969, 0, 0, 0, 0, 0, 0, 542, 415, 0, 823, 667, 0, 0, 474, 540, 379, 
386, 427, 845, -1, 0, 0, 28, 0, 0, 0, 0, 174, 0, 0, 0, 0, 875, 0, 0, 133, 0, 684, 0, 862, 0, 98, 544, 0, 32, 597, 829, 159, 0, 416, 0, 359, 788, 0, 443, 0, 0, 0, 0, 62, 0, 0, 0, 690, 0, 190, 788, 
0, 377, 0, 212, -1, 834, 0, 760, 408, 281, 572, 997, 0, 0, 0, 726, 79, 985, 811, 0, 46, 0, 700, 940, 903, 0, 0, 0, 0, 0, 0, 619, 751, 623, 0, 134, 0, 0, 0, 829, 0, 392, 0, 0, 843, 0, 0, 270, 195, 497, 510, 
502, 0, 0, 221, 469, -1, 0, 967, 9, 758, 0, 989, 0, 539, 828, 214, 902, 203, 526, 0, 90, 154, 0, 957, 163, 0, 0, 153, 770, 0, 0, 442, 0, 0, 388, 929, 711, 0, 331, 783, 0, 0, 0, 536, 906, 0, 825, 0, 157, 0, 502, 
0, 0, 0, 0, 0, 0, -1, 861, 252, 0, 0, 0, 805, 708, 0, 254, 281, 0, 831, 751, 0, 414, 0, 0, 67, 0, 414, 185, 552, 0, 898, 611, 916, 0, 341, 0, 230, 269, 442, 0, 0, 290, 0, 899, 0, 0, 0, 967, 569, 108, 0, 
191, 429, 639, 0, 0, 680, 768, -1, 0, 0, 288, 14, 0, 846, 0, 371, 804, 898, 883, 364, 0, 296, 402, 0, 0, 0, 0, 51, 0, 845, 287, 347, 0, 0, 0, 0, 813, 550, 0, 647, 499, 0, 539, 0, 0, 791, 35, 754, 668, 95, 0, 
0, 0, 807, 404, 0, 0, 0, 0, -1, 0, 0, 156, 890, 328, 0, 0, 0, 0, 0, 706, 0, 0, 0, 403, 0, 0, 0, 989, 0, 0, 324, 0, 0, 545, 100, 0, 281, 631, 0, 0, 0, 378, 856, 87, 0, 0, 0, 0, 734, 191, 380, 
668, 309, 242, 0, 0, 0, 0, 0, 0, -1, 289, 0, 0, 0, 715, 0, 0, 0, 0, 0, 667, 649, 306, 0, 667, 591, 73, 0, 814, 0, 448, 904, 871, 0, 295, 118, 465, 0, 381, 780, 0, 0, 0, 774, 310, 185, 746, 0, 243, 569, 0, 
436, 0, 0, 0, 0, 300, 0, 0, 0, 798, -1, 203, 258, 0, 0, 0, 0, 0, 726, 0, 0, 0, 759, 467, 867, 0, 0, 768, 0, 457, 0, 0, 712, 612, 0, 0, 0, 0, 0, 0, 0, 724, 378, 0, 717, 0, 0, 548, 320, 0, 0, 
