[-1, 0, 654, 921, 541, 0, 708, 680, 0, 583, 346, 734, 717, 563, 0, 469, 678, 337, 463, 771, 604, 122, 267, 0, 810, 0, 0, 299, 889, 534, 0, 0, 0, 0, 0, 266, 106, 0, 0, 227, 0, 677, 43, 558, 0, 139, 0, 304, 0, 111, 0, 387, 111, 719, 0, 648, 0, 0, 0, 264, 259, 436, 654, 462, 0, 0, 
0, -1, 0, 384, 0, 0, 0, 0, 986, 736, 52, 0, 0, 0, 0, 0, 0, 829, 0, 829, 0, 818, 887, 0, 0, 219, 496, 208, 147, 116, 904, 0, 32, 0, 82, 773, 0, 0, 126, 321, 0, 0, 0, 0, 35, 0, 0, 0, 0, 42, 0, 0, 268, 0, 0, 0, 580, 12, 0, 0, 513, 127, 0, 0, 0, 937, 
984, 0, -1, 0, 812, 0, 0, 829, 0, 0, 0, 158, 995, 431, 766, 982, 819, 0, 0, 0, 0, 0, 446, 0, 0, 230, 0, 776, 359, 175, 887, 447, 3, 519, 227, 842, 746, 0, 927, 0, 945, 0, 871, 0, 265, 300, 215, 0, 0, 155, 0, 0, 0, 449, 0, 856, 0, 89, 0, 644, 0, 0, 382, 495, 878, 0, 
0, 0, 0, -1, 299, 767, 28, 272, 470, 304, 483, 620, 0, 849, 0, 737, 0, 0, 463, 0, 0, 0, 0, 0, 0, 537, 411, 0, 0, 0, 0, 414, 708, 0, 0, 0, 951, 610, 0, 207, 897, 563, 0, 659, 314, 0, 0, 956, 0, 0, 970, 524, 0, 0, 0, 0, 235, 516, 0, 903, 928, 0, 450, 0, 662, 0, 
0, 602, 0, 0, -1, 892, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 557, 0, 0, 0, 0, 0, 378, 0, 185, 166, 931, 542, 891, 0, 0, 0, 0, 0, 0, 862, 195, 0, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 745, 168, 417, 628, 0, 946, 34, 547, 0, 0, 0, 0, 515, 546, 557, 831, 
724, 757, 845, 0, 861, -1, 24, 0, 332, 0, 967, 0, 142, 0, 0, 604, 0, 0, 466, 258, 895, 0, 702, 914, 0, 0, 0, 401, 0, 421, 0, 4, 953, 302, 681, 795, 479, 185, 461, 273, 0, 0, 0, 0, 98, 780, 565, 0, 289, 527, 0, 0, 60, 76, 370, 606, 0, 607, 0, 0, 468, 0, 521, 390, 0, 0, 
68, 34, 0, 0, 0, 101, -1, 175, 497, 0, 269, 58, 0, 970, 951, 390, 0, 0, 633, 0, 0, 0, 395, 0, 97, 454, 993, 1, 0, 554, 0, 115, 0, 93, 577, 0, 0, 363, 0, 218, 840, 979, 0, 0, 0, 0, 251, 21, 644, 0, 0, 0, 486, 922, 0, 127, 0, 482, 0, 115, 830, 0, 725, 193, 0, 716, 
375, 186, 0, 0, 165, 0, 697, -1, 0, 527, 287, 0, 824, 909, 0, 0, 752, 0, 640, 0, 0, 508, 0, 598, 0, 214, 0, 0, 530, 0, 0, 820, 0, 681, 0, 0, 0, 0, 20, 607, 0, 0, 0, 0, 215, 370, 0, 411, 468, 0, 484, 829, 0, 143, 0, 0, 0, 0, 124, 0, 0, 255, 189, 618, 362, 0, 
0, 266, 0, 0, 73, 0, 0, 0, -1, 812, 0, 378, 0, 0, 360, 502, 673, 0, 107, 0, 4, 0, 0, 468, 699, 380, 0, 422, 0, 810, 0, 0, 253, 0, 0, 551, 0, 0, 0, 820, 0, 637, 608, 331, 0, 0, 782, 0, 0, 983, 0, 0, 790, 0, 0, 811, 808, 0, 618, 755, 861, 0, 0, 0, 492, 663, 
0, 904, 530, 0, 0, 380, 675, 0, 266, -1, 133, 0, 115, 0, 692, 992, 196, 0, 0, 0, 582, 135, 0, 188, 946, 208, 0, 79, 98, 0, 331, 0, 727, 105, 0, 0, 141, 967, 0, 0, 0, 0, 487, 0, 798, 0, 696, 0, 0, 0, 139, 0, 0, 0, 0, 176, 196, 861, 0, 0, 744, 0, 0, 0, 0, 0, 
332, 0, 307, 663, 920, 0, 0, 552, 478, 134, -1, 272, 0, 0, 0, 0, 47, 544, 687, 561, 949, 314, 0, 0, 0, 0, 685, 358, 0, 483, 566, 0, 0, 735, 798, 0, 25, 0, 844, 0, 633, 821, 790, 731, 0, 221, 453, 85, 0, 833, 0, 0, 572, 0, 0, 0, 0, 971, 0, 0, 351, 0, 122, 0, 0, 530, 
0, 918, 526, 0, 743, 0, 418, 0, 0, 0, 0, -1, 198, 0, 610, 695, 582, 179, 0, 0, 604, 0, 573, 0, 0, 0, 0, 0, 601, 580, 494, 0, 0, 770, 0, 239, 0, 379, 0, 0, 142, 761, 0, 0, 0, 549, 332, 0, 918, 837, 0, 0, 983, 0, 0, 0, 0, 302, 0, 740, 0, 244, 0, 359, 332, 0, 
40, 739, 199, 41, 301, 202, 494, 0, 0, 0, 0, 664, -1, 8, 0, 319, 0, 180, 963, 73, 352, 819, 991, 0, 0, 0, 397, 152, 318, 0, 0, 140, 0, 739, 861, 0, 38, 665, 93, 0, 342, 311, 440, 0, 423, 0, 0, 943, 0, 0, 810, 997, 48, 0, 0, 0, 287, 0, 0, 0, 0, 0, 787, 0, 0, 0, 
163, 581, 286, 96, 144, 0, 0, 205, 330, 144, 409, 307, 0, -1, 0, 482, 995, 172, 0, 0, 918, 368, 0, 597, 0, 831, 427, 0, 833, 772, 34, 562, 241, 608, 0, 872, 627, 0, 572, 0, 0, 358, 0, 0, 0, 0, 0, 858, 767, 995, 648, 0, 0, 0, 198, 0, 448, 0, 131, 440, 929, 814, 668, 999, 0, 0, 
0, 652, 540, 0, 83, 457, 498, 226, 15, 0, 891, 482, 724, 0, -1, 0, 739, 793, 624, 0, 323, 640, 0, 0, 213, 609, 0, 228, 932, 0, 0, 0, 956, 222, 757, 0, 573, 471, 0, 0, 0, 964, 926, 0, 0, 0, 0, 596, 0, 387, 0, 213, 725, 0, 536, 0, 281, 365, 936, 318, 346, 263, 0, 228, 675, 0, 
0, 0, 221, 0, 470, 200, 0, 0, 0, 0, 669, 0, 0, 0, 0, -1, 0, 811, 884, 990, 0, 0, 0, 594, 542, 0, 0, 0, 0, 664, 601, 0, 0, 805, 442, 0, 0, 988, 89, 105, 992, 441, 0, 0, 173, 0, 944, 572, 77, 0, 0, 455, 0, 868, 909, 221, 157, 624, 0, 0, 0, 523, 0, 489, 157, 0, 
21, 0, 28, 0, 863, 774, 0, 977, 0, 0, 61, 0, 223, 0, 0, 0, -1, 868, 482, 255, 512, 506, 314, 535, 0, 0, 73, 512, 0, 0, 335, 146, 0, 0, 732, 0, 0, 220, 29, 0, 256, 0, 780, 860, 58, 920, 220, 617, 0, 661, 402, 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 
0, 733, 944, 0, 25, 0, 135, 655, 0, 333, 246, 0, 147, 611, 366, 0, 585, -1, 421, 968, 1, 468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 920, 0, 121, 0, 801, 0, 350, 0, 0, 0, 0, 292, 282, 0, 0, 273, 0, 667, 0, 819, 176, 891, 0, 0, 0, 630, 354, 412, 0, 0, 391, 143, 997, 0, 
0, 0, 264, 0, 923, 0, 0, 669, 0, 0, 672, 0, 547, 0, 788, 979, 758, 395, -1, 139, 226, 738, 236, 974, 0, 896, 37, 898, 125, 0, 0, 863, 4, 389, 0, 0, 126, 473, 0, 0, 894, 679, 0, 0, 376, 947, 0, 282, 786, 789, 872, 839, 0, 651, 394, 828, 806, 0, 404, 0, 0, 982, 0, 0, 0, 134, 
0, 0, 312, 775, 0, 309, 153, 704, 0, 926, 0, 0, 0, 0, 807, 0, 906, 0, 427, -1, 0, 0, 0, 59, 64, 0, 268, 177, 0, 0, 0, 0, 0, 143, 664, 298, 0, 0, 0, 388, 433, 0, 0, 742, 354, 100, 842, 0, 118, 692, 0, 623, 0, 0, 70, 0, 0, 0, 0, 788, 0, 0, 0, 0, 887, 0, 
835, 0, 0, 113, 0, 0, 857, 0, 64, 682, 662, 724, 97, 0, 953, 0, 950, 0, 0, 29, -1, 468, 292, 0, 925, 0, 0, 809, 0, 70, 938, 0, 447, 0, 373, 0, 121, 0, 333, 768, 0, 638, 678, 646, 0, 0, 65, 303, 0, 687, 0, 279, 825, 0, 0, 0, 0, 0, 0, 0, 779, 0, 0, 672, 821, 0, 
0, 0, 11, 0, 0, 220, 0, 0, 0, 0, 268, 0, 0, 0, 332, 867, 0, 219, 101, 631, 0, -1, 781, 0, 863, 172, 963, 0, 749, 0, 0, 0, 553, 0, 0, 0, 0, 105, 0, 0, 0, 947, 593, 0, 947, 0, 214, 0, 0, 0, 0, 0, 0, 0, 974, 0, 0, 320, 0, 212, 0, 0, 0, 997, 802, 646, 
875, 0, 0, 6, 767, 24, 0, 611, 0, 597, 422, 33, 0, 186, 820, 0, 0, 0, 0, 35, 0, 0, -1, 196, 185, 248, 334, 492, 255, 390, 48, 0, 797, 0, 0, 146, 0, 0, 191, 169, 0, 0, 503, 634, 773, 0, 0, 0, 182, 698, 0, 0, 0, 382, 0, 0, 303, 0, 96, 0, 0, 369, 0, 535, 453, 751, 
0, 0, 0, 472, 790, 467, 305, 824, 690, 0, 0, 0, 81, 41, 99, 0, 994, 933, 587, 0, 162, 633, 0, -1, 973, 0, 0, 464, 497, 0, 0, 878, 843, 0, 0, 576, 967, 226, 0, 0, 0, 0, 0, 437, 87, 316, 0, 144, 0, 0, 982, 944, 15, 0, 0, 972, 701, 674, 213, 795, 0, 484, 0, 398, 903, 0, 
0, 300, 114, 0, 122, 0, 0, 0, 572, 474, 0, 0, 0, 439, 0, 876, 0, 631, 961, 0, 0, 266, 0, 584, -1, 90, 0, 530, 0, 0, 612, 0, 0, 0, 0, 343, 0, 138, 0, 341, 879, 360, 814, 708, 0, 189, 0, 977, 734, 963, 996, 316, 0, 0, 0, 0, 618, 302, 0, 734, 0, 0, 178, 534, 0, 0, 
0, 0, 0, 0, 572, 128, 790, 0, 521, 577, 934, 774, 611, 246, 0, 540, 129, 467, 418, 0, 70, 524, 648, 0, 0, -1, 0, 660, 607, 0, 0, 837, 0, 470, 0, 0, 607, 102, 714, 940, 918, 0, 0, 0, 0, 523, 0, 13, 134, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 715, 0, 291, 774, 0, 820, 
53, 259, 744, 153, 0, 218, 0, 325, 0, 0, 175, 183, 872, 0, 0, 591, 0, 443, 179, 0, 0, 267, 682, 903, 0, 342, -1, 6, 49, 260, 255, 361, 594, 172, 71, 0, 0, 0, 444, 259, 0, 0, 375, 0, 0, 47, 71, 469, 0, 0, 0, 0, 138, 558, 975, 241, 827, 398, 217, 207, 333, 290, 73, 691, 0, 886, 
507, 0, 616, 0, 0, 21, 0, 439, 0, 0, 0, 0, 0, 416, 492, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 664, -1, 0, 680, 486, 0, 30, 956, 329, 149, 160, 0, 0, 0, 0, 189, 726, 421, 940, 0, 0, 631, 28, 0, 633, 0, 0, 406, 240, 74, 0, 308, 393, 914, 0, 0, 0, 0, 802, 0, 
160, 0, 475, 914, 278, 250, 673, 808, 0, 716, 511, 0, 472, 477, 0, 544, 0, 0, 0, 0, 0, 0, 911, 553, 617, 0, 982, 0, -1, 0, 0, 962, 36, 468, 416, 629, 390, 731, 0, 123, 887, 0, 0, 0, 354, 0, 0, 485, 0, 0, 0, 0, 0, 502, 286, 545, 407, 0, 302, 0, 40, 967, 0, 0, 373, 0, 
0, 279, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 476, 822, 879, 966, 0, 0, 0, 0, 0, 861, 0, 0, 0, 0, 0, 0, 0, -1, 340, 0, 877, 722, 104, 528, 956, 0, 538, 40, 0, 315, 0, 388, 163, 234, 0, 487, 482, 352, 136, 463, 690, 0, 0, 226, 0, 0, 983, 41, 493, 269, 0, 0, 39, 0, 
