43
[-1, 544, 589, 0, 0, 385055, 0, 0, 0, 454, 576, 625, 0, 473, 0, 0, 0, 440, 0, 553, 263, 262, 303, 0, 0, 415, 486, 436, 311, 0, 519, 522, 0, 0, 0, 158, 0, 0, 0, 275, 698, 476, 0, 
544, -1, 0, 0, 753, 385796, 0, 0, 382, 0, 2092, 0, 0, 0, 517, 512, 0, 1010, 0, 2011, 0, 1167, 0, 640, 764, 0, 1035, 0, 0, 504, 0, 0, 396, 483, 0, 0, 0, 0, 0, 0, 1752, 0, 944, 
589, 0, -1, 0, 776, 383549, 0, 0, 497, 0, 0, 0, 915, 0, 523, 0, 602, 0, 991, 0, 0, 0, 0, 716, 851, 0, 1057, 1579, 1102, 0, 1964, 0, 0, 0, 0, 0, 745, 509, 677, 1646, 1233, 1356, 0, 
0, 0, 0, -1, 627, 0, 0, 0, 978, 1623, 0, 0, 0, 581, 0, 767, 668, 233, 238, 0, 611, 903, 935, 479, 372, 1050, 177, 520, 708, 804, 1042, 0, 0, 1022, 0, 596, 0, 0, 783, 373, 0, 0, 179, 
0, 753, 776, 627, -1, 384887, 650, 208, 0, 363, 0, 0, 1837, 665, 1866, 1481, 1485, 488, 0, 786, 0, 362, 485, 0, 2245, 577, 449, 613, 544, 0, 0, 716, 0, 0, 401, 374, 2521, 0, 2011, 0, 0, 0, 2053, 
385055, 385796, 383549, 0, 384887, -1, 0, 0, 0, 0, 0, 386062, 0, 386344, 0, 0, 148, 0, 385076, 0, 0, 661, 0, 386926, 0, 386208, 703, 0, 0, 385311, 0, 385769, 387529, 384042, 0, 0, 221, 384443, 777, 573, 0, 0, 0, 
0, 0, 0, 0, 650, 0, -1, 0, 0, 0, 0, 0, 0, 0, 2519, 638, 290, 257, 0, 430, 655, 0, 695, 0, 0, 0, 422, 113, 0, 674, 687, 821, 0, 878, 1445, 364, 143, 380, 752, 382, 434, 0, 0, 
0, 0, 0, 0, 208, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 2414, 0, 678, 561, 980, 202, 443, 602, 0, 717, 668, 608, 822, 738, 0, 895, 0, 0, 0, 0, 575, 0, 0, 0, 488, 852, 629, 650, 
0, 382, 497, 978, 0, 0, 0, 0, -1, 0, 0, 0, 0, 407, 0, 0, 318, 0, 853, 0, 876, 0, 0, 1508, 608, 0, 0, 0, 0, 0, 0, 457, 0, 770, 478, 0, 438, 330, 847, 747, 990, 869, 0, 
454, 0, 0, 1623, 363, 0, 0, 0, 0, -1, 1608, 392, 0, 611, 0, 0, 0, 0, 112, 0, 0, 686, 1550, 0, 0, 0, 0, 545, 0, 0, 0, 0, 679, 0, 481, 929, 551, 630, 524, 0, 0, 154, 192, 
576, 2092, 0, 0, 0, 0, 0, 0, 0, 1608, -1, 0, 283, 325, 0, 0, 0, 184, 0, 0, 1645, 0, 813, 357, 190, 0, 321, 276, 0, 749, 0, 0, 0, 0, 0, 463, 0, 524, 0, 0, 0, 280, 0, 
