49
[-1, 351, 145326, 248, 0, 0, 51, 456, 0, 0, 569, 0, 351, 187, 0, 0, 722, 327, 0, 0, 111, 815, 0, 0, 0, 0, 0, 812, 161, 672, 0, 532, 459, 780, 681, 0, 551, 447, 0, 389, 297, 0, 146, 0, 80, 118, 715, 0, 171, 
351, -1, 144933, 0, 273, 453, 541, 960, 177, 446, 0, 476, 0, 664, 367, 52, 0, 1488, 0, 348, 0, 1963, 0, 281, 378, 0, 87, 1477, 0, 0, 0, 1554, 1416, 1482, 1818, 0, 0, 0, 63, 0, 1214, 0, 0, 304, 1113, 0, 0, 0, 741, 
145326, 144933, -1, 0, 143433, 0, 775, 268, 143669, 143903, 143343, 146268, 145775, 537, 0, 0, 0, 0, 667, 145351, 142654, 91, 649, 145399, 0, 35, 0, 88, 0, 143433, 0, 0, 0, 0, 0, 0, 143323, 0, 0, 144557, 427, 0, 145922, 140387, 0, 144628, 0, 0, 0, 
248, 0, 0, -1, 0, 556, 556, 208, 74, 343, 0, 373, 0, 0, 0, 0, 1452, 0, 191, 0, 137, 0, 0, 384, 275, 0, 0, 0, 792, 0, 316, 0, 211, 532, 0, 0, 0, 0, 0, 141, 49, 146, 0, 0, 0, 0, 0, 32, 0, 
0, 273, 143433, 0, -1, 1128, 129, 0, 96, 0, 0, 0, 273, 109, 0, 658, 644, 0, 144745, 621, 0, 0, 0, 0, 1529, 143658, 0, 0, 83, 0, 486, 0, 381, 702, 603, 0, 473, 369, 718, 0, 0, 316, 0, 577, 0, 0, 0, 202, 0, 
0, 453, 0, 556, 1128, -1, 0, 348, 630, 899, 235, 0, 0, 617, 1684, 401, 82, 477, 0, 105, 693, 0, 729, 172, 831, 0, 0, 8, 643, 132, 1678, 272, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 658, 0, 0, 922, 89, 0, 975, 
51, 541, 775, 556, 129, 0, -1, 0, 0, 44, 620, 74, 402, 0, 0, 0, 0, 0, 108, 750, 162, 866, 0, 683, 24, 0, 1490, 863, 212, 0, 615, 583, 0, 0, 0, 552, 602, 0, 339, 440, 348, 1572, 197, 0, 0, 0, 0, 0, 120, 
456, 960, 268, 208, 0, 348, 0, -1, 282, 551, 0, 581, 0, 0, 0, 0, 266, 0, 399, 243, 345, 0, 0, 176, 0, 0, 18, 356, 295, 216, 108, 76, 3, 0, 0, 0, 95, 1260, 0, 0, 159, 62, 0, 0, 0, 0, 1899, 925, 0, 
0, 177, 143669, 74, 96, 630, 0, 282, -1, 0, 0, 0, 0, 13, 190, 0, 548, 0, 117, 525, 63, 641, 0, 0, 0, 515, 264, 0, 13, 0, 0, 0, 0, 606, 507, 0, 0, 273, 0, 215, 0, 220, 28, 0, 0, 292, 0, 106, 345, 
0, 446, 143903, 343, 0, 899, 44, 551, 0, -1, 0, 30, 0, 282, 0, 498, 817, 422, 152, 794, 206, 0, 145065, 727, 0, 784, 0, 907, 0, 767, 0, 0, 554, 875, 0, 948, 646, 542, 383, 0, 392, 0, 0, 0, 15, 0, 0, 375, 76, 
569, 0, 143343, 0, 0, 235, 620, 0, 0, 0, -1, 0, 0, 382, 585, 0, 0, 242, 0, 0, 0, 246, 0, 0, 596, 0, 131, 243, 0, 0, 5, 0, 110, 0, 112, 0, 18, 122, 281, 180, 0, 0, 0, 0, 0, 0, 146, 0, 740, 
0, 476, 146268, 373, 0, 0, 74, 581, 0, 30, 0, -1, 476, 0, 109, 528, 847, 452, 182, 0, 0, 940, 0, 0, 0, 0, 563, 937, 286, 797, 689, 0, 584, 905, 806, 626, 0, 572, 413, 0, 422, 0, 271, 0, 45, 7, 0, 0, 46, 
351, 0, 145775, 0, 273, 0, 402, 0, 0, 0, 0, 476, -1, 0, 367, 0, 371, 24, 294, 348, 240, 464, 0, 0, 378, 0, 87, 461, 190, 321, 213, 181, 0, 0, 0, 0, 200, 96, 63, 38, 0, 43, 0, 0, 431, 469, 0, 0, 0, 
187, 664, 537, 0, 109, 617, 0, 0, 13, 282, 382, 0, 0, -1, 0, 216, 535, 140, 0, 0, 0, 628, 0, 0, 214, 502, 251, 0, 26, 485, 0, 0, 272, 593, 494, 0, 364, 0, 0, 0, 110, 0, 0, 468, 0, 305, 0, 93, 0, 
0, 367, 0, 0, 0, 1684, 0, 0, 190, 0, 585, 109, 367, 0, -1, 419, 0, 343, 73, 715, 0, 831, 91, 648, 0, 705, 454, 0, 0, 0, 580, 0, 475, 0, 697, 517, 567, 463, 304, 0, 313, 410, 0, 0, 64, 0, 0, 0, 0, 
0, 52, 0, 0, 658, 401, 0, 0, 0, 498, 0, 528, 0, 216, 419, -1, 319, 76, 346, 296, 292, 412, 0, 229, 430, 286, 35, 409, 0, 0, 161, 0, 0, 377, 0, 98, 148, 44, 115, 0, 0, 9, 257, 0, 483, 521, 0, 123, 574, 
722, 0, 0, 1452, 644, 82, 0, 266, 548, 817, 0, 847, 371, 535, 0, 319, -1, 0, 0, 23, 611, 93, 0, 0, 749, 0, 0, 90, 0, 0, 0, 190, 0, 58, 41, 221, 0, 275, 0, 333, 425, 0, 576, 67, 802, 840, 7, 0, 0, 
327, 1488, 0, 0, 0, 477, 0, 0, 0, 422, 242, 452, 24, 140, 343, 76, 0, -1, 0, 0, 216, 488, 252, 305, 354, 362, 0, 485, 166, 0, 0, 205, 0, 453, 354, 174, 224, 0, 0, 0, 30, 67, 181, 328, 407, 0, 388, 47, 0, 
