180
[-1, 1755343558, 0, 0, 0, 276084113, 0, 0, 1110059296, 481663959, 816374702, 913089046, 742294214, 0, 1117294081, 0, 0, 0, 0, 0, 0, 1234420446, 0, 402039705, 0, 0, 1240217764, 923349717, 0, 770768908, 0, 0, 0, 1765256556, 0, 94189759, 0, 0, 2093545243, 610633365, 917121443, 1992112390, 1983076031, 148090253, 1883473120, 0, 1396065591, 0, 192088411, 907420226, 284629461, 0, 0, 1872950776, 0, 942036979, 0, 0, 1413085441, 202930419, 1334805632, 441784473, 0, 1934820040, 1456927086, 630751873, 872868135, 514802278, 1594635477, 0, 0, 539682940, 0, 119847430, 989701138, 0, 683953991, 0, 1456809713, 594294779, 1468276569, 389799030, 0, 560559599, 0, 1771652428, 0, 0, 0, 2110289225, 1871022950, 678828678, 0, 0, 0, 1443292449, 2024699278, 0, 0, 0, 0, 0, 1740644689, 0, 0, 0, 0, 1235197206, 2003161933, 0, 343973800, 80668709, 0, 1575758188, 477273922, 1031870222, 0, 0, 0, 751258770, 0, 0, 0, 953564549, 987944721, 0, 1740040993, 0, 834859684, 0, 480269683, 1431515753, 0, 0, 0, 980163807, 1146976809, 0, 1746310724, 0, 1773016428, 0, 818378095, 778132395, 467591131, 0, 211466244, 0, 0, 0, 490052315, 832783576, 0, 0, 0, 0, 1371097013, 0, 366395750, 0, 0, 631149102, 0, 1705928840, 1268109107, 590677420, 395039982, 0, 0, 134930318, 0, 397154145, 0, 0, 0, 0, 118389266, 1123841397, 704047317, 205690032, 
1755343558, -1, 739018460, 816050398, 1733225177, 1714263655, 852975249, 845606694, 1121548940, 0, 1210075440, 502680971, 0, 0, 455967326, 0, 0, 0, 0, 0, 0, 829642380, 1880440229, 0, 1324549203, 0, 0, 0, 0, 2107458272, 841455688, 0, 0, 179683388, 1946128839, 0, 930844536, 646252593, 0, 630252018, 1653898004, 66541309, 1573118772, 695040942, 0, 0, 1092612144, 1249296854, 301438392, 0, 2010014822, 0, 2022478597, 892275796, 0, 70188226, 0, 0, 0, 0, 0, 1300316048, 0, 0, 1895515919, 739201808, 0, 0, 1765765724, 0, 0, 0, 2111447788, 0, 0, 0, 0, 1130356151, 0, 0, 89583880, 0, 0, 786172068, 0, 0, 0, 393579663, 1582697431, 1199149346, 0, 1479852434, 1070475863, 0, 0, 573815564, 0, 0, 1216865103, 0, 309872533, 0, 588135732, 0, 257290639, 1373774167, 0, 1519182690, 0, 1165171840, 1693959976, 0, 1414328030, 0, 108621490, 630299234, 0, 478378418, 0, 0, 2081781481, 2128113001, 0, 0, 1273860706, 1601075451, 683284557, 289997872, 541594724, 1631909726, 0, 1010307148, 0, 2075279020, 0, 889519594, 0, 1199438139, 0, 0, 1708742703, 0, 0, 0, 1945633953, 0, 0, 527292666, 925125559, 142822714, 0, 0, 0, 0, 0, 0, 1043572240, 1071413183, 1440706910, 1593897082, 746183345, 0, 0, 0, 0, 0, 1862994577, 1624762159, 0, 1876181903, 755603140, 0, 1272232511, 0, 797890115, 564675920, 403564781, 463698540, 0, 761917826, 
0, 739018460, -1, 1239334904, 849833444, 927700880, 0, 0, 0, 357509864, 0, 1179692257, 148495793, 0, 0, 467238424, 0, 616911066, 0, 5220958, 0, 1719866948, 737289067, 1170953702, 273773156, 0, 0, 0, 1663306222, 0, 0, 1800322396, 0, 0, 1629917827, 1483854342, 123947891, 1125798776, 0, 1695485695, 0, 0, 102804754, 0, 1163134665, 2056793058, 0, 0, 0, 1189338489, 0, 1015831991, 302397944, 945899134, 1616834045, 0, 0, 0, 1294598000, 975380700, 1014113723, 21609562, 433298475, 439707795, 1348442551, 1471660255, 491367254, 0, 0, 0, 1763106730, 0, 0, 2074902206, 1844357915, 0, 0, 0, 533312521, 1671208695, 100048822, 0, 0, 1962070112, 0, 2118294064, 1941288609, 0, 0, 882266943, 955024422, 0, 0, 1368882257, 0, 1547723825, 0, 299443005, 1986985156, 0, 1515137138, 0, 0, 1849409640, 0, 0, 1637059758, 0, 942143764, 0, 1940968939, 1459199953, 0, 0, 1771752429, 0, 0, 1025216819, 0, 0, 618487817, 946491887, 0, 1624133118, 0, 0, 2105219733, 314597806, 0, 0, 893779110, 874512422, 0, 0, 0, 0, 1830728665, 0, 1149358042, 2120561771, 1113991386, 1010428114, 0, 1570075413, 0, 1707136413, 1740926674, 1186921705, 0, 0, 0, 0, 1682986168, 0, 1538789330, 1197757472, 513551003, 0, 0, 604189624, 0, 0, 1432629043, 1192469608, 1078931466, 0, 1944361266, 0, 0, 0, 0, 88437160, 1075810850, 0, 68938677, 198289473, 1173608343, 0, 0, 0, 
0, 816050398, 1239334904, -1, 0, 1683471353, 0, 1542524796, 0, 0, 1016677725, 0, 0, 1321420505, 0, 1690241536, 963242412, 1632160981, 1539316985, 0, 443323807, 1181182258, 1702081092, 1795798093, 1218703261, 0, 1440309597, 664096938, 110707420, 0, 0, 50832710, 2027846424, 987517731, 0, 1876537332, 1547497530, 1855066990, 0, 0, 0, 0, 0, 8406336, 0, 0, 0, 0, 1267754603, 0, 2126150131, 2110732223, 1722272028, 0, 1814825942, 0, 0, 794419678, 0, 0, 0, 2072431770, 0, 0, 1400542150, 0, 0, 0, 342163492, 0, 0, 2100113674, 2094516111, 2139192959, 1806880108, 1129140476, 0, 0, 0, 1173474945, 0, 0, 0, 1386021398, 0, 0, 0, 1396424878, 1862327664, 1330429138, 0, 1199163520, 308033590, 806070904, 339040700, 0, 2004305495, 0, 0, 0, 0, 0, 359690321, 0, 0, 0, 0, 466128133, 1345977124, 0, 1600241867, 0, 1012599813, 899425175, 0, 0, 541374125, 0, 0, 0, 0, 0, 2012715353, 0, 0, 784043641, 0, 644157902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 386517599, 0, 1006717812, 0, 1379750612, 1950629710, 1283934010, 320175568, 1613277905, 1946085760, 0, 0, 0, 0, 1086148263, 0, 1724875989, 1025988961, 692508920, 0, 362143586, 1938584539, 0, 1800705844, 1455252774, 219237421, 0, 1475316270, 0, 0, 0, 1030863276, 757072320, 526899643, 0, 323908528, 0, 0, 308394749, 1490991250, 1083072377, 0, 0, 
0, 1733225177, 849833444, 0, -1, 538875640, 0, 2147163469, 329643736, 608773789, 933588827, 748445592, 36210684, 0, 528586238, 1674049683, 242050993, 386965346, 877897275, 408948082, 1092566646, 0, 1096227280, 1012623353, 1773313094, 2128974311, 0, 0, 0, 0, 696337403, 0, 0, 243278137, 0, 0, 0, 609877611, 369592202, 0, 0, 229102096, 709267482, 0, 0, 0, 563756218, 0, 0, 0, 0, 0, 0, 712068873, 0, 0, 0, 0, 1873291144, 1884218358, 0, 0, 1177677932, 0, 0, 1136409995, 0, 0, 1835179733, 939062734, 0, 0, 0, 1700640335, 0, 816727259, 0, 0, 651858122, 0, 0, 15782974, 1577709197, 0, 1239435429, 0, 0, 0, 1514127362, 2107510406, 0, 1619471212, 0, 0, 250359324, 1569474347, 322736078, 981175619, 1611897522, 585397923, 0, 1004955354, 0, 1327665814, 1669226366, 1986704052, 1525222821, 0, 0, 0, 0, 0, 0, 2118262485, 1057097471, 273343642, 1124278390, 0, 0, 0, 863693906, 333898867, 0, 2069171529, 0, 1250089310, 1453422812, 0, 144827085, 236479889, 170389947, 1905515915, 1401526703, 1108334495, 1929350934, 0, 0, 0, 135394438, 249839384, 0, 2136410181, 0, 0, 952728781, 2107524843, 0, 271520873, 2131830349, 0, 1835352694, 0, 1237281973, 1451202260, 0, 1225795839, 0, 0, 1210087076, 0, 0, 0, 868686827, 0, 0, 0, 0, 820898815, 0, 284513557, 842177967, 790786469, 1448518014, 0, 2045152675, 209941003, 0, 1199288563, 0, 1772095024, 
276084113, 1714263655, 927700880, 1683471353, 538875640, -1, 0, 0, 53910843, 52418205, 0, 0, 1905833216, 962861778, 1460793670, 0, 0, 1433025013, 1268279927, 0, 538655371, 1563280559, 1076630920, 0, 1532479374, 1968574485, 0, 0, 2011312324, 0, 421613911, 555382339, 0, 471220529, 239196981, 0, 1127721664, 1362270040, 0, 0, 747184217, 802945182, 47670751, 0, 0, 1596382469, 0, 2044696688, 0, 1133699286, 0, 0, 0, 0, 1145697166, 880174763, 605586766, 0, 1350099901, 816482179, 1586653919, 0, 1063878983, 2048419052, 2063632451, 137509299, 0, 1252231947, 0, 10721550, 0, 1374998847, 1989977371, 0, 1988789144, 0, 0, 0, 0, 1379603196, 915186844, 0, 1218316441, 0, 0, 1044043663, 1622563863, 1845821839, 178860203, 0, 93658922, 0, 965294282, 0, 579779476, 0, 0, 0, 1621007003, 0, 267868742, 0, 1210450039, 632708458, 490989236, 1108729306, 0, 0, 366344242, 0, 0, 0, 35307669, 0, 16930925, 0, 0, 1915494199, 0, 0, 2108587400, 0, 432920882, 0, 0, 0, 0, 0, 655903114, 0, 1569471430, 0, 0, 0, 0, 0, 818967860, 1029365697, 0, 172068265, 0, 0, 1610271764, 920791046, 2005123450, 0, 100768333, 1957519356, 1988903155, 0, 0, 0, 0, 0, 0, 2073742153, 1234663433, 0, 2010915062, 0, 839143224, 0, 0, 0, 1699191730, 0, 0, 0, 1637550985, 0, 0, 0, 0, 0, 1783727787, 0, 485386233, 0, 1934772993, 1667623563, 
0, 852975249, 0, 0, 0, 0, -1, 598771651, 0, 0, 0, 503692806, 0, 338059238, 1133153164, 0, 0, 0, 0, 0, 1184624322, 1871076342, 624896202, 378765347, 0, 910547330, 0, 0, 411630808, 1735848391, 1142686198, 538675964, 1428023825, 1054600893, 969157272, 1095094954, 1713743415, 0, 15978484, 0, 2034157629, 0, 0, 334681934, 0, 0, 1032620757, 1509450722, 1811522302, 485568367, 978070677, 431250655, 174668559, 0, 0, 835188538, 1720369282, 1517027549, 1463115845, 0, 1705470897, 634952216, 0, 932585452, 449240311, 1527060225, 0, 270634185, 0, 1403218400, 588423726, 0, 787932144, 736323727, 1574259372, 252263211, 1531182399, 218465058, 679714713, 1383510832, 0, 152924509, 1590602404, 1826977267, 0, 1329208936, 0, 0, 0, 309864440, 0, 258733438, 0, 0, 0, 0, 2010329751, 0, 1961454570, 758317077, 864542088, 204236394, 1839433353, 983399447, 1975726908, 694633222, 679064866, 0, 1357103955, 0, 1954172245, 1791371476, 0, 0, 0, 0, 59977645, 1277000727, 313938454, 0, 0, 0, 70452991, 0, 148156051, 0, 1902425208, 1333649985, 0, 0, 336632124, 0, 1411564976, 154145648, 0, 1350956174, 1649715813, 0, 809126034, 0, 2098749656, 0, 0, 372929159, 0, 33691313, 1657598026, 1100848107, 1064216284, 1015499961, 1019435942, 0, 0, 0, 332489889, 0, 0, 0, 0, 0, 697476790, 1878845744, 0, 475696560, 0, 1740029305, 981627944, 0, 1246799270, 0, 1579774573, 0, 0, 0, 0, 601034420, 1039549137, 258907816, 1337525279, 832892582, 
0, 845606694, 0, 1542524796, 2147163469, 0, 598771651, -1, 0, 0, 0, 0, 1874000626, 0, 0, 0, 534366246, 0, 0, 0, 0, 0, 360516524, 0, 1992309299, 1748024812, 0, 1865568324, 937333576, 890634754, 1193090203, 33607321, 0, 1187926224, 623711687, 0, 475364732, 817993309, 975473074, 0, 1136420735, 0, 193196912, 0, 2084939062, 0, 0, 769418251, 0, 0, 0, 0, 477584485, 0, 0, 0, 1530526022, 2105804971, 0, 0, 0, 1224743337, 0, 0, 0, 660458408, 1990760780, 155642891, 0, 1595693188, 0, 958099227, 0, 598206363, 285620762, 2121957176, 480764289, 2100043814, 792187813, 1013220932, 834090561, 1816502152, 1003434799, 1307268403, 0, 0, 0, 0, 2055965969, 0, 1984143298, 1452532698, 0, 1899686141, 377225833, 2059217886, 1983673780, 1868479859, 588866317, 1420809043, 1353805656, 0, 0, 0, 0, 0, 1448090743, 0, 0, 0, 522768161, 1013228786, 0, 0, 0, 233099264, 841026943, 1594870002, 1408477666, 0, 0, 1989179219, 1538319252, 0, 0, 0, 206183638, 0, 0, 1321697805, 1240144675, 819056175, 1528857348, 1221353471, 0, 0, 1837823117, 0, 0, 0, 608217194, 1299676640, 1217126154, 0, 0, 329630217, 450409464, 0, 0, 2067910787, 0, 7424171, 1356526054, 46571583, 0, 0, 0, 0, 147698591, 0, 0, 0, 0, 1668627772, 0, 317516115, 0, 0, 0, 0, 0, 0, 1175197912, 515325585, 0, 193999159, 1603926414, 630880884, 0, 0, 
1110059296, 1121548940, 0, 0, 329643736, 53910843, 0, 0, -1, 1601579203, 0, 0, 1541426393, 1379194665, 531530598, 0, 732757800, 114152606, 1271600898, 0, 615307328, 0, 1694256365, 0, 0, 0, 1594777053, 646050215, 1573606176, 0, 1901602290, 0, 0, 1635730904, 1551597731, 2010898962, 0, 0, 0, 0, 911229465, 1908018599, 0, 0, 0, 0, 624870416, 495584776, 0, 0, 1762454754, 751282881, 0, 0, 0, 0, 714379495, 0, 0, 1482448718, 0, 1600400782, 2083462970, 0, 1619921420, 0, 926209753, 679613702, 242320735, 1193235179, 0, 1687079475, 0, 1970382473, 0, 1976817789, 796651197, 1007720285, 1792414992, 0, 1057300111, 1807438540, 1071842945, 0, 721357044, 1401829458, 0, 0, 263460213, 0, 2081997765, 1931265695, 1519817421, 0, 380155341, 0, 1090640548, 0, 491713886, 0, 0, 1941425009, 0, 1635058776, 656566683, 1444998437, 655416903, 0, 0, 890884915, 0, 0, 79704766, 0, 0, 1921380135, 0, 186944399, 1166738616, 706676066, 767668683, 1402827747, 465201261, 205205429, 794942005, 0, 292263601, 22523980, 205029033, 0, 0, 1838994520, 0, 1872131513, 0, 139004224, 815173582, 0, 830623675, 0, 593981523, 557483408, 0, 0, 0, 271494029, 1562631622, 0, 0, 393966475, 1472362184, 0, 0, 0, 0, 0, 0, 655327368, 1436482042, 0, 0, 0, 88800673, 182872768, 0, 0, 1454111103, 472231511, 0, 0, 0, 1181831504, 1588639528, 0, 1849318996, 1691888481, 0, 1523134737, 0, 0, 
481663959, 0, 357509864, 0, 608773789, 52418205, 0, 0, 1601579203, -1, 1570540365, 1569742371, 1089761646, 0, 1452338354, 1450944255, 0, 0, 0, 464603166, 0, 0, 0, 1882801610, 0, 288835697, 0, 0, 0, 468060187, 0, 1436087825, 0, 1586856189, 0, 0, 0, 0, 426347045, 1866973106, 0, 257019322, 1268820984, 772818034, 0, 210706353, 2075835421, 0, 1633588260, 47356205, 0, 0, 528752215, 1611056891, 0, 0, 249226791, 0, 2085043079, 1400789429, 503563676, 1646662177, 807882743, 329533874, 685673151, 507268447, 504610447, 0, 650722957, 745008527, 889511425, 1278639389, 1034468694, 0, 655245612, 0, 300599839, 1953641364, 744442049, 0, 554059365, 111693656, 0, 396069184, 0, 670121330, 82413535, 0, 0, 0, 1181455133, 0, 715436188, 0, 0, 1603292372, 1971571098, 0, 117515851, 0, 0, 0, 2089640462, 1877138043, 0, 238984221, 1338554984, 1296272521, 0, 547219150, 0, 0, 0, 0, 188300679, 0, 245698770, 0, 0, 1394073857, 0, 265314542, 123432105, 528190129, 653849598, 0, 574263877, 0, 0, 0, 1911910368, 1216194450, 40710027, 53381250, 1846149153, 0, 0, 0, 0, 0, 0, 1094568233, 676443498, 0, 1708940881, 0, 178276581, 0, 342314319, 1063882682, 0, 49832386, 0, 0, 1710731301, 0, 0, 1482471155, 0, 1175640626, 590684464, 1969026343, 1566221381, 141971358, 0, 0, 1678161777, 1496177036, 0, 749807006, 0, 330891292, 317853698, 0, 0, 0, 0, 1270959916, 0, 0, 
