317
[-1, 31353, 41324, 41566, 28900, 35094, 35839, 22977, 11938, 34896, 42180, 39479, 34367, 38680, 28529, 38785, 44795, 26540, 39947, 41435, 16892, 43596, 32051, 17709, 42559, 12558, 33032, 39981, 5881, 37846, 27829, 44868, 25306, 37871, 25144, 7929, 36226, 41443, 29282, 36890, 16275, 11816, 24687, 9956, 40425, 30939, 17130, 37277, 37111, 9072, 26055, 22934, 38870, 32493, 38464, 45057, 43466, 46186, 29446, 36459, 35699, 44926, 20545, 4975, 38328, 41750, 42147, 14543, 8996, 42688, 7877, 35358, 27035, 35927, 7544, 28901, 3468, 28674, 32534, 30598, 46078, 24280, 32928, 45616, 30541, 40010, 19328, 8652, 8903, 14588, 22323, 7672, 12903, 36890, 5482, 20294, 26911, 42286, 29846, 30354, 21063, 44422, 23791, 21827, 35169, 19839, 41542, 44647, 39286, 28270, 38665, 27239, 36744, 45516, 17196, 41221, 37435, 31543, 18337, 37157, 31515, 41134, 8181, 11970, 34778, 12735, 26369, 32396, 43758, 35889, 27073, 31951, 43831, 33346, 30939, 38697, 44494, 23250, 18445, 31185, 25970, 25948, 35211, 21034, 26694, 37339, 37748, 16735, 36160, 42092, 23298, 45450, 19822, 33688, 45111, 34979, 29674, 15665, 22530, 44185, 23587, 35304, 8062, 7649, 9003, 38616, 38692, 35162, 15953, 35032, 41026, 32349, 40839, 27390, 10541, 43084, 46253, 46159, 35504, 43751, 14471, 46093, 30733, 34861, 26432, 22376, 42736, 22361, 41404, 29785, 28546, 43745, 16297, 38250, 45642, 35998, 23817, 46008, 12916, 41804, 22606, 43063, 34315, 40245, 21683, 33958, 41299, 33534, 20044, 27435, 43331, 43224, 35897, 32552, 36082, 19506, 27369, 26776, 35567, 35473, 27306, 28124, 4221, 18243, 13473, 37407, 32930, 37322, 45418, 39865, 42660, 38624, 37784, 41544, 7280, 20733, 25657, 40324, 45619, 18211, 16358, 34195, 15769, 35843, 23951, 36363, 40530, 44832, 44613, 4045, 31491, 34189, 42067, 35901, 6900, 25832, 38218, 33869, 19474, 20642, 9971, 46235, 25702, 36341, 45736, 43096, 11730, 23666, 43152, 24923, 22290, 39289, 45796, 42721, 12816, 41908, 29041, 26216, 41775, 43454, 42541, 24744, 21382, 35126, 46082, 31765, 41359, 28010, 8528, 24690, 11571, 40265, 30461, 42951, 28182, 42294, 13824, 24071, 28207, 36860, 31327, 8339, 28328, 40461, 40480, 21982, 30354, 26666, 42212, 45016, 42208, 44049, 14306, 35563, 23582, 42945, 24275, 
31353, -1, 32107, 27873, 11861, 33735, 27330, 32851, 23248, 31562, 33949, 39045, 20755, 41976, 26677, 41417, 19832, 5246, 42216, 38740, 39712, 42551, 40289, 12340, 30359, 9659, 30391, 29960, 32708, 35763, 29845, 27832, 42184, 40625, 35907, 28347, 6472, 24117, 34851, 36636, 24606, 40221, 42212, 28091, 32322, 36741, 35212, 34401, 39212, 36047, 16972, 20082, 21531, 44490, 30970, 24481, 33920, 35907, 30676, 39438, 37424, 34767, 26120, 36420, 36790, 24106, 29582, 20841, 35989, 24410, 45540, 10204, 38121, 46320, 40965, 32460, 3742, 22481, 11711, 34291, 12988, 27597, 44540, 43326, 39380, 30007, 29371, 18884, 44687, 17041, 23970, 33490, 14205, 38701, 19116, 39071, 13980, 39088, 46010, 25374, 28932, 36549, 40994, 38209, 35892, 3973, 36012, 19519, 28769, 41376, 35371, 34372, 38260, 45833, 19186, 26422, 40063, 38656, 18892, 28746, 36711, 43445, 31960, 45866, 38991, 27990, 33915, 43441, 30195, 17642, 45285, 45493, 20172, 33341, 18175, 31979, 29043, 18730, 40572, 28936, 38724, 38633, 9023, 19209, 17230, 40758, 13888, 33220, 16376, 23419, 34387, 39120, 38571, 12940, 39539, 40554, 36985, 34246, 27496, 14102, 36722, 25394, 29425, 43812, 5236, 12504, 46314, 31845, 22259, 44713, 17723, 22897, 30957, 26134, 25203, 15988, 46217, 22916, 41064, 31411, 35370, 33885, 28716, 18352, 38699, 30693, 13196, 19887, 35336, 23882, 40963, 39250, 46115, 45698, 32528, 23527, 45333, 43002, 16329, 25882, 45738, 36077, 17588, 43678, 12007, 42163, 18626, 34493, 46078, 25394, 27918, 39455, 14220, 28104, 44442, 45634, 32188, 13704, 29587, 45899, 15677, 39548, 32690, 42444, 40887, 39811, 34984, 20921, 24842, 15994, 44111, 43656, 45547, 14217, 41557, 30765, 26133, 36460, 21919, 27423, 17314, 25893, 44962, 18337, 38083, 33855, 23414, 28199, 20687, 23535, 45648, 11378, 40229, 32443, 24622, 23757, 29594, 21880, 20061, 33312, 8506, 8537, 35861, 38589, 33215, 22966, 30261, 40312, 44272, 45488, 42991, 32080, 30205, 31623, 36464, 34398, 45847, 31115, 30554, 36186, 8632, 39118, 15664, 8393, 17155, 40341, 32641, 29735, 8514, 17580, 33191, 30055, 28125, 23668, 38420, 46310, 36020, 23104, 21247, 21069, 26455, 34136, 44931, 33020, 41937, 36318, 35169, 44329, 37771, 30152, 27415, 42398, 38831, 45699, 33324, 45534, 39042, 
41324, 32107, -1, 37882, 44199, 29647, 30846, 37708, 3999, 13761, 28441, 43372, 7334, 42789, 30626, 27529, 23718, 31934, 14719, 36716, 39570, 42223, 28812, 39928, 41635, 41330, 21704, 14247, 30219, 25416, 22942, 42673, 31402, 25941, 41713, 42617, 20330, 23289, 45826, 46091, 34555, 44845, 16246, 16195, 26585, 33986, 16778, 23317, 1897, 45659, 35403, 44029, 26733, 18979, 34905, 43651, 6657, 41943, 12993, 34234, 44933, 27866, 29984, 41107, 43780, 41056, 44535, 34247, 42629, 44322, 43662, 32836, 41571, 30842, 44343, 23763, 38588, 32854, 38801, 24911, 37363, 6814, 26721, 35853, 45045, 17578, 12604, 13069, 3703, 39270, 45052, 44076, 26713, 10862, 41839, 11613, 40484, 27907, 29074, 36837, 24163, 12973, 40485, 27477, 22925, 42192, 44599, 27984, 27481, 44257, 35592, 37995, 19378, 44292, 33731, 19504, 41329, 18033, 40762, 38003, 33809, 25410, 16885, 21568, 23469, 36965, 22277, 25558, 15131, 33704, 40726, 34114, 9576, 18150, 36204, 34268, 19555, 41751, 42178, 25931, 27097, 30381, 45190, 37092, 12398, 43933, 37614, 30689, 43477, 28419, 18721, 44687, 30847, 26031, 44923, 19578, 41203, 13690, 44286, 40485, 32633, 45198, 8461, 20429, 44923, 35295, 28293, 45453, 30781, 42169, 40602, 43549, 24841, 36095, 36638, 33628, 42543, 38711, 16164, 20330, 26445, 22386, 39139, 40879, 11614, 12370, 43976, 25088, 27164, 14045, 23815, 16581, 36374, 39859, 7988, 41762, 8790, 18476, 38678, 42408, 38545, 20077, 35752, 40461, 41364, 42709, 24503, 39372, 27361, 38419, 32007, 17119, 36304, 15012, 10176, 18314, 20833, 45595, 35850, 5532, 28738, 18990, 23006, 44101, 40050, 32782, 40548, 21319, 40771, 26292, 27548, 41044, 36283, 18329, 26552, 35348, 23881, 22040, 21140, 44643, 46081, 31161, 26715, 25563, 23157, 36943, 28110, 29230, 43558, 43363, 4151, 11897, 32865, 26019, 40898, 23661, 1954, 19094, 33230, 43439, 45358, 42403, 44102, 16835, 27958, 29813, 18187, 45630, 34977, 42213, 24678, 39998, 16883, 37663, 31969, 35118, 46328, 45978, 28124, 38572, 40916, 27251, 40644, 32107, 32835, 11378, 40096, 44023, 20569, 32536, 43631, 39908, 18354, 19925, 25100, 20345, 21482, 7896, 43701, 24481, 36941, 39853, 32091, 45991, 32013, 27434, 27338, 36429, 27438, 19675, 35945, 41977, 41232, 45581, 20489, 43024, 29078, 
41566, 27873, 37882, -1, 41863, 43911, 37137, 40271, 32868, 38762, 45384, 28574, 41886, 37198, 44594, 40816, 27977, 25204, 28619, 13581, 20744, 29584, 43020, 17464, 39546, 16952, 41405, 25375, 37020, 30479, 44218, 29522, 32678, 33846, 18872, 34215, 29396, 43467, 34591, 28071, 37839, 13605, 39829, 40060, 45488, 40269, 29314, 40568, 30898, 13097, 16631, 21410, 40363, 35917, 44080, 17726, 30289, 35966, 33396, 9488, 20273, 22762, 39266, 44192, 44215, 29992, 29757, 45755, 16377, 44538, 42032, 18702, 39698, 23487, 45705, 31847, 34038, 24521, 32832, 16901, 27215, 37574, 38788, 25167, 19288, 44747, 35125, 15628, 25560, 17768, 37879, 34348, 40305, 14853, 39196, 29787, 40562, 42320, 13406, 26733, 15741, 32025, 29831, 36702, 34121, 32453, 32179, 37761, 26891, 16488, 9807, 33993, 36350, 25115, 27779, 43294, 30026, 30887, 45336, 35515, 39344, 27317, 42740, 21235, 38390, 39858, 15541, 25054, 37239, 33908, 18087, 37182, 38684, 41536, 39370, 44359, 37521, 29256, 13347, 44428, 29129, 40192, 36548, 42250, 43906, 34967, 38922, 39483, 38444, 18992, 22086, 23035, 43882, 26319, 32260, 37813, 21224, 39811, 12053, 16553, 28718, 21120, 34509, 27565, 14148, 20060, 35999, 39962, 34931, 40428, 41479, 18026, 34881, 25426, 39637, 28116, 25505, 32082, 25929, 28894, 38875, 33166, 14740, 18440, 18575, 45117, 44949, 38923, 46234, 36867, 32037, 44511, 38763, 41064, 29531, 35121, 26874, 43608, 10512, 37558, 27295, 18023, 44879, 16120, 18940, 35941, 34836, 40057, 35980, 34176, 29974, 41816, 40340, 18094, 41238, 41592, 35772, 6800, 12731, 24729, 38980, 14881, 43734, 37699, 36877, 17995, 28974, 37565, 22366, 38821, 44607, 44666, 7745, 33264, 14467, 25258, 35636, 34660, 26986, 17917, 32219, 8737, 34901, 44702, 31708, 45478, 25518, 25303, 39180, 41061, 43915, 12223, 43426, 37532, 21179, 30148, 32397, 37842, 8681, 31566, 22160, 24896, 42253, 17300, 43923, 11442, 43144, 24090, 43963, 23054, 28276, 29853, 21693, 45282, 33705, 40781, 12028, 25862, 14730, 45266, 14545, 21991, 35671, 14480, 36230, 24904, 4718, 12606, 45845, 40591, 39342, 29132, 43252, 12622, 35229, 32986, 17771, 44079, 28718, 41914, 11170, 41822, 30116, 33229, 25852, 29855, 32931, 30783, 25975, 33083, 13167, 43998, 37187, 12833, 9792, 35733, 33344, 
28900, 11861, 44199, 41863, -1, 33363, 22488, 21694, 37769, 31321, 20811, 32723, 35416, 40774, 46087, 35814, 43805, 16066, 34095, 5810, 40285, 38309, 22201, 41592, 38667, 42840, 37390, 42270, 23014, 22071, 11521, 41469, 33771, 34430, 24859, 39688, 40980, 41275, 37917, 19935, 43505, 31818, 44542, 43519, 35324, 37651, 22493, 39794, 39061, 37898, 31744, 37494, 32173, 35141, 39837, 45108, 33159, 44305, 32788, 27924, 38656, 42526, 45446, 27554, 40368, 38957, 31840, 36823, 13636, 12825, 34835, 39174, 38253, 32808, 2440, 21940, 36819, 42221, 42586, 32060, 24727, 32618, 27876, 43138, 43275, 13486, 31282, 7669, 33935, 19870, 21346, 13282, 41818, 30202, 41391, 28909, 46145, 41963, 40673, 22843, 37538, 33983, 43118, 25630, 45565, 45328, 20793, 40035, 34391, 42494, 35246, 43601, 14637, 45660, 41740, 26465, 34244, 39327, 43819, 15112, 12446, 37850, 45227, 30817, 30242, 36207, 32348, 29991, 38855, 31486, 40082, 11840, 14033, 45747, 28920, 32134, 34362, 40338, 41230, 43590, 31123, 21854, 45437, 28509, 44316, 40240, 23046, 31868, 16064, 13513, 34028, 41595, 41930, 33247, 27570, 41725, 30822, 44418, 42608, 36713, 42289, 36315, 45247, 43667, 10991, 19320, 31979, 32850, 37726, 43776, 37109, 38307, 19091, 26777, 38030, 46334, 24856, 23845, 33697, 32579, 16831, 31464, 27921, 7318, 39323, 29123, 15884, 19471, 24022, 26573, 30575, 33673, 35160, 40169, 33477, 44555, 16223, 44938, 37258, 18778, 45949, 23390, 42683, 37612, 24654, 45043, 34337, 11145, 27458, 33756, 45328, 29776, 40311, 5179, 18260, 28492, 43210, 22368, 35522, 14969, 33488, 39348, 30672, 40830, 14708, 42876, 17323, 32188, 32622, 29327, 37728, 24595, 14350, 9912, 44657, 46087, 38979, 16715, 19307, 38916, 18014, 18449, 38939, 18146, 24050, 29513, 36584, 43710, 39947, 45332, 22296, 31298, 2636, 43445, 29205, 26031, 25960, 33537, 16242, 13260, 27552, 15102, 24385, 19972, 10504, 39426, 31867, 33377, 42995, 45830, 31119, 37213, 19227, 38605, 10858, 6027, 12189, 16891, 30761, 41471, 12341, 18776, 37437, 15932, 17317, 13344, 39406, 40154, 46134, 26744, 32962, 38234, 41319, 10532, 35675, 29237, 26980, 19110, 27248, 40761, 25436, 45652, 25181, 33719, 21825, 18706, 25493, 23232, 41008, 20029, 35350, 44256, 13742, 41711, 36548, 35054, 41454, 
35094, 33735, 29647, 43911, 33363, -1, 12933, 40079, 44622, 18932, 45867, 29139, 39413, 16654, 23988, 41177, 30177, 21481, 38949, 20033, 5558, 29408, 44188, 43034, 45208, 20304, 32688, 33944, 20360, 20533, 43624, 9106, 43090, 24361, 27887, 36530, 39772, 13232, 29492, 46192, 25028, 26438, 28151, 13425, 19235, 21901, 32550, 34034, 29095, 29445, 46116, 23787, 23938, 37870, 5106, 41320, 45033, 11951, 15997, 19819, 8696, 28769, 27192, 44755, 23756, 42693, 25265, 40030, 45006, 46143, 26247, 38346, 39670, 44876, 44981, 11715, 35189, 39844, 41787, 37472, 42351, 39962, 24009, 28135, 34946, 41752, 42062, 46003, 33549, 38879, 22526, 16834, 20306, 16252, 34014, 43175, 27026, 31272, 15996, 19265, 32645, 38658, 40861, 41459, 23549, 42830, 27937, 33665, 46088, 37471, 30840, 39862, 29882, 46302, 31240, 30832, 32308, 24638, 29530, 25680, 35187, 45788, 15946, 38539, 15937, 34257, 36423, 17632, 27670, 17977, 10861, 17835, 31134, 34756, 34614, 45885, 44890, 44280, 40230, 18206, 30533, 24756, 15998, 40112, 36324, 36874, 11533, 36007, 40100, 45691, 44142, 41432, 38485, 26761, 9870, 38564, 37620, 36326, 46210, 16842, 24419, 15908, 43782, 22012, 43303, 23838, 18224, 43226, 38634, 21915, 33693, 12023, 38477, 29637, 43531, 12447, 37832, 13208, 12707, 40754, 43656, 20681, 41826, 35538, 28992, 25386, 18304, 23338, 18278, 37829, 41490, 43496, 32784, 6785, 21175, 45180, 11439, 33347, 14531, 15766, 31401, 16173, 45760, 30433, 25826, 29772, 26463, 44851, 4279, 16989, 45001, 46171, 31079, 9829, 8639, 29463, 24042, 39097, 39475, 23648, 40734, 38747, 30729, 16280, 45446, 33352, 37925, 20939, 25695, 33634, 45425, 35189, 33358, 30033, 31484, 25659, 32426, 6858, 43232, 15497, 36688, 28245, 24197, 42793, 8674, 12423, 37378, 33653, 28960, 36429, 41313, 40288, 25656, 33718, 16758, 42783, 7383, 30451, 24997, 26099, 37892, 37357, 11970, 12088, 36906, 21258, 32755, 30911, 22293, 32935, 44178, 44268, 44479, 30744, 31703, 29636, 33126, 28830, 30942, 31859, 34331, 16288, 40195, 18093, 23807, 14264, 42431, 27032, 28806, 45395, 42393, 33149, 31215, 13571, 23020, 33448, 41918, 25938, 45680, 19544, 45658, 35489, 30332, 37200, 1950, 42145, 16674, 25008, 42525, 37594, 27227, 43984, 35026, 41168, 46026, 24968, 28340, 
35839, 27330, 30846, 37137, 22488, 12933, -1, 35983, 17909, 40499, 26748, 40056, 33150, 41862, 32048, 42896, 31508, 22007, 26894, 3437, 12976, 39949, 12760, 28568, 24757, 33249, 45462, 26972, 44588, 44846, 32784, 24630, 40546, 10617, 11067, 19788, 29864, 28372, 34848, 14887, 23640, 3697, 37609, 44530, 43337, 45088, 24743, 44570, 33771, 9052, 37341, 44033, 12922, 8543, 32688, 6645, 34506, 38347, 29572, 43808, 37997, 15651, 44638, 38945, 32133, 32371, 33561, 40520, 45391, 29105, 15347, 27067, 35414, 35479, 27523, 46117, 19525, 33436, 40337, 40535, 39998, 32581, 36122, 15937, 46191, 36318, 29851, 14343, 35027, 45746, 9655, 19448, 46151, 44061, 40464, 36212, 25751, 45744, 46090, 20164, 26741, 29696, 17791, 23858, 35090, 28605, 41484, 20893, 15965, 31955, 19160, 43574, 28863, 23519, 39898, 36352, 26420, 27924, 27710, 40367, 35854, 35262, 38995, 31408, 38336, 39738, 30555, 36129, 28840, 45632, 29470, 33884, 36160, 41454, 31181, 6906, 24867, 25967, 36976, 45015, 37526, 16959, 32959, 29214, 38130, 4309, 39488, 45476, 35544, 22608, 38186, 26194, 20750, 43431, 41414, 33967, 23624, 38755, 34654, 26696, 16684, 31004, 12739, 3280, 39460, 14689, 15693, 26154, 45248, 28987, 44040, 38305, 38536, 44775, 44462, 39248, 11311, 46095, 38472, 36834, 35293, 31015, 20178, 29640, 8810, 21819, 34795, 30004, 26141, 31858, 39958, 36317, 43959, 35168, 27120, 38620, 43738, 24847, 28990, 39115, 8834, 36582, 32268, 26282, 21238, 32042, 34102, 38673, 42840, 41947, 37278, 13479, 31791, 15396, 39623, 44379, 39572, 33330, 23510, 42362, 27386, 45151, 20784, 24273, 11316, 45429, 35649, 31615, 42401, 39406, 27400, 37963, 17131, 45172, 28467, 35867, 38775, 32471, 34098, 43188, 40019, 25156, 25244, 25894, 18795, 41112, 41593, 45274, 38018, 12480, 25649, 40483, 10246, 33744, 45987, 27202, 39409, 27508, 33370, 18515, 16640, 32052, 30028, 33418, 27607, 43357, 33755, 35183, 36104, 21811, 28799, 39678, 39994, 22296, 44969, 42130, 36837, 45754, 15025, 41915, 34116, 45686, 35925, 37580, 15854, 40509, 45774, 33163, 30035, 22850, 37335, 31483, 32232, 32087, 35521, 17479, 36403, 32593, 25034, 10260, 36758, 23842, 40572, 12167, 43540, 41793, 40668, 45041, 8272, 5395, 37211, 40550, 42778, 35087, 12363, 27255, 10914, 
22977, 32851, 37708, 40271, 21694, 40079, 35983, -1, 24340, 1639, 34590, 31961, 25271, 27243, 13165, 34078, 5567, 6282, 14106, 40760, 7965, 19473, 13908, 25763, 41961, 20549, 40119, 34466, 31393, 36173, 28437, 25928, 27861, 35561, 17616, 44956, 14459, 25941, 10569, 28895, 20581, 40054, 16426, 24879, 42348, 22453, 15949, 44539, 46166, 22004, 27028, 26458, 22273, 45830, 35339, 45506, 32083, 27587, 34135, 45925, 24219, 13294, 33136, 31514, 35017, 13025, 43024, 42489, 28110, 40886, 38084, 6994, 33652, 42712, 19182, 25553, 35989, 28369, 8420, 29929, 26843, 42512, 20947, 23652, 31269, 45475, 40245, 35753, 42662, 27087, 23515, 6798, 32428, 1486, 5530, 28430, 40389, 35293, 37381, 26526, 27238, 39159, 25993, 37179, 26309, 15872, 43044, 36784, 9458, 1925, 43929, 43662, 25471, 34977, 32995, 3032, 29517, 43953, 37518, 37756, 32110, 43511, 28887, 23423, 26625, 15796, 6215, 41815, 22206, 25405, 45540, 32929, 40444, 34156, 28197, 16588, 45523, 44071, 37400, 23920, 42790, 35792, 36801, 10690, 36031, 34048, 44426, 14222, 13611, 21604, 27532, 28680, 40124, 21413, 15576, 37014, 31925, 37786, 6559, 44251, 34657, 12483, 42704, 39430, 13107, 42795, 46258, 17119, 32656, 38232, 20987, 45194, 34143, 30568, 42242, 31366, 38945, 28091, 22810, 20083, 21161, 45225, 38579, 39578, 40943, 37203, 35990, 7271, 25015, 43645, 44314, 43781, 20755, 35029, 43099, 45345, 34640, 13212, 26928, 14351, 38610, 39050, 38584, 37914, 36946, 45883, 45446, 20867, 41531, 18751, 17503, 41891, 40944, 35924, 15196, 46196, 30334, 26928, 27109, 42351, 25023, 45243, 25437, 28608, 39556, 15247, 44191, 43839, 17089, 35870, 39595, 21844, 42189, 15377, 31050, 43554, 40857, 33230, 33118, 32270, 10079, 2586, 18634, 33025, 43954, 26811, 41570, 40050, 18774, 26709, 40923, 22497, 20301, 43489, 26120, 22961, 36527, 36330, 33316, 25744, 41125, 34405, 44040, 20709, 44975, 19624, 38119, 11402, 40910, 31345, 37043, 13774, 34935, 39319, 24068, 41697, 44501, 28935, 37208, 39154, 44948, 24931, 37809, 30602, 23378, 36333, 9779, 31024, 32567, 33268, 31763, 35530, 43236, 37459, 30558, 35957, 31026, 38423, 18732, 28631, 29299, 37476, 22687, 17059, 42277, 30323, 32731, 20527, 12315, 33422, 27699, 44543, 34250, 36277, 44985, 40354, 26878, 
11938, 23248, 3999, 32868, 37769, 44622, 17909, 24340, -1, 33086, 40178, 30883, 31016, 26645, 28954, 40163, 32844, 28786, 40207, 33774, 23942, 44724, 22453, 34023, 23598, 32873, 46334, 42322, 34669, 27861, 43760, 38698, 43480, 30079, 38676, 44817, 39527, 46329, 29333, 4352, 41322, 40156, 37116, 14614, 11898, 39996, 33295, 43912, 36371, 17279, 26962, 27651, 7501, 43002, 35889, 10659, 25489, 11297, 35352, 13059, 37890, 39746, 40094, 21857, 28656, 21650, 44535, 4564, 16900, 38627, 14670, 32679, 30890, 30122, 25228, 24173, 43168, 20790, 36417, 37394, 27534, 12852, 32243, 27602, 45671, 14252, 40720, 37992, 9888, 22948, 38923, 44665, 39452, 25901, 27071, 30650, 35738, 43165, 32055, 41018, 35104, 28658, 38785, 42452, 37412, 21149, 40960, 19939, 45506, 43942, 24862, 10086, 45975, 23418, 25237, 23358, 39123, 42690, 33766, 26762, 16737, 43019, 37715, 27529, 36384, 11228, 40167, 32149, 39133, 18520, 40951, 41310, 14195, 32725, 45420, 28970, 36722, 22746, 29373, 36546, 31053, 39552, 20200, 17209, 40141, 17280, 38330, 39869, 43845, 20063, 35568, 29675, 43471, 38951, 11966, 43821, 30315, 10391, 35124, 42217, 10919, 30110, 45369, 28424, 22587, 32580, 36537, 33726, 26467, 43287, 33236, 43334, 33978, 16261, 30267, 26306, 23305, 38477, 12051, 24363, 3554, 45870, 11424, 29279, 33470, 34515, 16532, 21405, 41212, 44135, 23276, 17668, 7991, 25126, 36003, 43118, 45515, 10472, 19708, 36505, 37115, 31000, 33436, 29979, 41515, 44390, 42407, 23942, 33266, 11611, 28689, 30779, 40361, 20594, 16106, 4249, 14191, 43895, 15438, 44258, 43116, 42817, 46162, 32565, 42424, 19480, 6551, 42689, 19060, 45540, 25444, 25591, 9201, 42241, 35662, 41359, 35284, 20590, 43677, 37491, 16745, 23115, 35458, 26749, 44489, 41726, 43498, 38572, 29988, 31368, 29060, 40360, 33192, 39523, 29453, 34984, 44530, 42728, 41861, 33452, 26808, 41885, 42703, 23046, 34519, 41906, 44849, 25603, 35881, 19621, 29458, 43400, 22635, 39233, 36423, 39153, 20254, 37501, 14361, 29156, 25323, 27368, 18887, 40032, 39996, 30934, 44096, 28750, 34453, 35768, 44425, 17796, 34518, 30112, 41530, 18043, 45093, 13260, 12512, 38005, 21786, 33159, 31009, 44373, 17561, 44043, 31703, 43714, 36614, 38377, 20631, 44475, 41130, 29302, 30454, 45064, 15164, 
34896, 31562, 13761, 38762, 31321, 18932, 40499, 1639, 33086, -1, 44733, 18346, 42165, 38669, 36126, 45922, 21335, 27923, 31058, 38009, 19736, 45264, 38272, 38642, 39716, 39109, 39588, 26060, 22554, 16198, 22446, 27387, 28676, 36954, 28605, 28648, 24426, 22977, 7355, 15744, 41924, 35452, 35648, 35661, 36693, 25951, 30373, 15054, 38108, 40543, 12774, 37199, 29122, 38750, 21236, 35209, 21580, 36289, 36220, 23347, 38391, 46320, 42722, 22787, 21461, 44613, 39028, 38139, 7977, 30238, 30210, 25210, 9062, 39089, 31713, 40722, 7589, 30571, 31754, 45011, 34917, 41523, 38378, 37841, 29373, 44222, 31737, 24718, 14040, 41121, 30182, 41440, 32187, 15581, 22759, 32674, 28533, 37629, 43490, 28284, 34089, 15295, 42059, 20204, 22552, 33209, 43994, 31094, 27754, 38249, 2084, 38734, 32821, 10655, 5961, 22138, 42410, 5970, 16762, 40755, 45201, 44863, 32101, 45630, 15473, 7663, 9722, 45006, 46163, 41760, 22414, 22647, 40561, 34044, 37089, 21639, 28380, 44449, 42415, 25871, 13536, 31600, 6170, 33635, 44444, 15522, 39762, 42272, 43783, 18947, 24494, 17970, 43742, 44998, 42162, 22193, 40509, 33047, 31877, 33825, 30267, 33090, 33226, 35245, 42970, 40394, 42685, 15091, 42272, 35872, 22337, 35205, 36979, 35215, 39785, 42047, 37683, 39053, 24463, 35564, 41531, 45219, 39762, 45096, 31997, 25599, 43062, 35747, 24298, 32022, 30227, 34710, 33787, 26721, 26192, 45827, 23484, 20149, 45373, 26174, 7526, 39769, 9315, 41051, 40342, 27155, 39320, 4256, 31261, 46039, 14929, 18642, 39828, 25333, 41007, 27303, 25368, 31085, 30648, 30921, 17728, 40966, 29927, 45828, 13893, 23135, 43269, 20219, 17317, 17108, 39275, 23569, 36357, 31939, 4272, 39293, 44808, 25948, 29390, 34083, 10689, 44098, 26846, 40754, 29753, 31437, 38421, 13567, 24980, 35845, 22950, 45764, 40041, 46171, 23504, 42452, 19242, 45397, 42914, 42700, 38516, 15531, 40191, 26921, 38220, 43912, 25778, 27817, 32936, 16714, 32602, 40258, 42830, 46219, 16953, 36722, 30160, 41995, 34464, 20599, 19456, 31417, 34065, 39618, 15928, 39392, 31136, 33550, 13340, 38628, 42853, 45410, 38321, 34536, 22635, 37207, 19057, 38232, 38261, 39491, 7064, 24791, 10356, 5012, 14658, 22352, 28694, 38369, 34456, 31298, 24830, 27347, 38931, 31310, 40690, 36190, 15931, 
