154
[-1, 37321, 23662, 18975, 21401, 44353, 31737, 33216, 40487, 45851, 30765, 29771, 33503, 13332, 6342, 15848, 29564, 14899, 34034, 34455, 41642, 7881, 30200, 37658, 34367, 32698, 30231, 24966, 21365, 37851, 42019, 37432, 33416, 36603, 32469, 44757, 22308, 17728, 42528, 14379, 34269, 16325, 39599, 17228, 24002, 30851, 20463, 32077, 20550, 25191, 3193, 45778, 11775, 21860, 43058, 40794, 34503, 37179, 20266, 11615, 43668, 41015, 41718, 27966, 45124, 45718, 16721, 19565, 43011, 45913, 24376, 33028, 34573, 32145, 21037, 44289, 23669, 41153, 27728, 28012, 19756, 13939, 32791, 42795, 31989, 23081, 45353, 21296, 13420, 23833, 26169, 44988, 23039, 44117, 45434, 35995, 35382, 37037, 39993, 24958, 41214, 22641, 44945, 44449, 42197, 31615, 45872, 14949, 23615, 17023, 34126, 28711, 13112, 26252, 36303, 45978, 23216, 34483, 19413, 39024, 33218, 23363, 32345, 41705, 34058, 33679, 38371, 34297, 41092, 35675, 17080, 36871, 34232, 42953, 41211, 29345, 35126, 46022, 38472, 17554, 15344, 27738, 41334, 32979, 40704, 36920, 45572, 38044, 8617, 17204, 40136, 42484, 42331, 42717, 
37321, -1, 21938, 38372, 18966, 17780, 32803, 32752, 12066, 41970, 42438, 45385, 36399, 28907, 25694, 29117, 38201, 16977, 20148, 31625, 19248, 38421, 18609, 28341, 32582, 31230, 35857, 45357, 45270, 28728, 21453, 11274, 26638, 42320, 21135, 27419, 3850, 35256, 40642, 44044, 17885, 27581, 43932, 23871, 36880, 44350, 33199, 12349, 46192, 43636, 45635, 41260, 9867, 29796, 23005, 43301, 35774, 34923, 32689, 45646, 39204, 25426, 31525, 37273, 29448, 31053, 42131, 42919, 21442, 44425, 27300, 39236, 40639, 33134, 44321, 45504, 32380, 42187, 38989, 28458, 38370, 33964, 45224, 9842, 7550, 14954, 29459, 22280, 40866, 5347, 37196, 42911, 24366, 35854, 20611, 18432, 21169, 44663, 39306, 34540, 42008, 19662, 38862, 42127, 11175, 21328, 44561, 35124, 21429, 14982, 20484, 40209, 29345, 5378, 39833, 21218, 27730, 38071, 35585, 27009, 39000, 18775, 17384, 19321, 19541, 42792, 42623, 37692, 22696, 42373, 45782, 26209, 16787, 4581, 22801, 38470, 39891, 8615, 41846, 42545, 17461, 8443, 8482, 35870, 7592, 45695, 41191, 37765, 38172, 21219, 40539, 30869, 36619, 28592, 
23662, 21938, -1, 31361, 20848, 33130, 44392, 15252, 22191, 43476, 20834, 17885, 28179, 39420, 42255, 41927, 19669, 38135, 8795, 22050, 45081, 39215, 39733, 46095, 22296, 21716, 37359, 36462, 30473, 32914, 25947, 39965, 24247, 17314, 35566, 30124, 18095, 42234, 14896, 37776, 34508, 43869, 29250, 44516, 33858, 1042, 45702, 40373, 31582, 29567, 42877, 23107, 35231, 14805, 14896, 33825, 46202, 23965, 24091, 36197, 18580, 37321, 17214, 5296, 20682, 19408, 45013, 35545, 41140, 29919, 25129, 44128, 40018, 10463, 38751, 12810, 32376, 44581, 37920, 27285, 20270, 7618, 40715, 21705, 26875, 27971, 35052, 25202, 43754, 25185, 23015, 36716, 36013, 36549, 18491, 18557, 22369, 26760, 45477, 8376, 31900, 45853, 44598, 45633, 42680, 32974, 20508, 34987, 28926, 42842, 23616, 44781, 37103, 37221, 18023, 43917, 43091, 30108, 20892, 5141, 21998, 29747, 36737, 30410, 24447, 31512, 41645, 25763, 41916, 16164, 40972, 21626, 30667, 45364, 34659, 17759, 29299, 37027, 37298, 16120, 38144, 30969, 33251, 41407, 39202, 25347, 41467, 33312, 9935, 35349, 25835, 11935, 40193, 44724, 
18975, 38372, 31361, -1, 27264, 7829, 34444, 38795, 23823, 40318, 34294, 43229, 21790, 10298, 41146, 10618, 41990, 35708, 6790, 21185, 18649, 23408, 41605, 31889, 17869, 18254, 20943, 26950, 20540, 32695, 30709, 32255, 45360, 33177, 36786, 41575, 27232, 24139, 12861, 30250, 40028, 44730, 36283, 15637, 14381, 40925, 33512, 37096, 36045, 42163, 24151, 21604, 10029, 31932, 31962, 37771, 39525, 21882, 46004, 44225, 39176, 5077, 38561, 22747, 29984, 38319, 45035, 7991, 35744, 38972, 39645, 26732, 46082, 14987, 26429, 21428, 40210, 35090, 39154, 27494, 38199, 17639, 16837, 36019, 35966, 44626, 43123, 40326, 20120, 28860, 7001, 13976, 40659, 22710, 33578, 36818, 36172, 43888, 41235, 36527, 29153, 42749, 20833, 32452, 39208, 4007, 21579, 38275, 28699, 45205, 23029, 36106, 23241, 29942, 41786, 11888, 23947, 39353, 45130, 30302, 30265, 25281, 38684, 33725, 41835, 36056, 7166, 42224, 29228, 38623, 34753, 42559, 24741, 32467, 27019, 44598, 41463, 37934, 29078, 33907, 18913, 29757, 13130, 43247, 44443, 44134, 31967, 25733, 26021, 43029, 44677, 4139, 27717, 36499, 
21401, 18966, 20848, 27264, -1, 38357, 37047, 17004, 35137, 34584, 45089, 44226, 39603, 43288, 9415, 45689, 13220, 25509, 29157, 37085, 19030, 43377, 12484, 39313, 43737, 35159, 28519, 45401, 41683, 38155, 31759, 40870, 19623, 35678, 18192, 5028, 21704, 43291, 13422, 26156, 11917, 28668, 46039, 15881, 30030, 37008, 33395, 42155, 7612, 16632, 34126, 38376, 26568, 41124, 44056, 37157, 41196, 29953, 32693, 17513, 32294, 12458, 32650, 46339, 39102, 33652, 14576, 44563, 25195, 9102, 40967, 30057, 35745, 27368, 36910, 25676, 29639, 12204, 35350, 44250, 36869, 19528, 21030, 20224, 29602, 42365, 5332, 35994, 28453, 44603, 44399, 6705, 35963, 21045, 42326, 40653, 5985, 31733, 39648, 44495, 32218, 41502, 14949, 42476, 26122, 18753, 20571, 24989, 45597, 29224, 23293, 17226, 35669, 44617, 10010, 14701, 30165, 44734, 35275, 28367, 35312, 35289, 34078, 40177, 22724, 22172, 10373, 20692, 43985, 41070, 31465, 29869, 37377, 16157, 14944, 6776, 41220, 32996, 44737, 35292, 36987, 9904, 22675, 27222, 41774, 24446, 20517, 35400, 39144, 41627, 38362, 26595, 34194, 16905, 
44353, 17780, 33130, 7829, 38357, -1, 45965, 41749, 41588, 44914, 19063, 24320, 26780, 27904, 34533, 39722, 10402, 30071, 36997, 13050, 18654, 20269, 36462, 33054, 27191, 28002, 46028, 18944, 39579, 45852, 7818, 11285, 29216, 31437, 40050, 33347, 38132, 28103, 29335, 34519, 15081, 44511, 20263, 44253, 5593, 24259, 4554, 16811, 17269, 43882, 6826, 43887, 23817, 33272, 19908, 14379, 10640, 46196, 36081, 19411, 37558, 26457, 19748, 8997, 46078, 34973, 38780, 38231, 36817, 12677, 40414, 28226, 43653, 42998, 5204, 45960, 23375, 43328, 40306, 25600, 41806, 45137, 18300, 22270, 28946, 30957, 1889, 20021, 43230, 34380, 33855, 42715, 26953, 45843, 45553, 33468, 43642, 44042, 41958, 27799, 41701, 45628, 33257, 21921, 14093, 16209, 45852, 31984, 34481, 19999, 31609, 39137, 27699, 25659, 8296, 22004, 35585, 32374, 40385, 43602, 44814, 44331, 36698, 33200, 39230, 44029, 21150, 12373, 30835, 31520, 41644, 42076, 29704, 26005, 35819, 34106, 19998, 39421, 39852, 18652, 26133, 32791, 42968, 20773, 31310, 46114, 34721, 23846, 38079, 32049, 35634, 45369, 28946, 13005, 
31737, 32803, 44392, 34444, 37047, 45965, -1, 28782, 9294, 11865, 12497, 18275, 34826, 21707, 23223, 9048, 23073, 33592, 38303, 8844, 20767, 40627, 32402, 43664, 40721, 39175, 41055, 24994, 40498, 13441, 45265, 14229, 21610, 36178, 39950, 43645, 19111, 37809, 27580, 28139, 42361, 42440, 36167, 45430, 11269, 35026, 43775, 23452, 39977, 31316, 25240, 28451, 45449, 867, 23497, 37985, 31405, 39395, 17426, 29141, 45238, 10962, 23298, 25061, 44908, 33708, 39351, 28194, 37022, 17065, 23054, 28985, 31890, 27606, 38965, 26859, 36908, 8787, 35755, 42497, 10549, 42752, 37349, 35544, 37745, 33829, 24009, 19198, 43869, 24952, 38005, 38832, 8770, 44667, 33044, 41308, 34225, 26876, 7707, 34677, 45574, 31963, 34815, 43882, 14072, 41784, 22454, 39181, 42178, 42859, 28596, 10286, 29875, 38839, 32950, 40655, 45813, 45124, 45249, 18136, 12988, 28897, 12759, 38794, 44612, 23720, 27889, 39624, 44913, 29653, 30385, 43659, 39467, 18212, 4032, 26000, 27793, 26397, 29133, 37662, 37580, 33510, 36190, 28375, 18624, 25873, 22907, 28796, 42892, 43095, 21354, 25625, 9184, 39109, 
33216, 32752, 15252, 38795, 17004, 41749, 28782, -1, 41157, 38822, 33557, 38492, 45242, 17741, 34939, 37479, 25990, 31873, 29342, 25422, 29737, 16014, 42736, 40520, 33868, 27000, 13525, 35454, 40444, 35986, 20340, 25057, 26274, 35892, 44464, 19044, 43222, 11482, 8456, 33070, 36173, 32745, 4379, 29322, 40844, 23319, 32215, 17407, 35524, 46176, 29756, 27873, 34760, 38219, 44205, 40891, 30966, 26694, 36085, 35380, 42988, 30227, 13813, 41963, 24316, 32429, 43709, 41134, 16481, 40526, 38316, 11503, 36836, 41073, 32323, 21273, 38031, 24418, 14838, 28049, 21600, 42656, 32267, 33282, 45425, 25002, 31315, 44216, 25386, 14666, 33583, 39079, 45920, 33483, 41231, 44478, 23003, 39625, 43775, 38619, 6867, 35101, 26646, 28050, 38282, 32454, 13109, 22501, 18028, 45075, 33024, 43346, 22024, 32909, 18254, 26268, 18342, 41554, 17914, 4084, 27002, 20155, 20197, 23515, 21080, 37357, 38539, 36128, 13440, 46000, 36802, 32525, 15166, 39780, 21193, 13544, 39182, 26351, 29165, 28655, 28356, 34306, 13579, 43529, 40288, 27856, 25028, 21798, 34723, 12550, 21938, 15461, 43798, 42621, 
40487, 12066, 22191, 23823, 35137, 41588, 9294, 41157, -1, 27361, 32948, 43687, 20126, 22330, 39427, 29803, 43664, 33492, 33494, 9529, 26826, 31052, 44955, 28952, 45967, 30954, 39854, 42160, 10396, 19315, 38603, 34086, 44380, 30300, 37632, 41833, 21573, 6759, 32611, 44288, 42559, 9217, 30672, 28199, 37097, 39807, 25034, 4243, 40980, 22898, 32422, 41386, 41475, 24953, 10831, 42341, 34020, 28237, 8767, 7656, 21682, 14523, 40387, 20665, 20615, 30459, 33876, 39568, 25976, 28073, 31481, 29352, 42979, 25879, 38585, 41246, 36926, 46062, 36720, 19320, 12472, 26110, 35037, 41052, 34350, 34890, 45765, 15563, 31635, 38174, 37220, 31358, 38338, 13237, 45197, 31567, 21026, 41615, 42502, 39559, 38345, 21057, 26548, 28140, 43132, 32489, 29445, 38153, 40178, 40014, 13914, 20282, 5402, 39043, 37851, 23283, 27038, 45197, 39672, 38226, 23664, 40721, 27207, 45124, 22474, 26611, 15423, 30674, 15946, 41491, 27473, 35727, 41141, 3815, 34526, 19485, 34480, 30661, 41673, 40418, 44346, 45577, 41837, 45426, 24376, 35873, 11576, 23397, 7293, 25630, 46006, 26957, 30797, 33275, 
45851, 41970, 43476, 40318, 34584, 44914, 11865, 38822, 27361, -1, 28757, 28789, 44035, 16558, 44797, 18891, 40009, 29780, 28194, 27426, 38417, 6002, 36427, 33966, 22185, 8162, 14100, 43083, 8063, 42441, 41107, 34491, 20027, 28211, 32400, 25156, 44657, 26652, 32781, 38402, 44660, 33667, 29066, 25561, 40247, 38513, 12539, 45805, 36291, 17499, 25287, 28327, 28974, 22158, 16488, 24593, 40978, 22871, 46009, 46098, 21420, 31974, 42203, 27352, 44559, 43306, 44494, 28860, 39469, 28400, 36574, 23680, 44334, 46215, 38893, 26275, 42630, 30379, 44923, 36764, 29221, 39745, 26791, 22096, 14707, 9502, 31336, 29467, 42894, 14184, 42021, 44666, 38935, 38260, 42555, 15782, 34980, 15663, 37805, 37028, 21042, 21756, 40798, 39246, 10685, 41303, 43917, 36618, 25555, 40984, 37278, 46274, 40697, 40315, 19149, 24972, 34376, 15082, 28335, 15791, 44987, 43160, 35545, 26623, 25354, 10127, 14514, 38023, 42808, 35100, 10302, 42819, 39788, 44868, 21002, 21598, 41807, 29484, 45540, 44154, 26842, 43693, 36329, 40996, 14234, 16190, 20685, 32632, 34720, 42096, 16967, 40896, 19999, 38664, 
