158
[-1, 28168, 44607, 35429, 37957, 25110, 40499, 18506, 35425, 20449, 41435, 35496, 33134, 15999, 31011, 39347, 39773, 29773, 4734, 22658, 33706, 38865, 44199, 36935, 42464, 45638, 36510, 20310, 22436, 34104, 40255, 44157, 45326, 16813, 33360, 36714, 41370, 13459, 40591, 6262, 10933, 27991, 40903, 39671, 32092, 42358, 23584, 40215, 13182, 35942, 40845, 26417, 15236, 27104, 42599, 31856, 11002, 44858, 36665, 29819, 31465, 38989, 23539, 13889, 30215, 19177, 29153, 41629, 15884, 28468, 42235, 42521, 37498, 35156, 41445, 31401, 17933, 31694, 43194, 23337, 23705, 23699, 11814, 45420, 46327, 31425, 39682, 30643, 36603, 21351, 34340, 44851, 33486, 25244, 19000, 18815, 26337, 38776, 27718, 16437, 26671, 16901, 40203, 29646, 26219, 24294, 32638, 22286, 40169, 35701, 13283, 42960, 24015, 44031, 19137, 36543, 12938, 40402, 28339, 33538, 37001, 29880, 35149, 26307, 25538, 20923, 43881, 42411, 40281, 35745, 13341, 19011, 35500, 37387, 9102, 26142, 19947, 37650, 42848, 37028, 15963, 22130, 22307, 23349, 36379, 32371, 18810, 40099, 42794, 31369, 21830, 31110, 45008, 20285, 43692, 29992, 27106, 21241, 
28168, -1, 32426, 29009, 17795, 43000, 45634, 29825, 39096, 38113, 12948, 43091, 42303, 38210, 31201, 29347, 35555, 22673, 43081, 32800, 27911, 34344, 44145, 24804, 44699, 16480, 29516, 22741, 14281, 43324, 32308, 39346, 40891, 44351, 41954, 37368, 34817, 40829, 43622, 25411, 35610, 40260, 32215, 20105, 39199, 16274, 41741, 30386, 33808, 42431, 44673, 45860, 9209, 33975, 42220, 43720, 44320, 31504, 32899, 20589, 41635, 20650, 34026, 4753, 37801, 33797, 35187, 37425, 45035, 13975, 42879, 26459, 45849, 41380, 45708, 42875, 38529, 15883, 31673, 42847, 32953, 29018, 17047, 38530, 41391, 29263, 15456, 45539, 27215, 24795, 25809, 39768, 22488, 28163, 43353, 41508, 18147, 12418, 36925, 42552, 37490, 39238, 23379, 24616, 42201, 16157, 46085, 43579, 40496, 41234, 23877, 31955, 41796, 10784, 25677, 45414, 38366, 45189, 28401, 44307, 34427, 44392, 33798, 45820, 40082, 33914, 35106, 23183, 9107, 35655, 29187, 14702, 5804, 24353, 11818, 41738, 16196, 34728, 44740, 30416, 42367, 32268, 35146, 40273, 40333, 44981, 31373, 38328, 31039, 13787, 26671, 37502, 38896, 13818, 40628, 20247, 37660, 19552, 
44607, 32426, -1, 39165, 12225, 40255, 15852, 34342, 35650, 44317, 29181, 44307, 39384, 6000, 32657, 41086, 11048, 44693, 44639, 14202, 35721, 38174, 45292, 24805, 29759, 31690, 37844, 39801, 32142, 37668, 32590, 21126, 41858, 18080, 14718, 28716, 8991, 26901, 35026, 42539, 42876, 37766, 25961, 23169, 20496, 29082, 37277, 40163, 45480, 36114, 44648, 30107, 34083, 26078, 24399, 25227, 36731, 29909, 33457, 37356, 8937, 31295, 45576, 43730, 22177, 4418, 23729, 17368, 30874, 18408, 10568, 25247, 42350, 35705, 39353, 44518, 26983, 45892, 42024, 37290, 45037, 34937, 40368, 24055, 43560, 39063, 15996, 10741, 43027, 23300, 23117, 38446, 16189, 25655, 18870, 17450, 32059, 4696, 32458, 46003, 20791, 13444, 32155, 38495, 23365, 21270, 43081, 4424, 22098, 41506, 14654, 14920, 38390, 41602, 17641, 11121, 41156, 21863, 40029, 24674, 19064, 38023, 41903, 9680, 14180, 28898, 38539, 27788, 7476, 24957, 37902, 32408, 19530, 38914, 34675, 12405, 9141, 12717, 36364, 29201, 32433, 19779, 33912, 14293, 27889, 45783, 13346, 34034, 36953, 15773, 45040, 39617, 42882, 39698, 26935, 43598, 26958, 35894, 
35429, 29009, 39165, -1, 9594, 39220, 25925, 29281, 22964, 22851, 30670, 37887, 43192, 8929, 34359, 30774, 26229, 13103, 44313, 26311, 40204, 45713, 28212, 28317, 3545, 45300, 18550, 44498, 45770, 43234, 8805, 34036, 39166, 39542, 41548, 17811, 45314, 44703, 24970, 21881, 5136, 26667, 7651, 43964, 43856, 30164, 42290, 40731, 44990, 41877, 21194, 23486, 11731, 25899, 40899, 8672, 46235, 43833, 34756, 17313, 18647, 38237, 40400, 26358, 28553, 15694, 14213, 36377, 41002, 29112, 36702, 7693, 44278, 25028, 34391, 44553, 34275, 22439, 15196, 42913, 23128, 40650, 39572, 38741, 31271, 13890, 45345, 17006, 3518, 24373, 31156, 32486, 26199, 21400, 15212, 36874, 3342, 24465, 35371, 32391, 25453, 21444, 18481, 4786, 41530, 39572, 30924, 16380, 31570, 42413, 19122, 38147, 26748, 22228, 45896, 41110, 38685, 37031, 31948, 33184, 44886, 21765, 25951, 16936, 31726, 45895, 21235, 45004, 19343, 44630, 18506, 33020, 25764, 27030, 33239, 34211, 30037, 29576, 45056, 41460, 45950, 9386, 20614, 36186, 42287, 38897, 21286, 29040, 12088, 34046, 31105, 44269, 42152, 35608, 29000, 5032, 17672, 45753, 
37957, 17795, 12225, 9594, -1, 3954, 41248, 32505, 30581, 43193, 26503, 37948, 37341, 28699, 32066, 29372, 36573, 36537, 32879, 44696, 39212, 29126, 28497, 14496, 43345, 22568, 42395, 2123, 42791, 40035, 38301, 44840, 11097, 27449, 20921, 36639, 36945, 43849, 28091, 39781, 38591, 37252, 40439, 41326, 39666, 45017, 39271, 25734, 38951, 45006, 29460, 39646, 21865, 19625, 44362, 37680, 21513, 40967, 21536, 42783, 40585, 35492, 27281, 45042, 37916, 22173, 31922, 16917, 25231, 25107, 10564, 28255, 42656, 33310, 21016, 20690, 21804, 21425, 41306, 44881, 33078, 38821, 43530, 7597, 17573, 19701, 38601, 25817, 39909, 43321, 34773, 43833, 33970, 12881, 43473, 7278, 35550, 43139, 42734, 33822, 40001, 8862, 29719, 26098, 40322, 41276, 46248, 44823, 38659, 24433, 45601, 32243, 42403, 32213, 43146, 18746, 44336, 39002, 36875, 15312, 23016, 40315, 46092, 16790, 35562, 35519, 37506, 33760, 27318, 5753, 44002, 42944, 35890, 39661, 31694, 15248, 26973, 34036, 45371, 9686, 28445, 45848, 30511, 43509, 27935, 37688, 29041, 44428, 21382, 43894, 42805, 40205, 28363, 31750, 3087, 31885, 35955, 24156, 
25110, 43000, 40255, 39220, 3954, -1, 27236, 26538, 31491, 20873, 6878, 37342, 29328, 12848, 34439, 42382, 28300, 21286, 36048, 42944, 22461, 30444, 34884, 25344, 35473, 15334, 28930, 44018, 26768, 27695, 25304, 35172, 43539, 11686, 13423, 43450, 45269, 40604, 37598, 45444, 43265, 6052, 38915, 44717, 39569, 26663, 40185, 28089, 37648, 21271, 18715, 39569, 33479, 36829, 30843, 12992, 24978, 20591, 23982, 25961, 34438, 38215, 44465, 30057, 21283, 44214, 16202, 37357, 18031, 39981, 27221, 45137, 21603, 28090, 45191, 45544, 7369, 12239, 17843, 45218, 32579, 33146, 38113, 37339, 27405, 22182, 35946, 17076, 12865, 43015, 21604, 28938, 11223, 36267, 20318, 17600, 16355, 45792, 16338, 29781, 22729, 24494, 31203, 19994, 25008, 16331, 18469, 13332, 13908, 46304, 24106, 15201, 17888, 13012, 46226, 7671, 34865, 26682, 45953, 45745, 34483, 42914, 37192, 42831, 30477, 14522, 24196, 13942, 25785, 10679, 45904, 21993, 6518, 25066, 42508, 7198, 35547, 34186, 34530, 44218, 16483, 36917, 35827, 44444, 30561, 26948, 44652, 29145, 41873, 45936, 45017, 41547, 32432, 7794, 45587, 29374, 7830, 21555, 
40499, 45634, 15852, 25925, 41248, 27236, -1, 40605, 26608, 40725, 34036, 11828, 40674, 34579, 35683, 40320, 29066, 24325, 31673, 42698, 15981, 45766, 26475, 45260, 37834, 20909, 6533, 35400, 36221, 6709, 39063, 16606, 38322, 32877, 28301, 30979, 17190, 38922, 24324, 36156, 21139, 20720, 35852, 44489, 10510, 45340, 26332, 38863, 38334, 45475, 40452, 10912, 20237, 19799, 36712, 38679, 39223, 20606, 42016, 34979, 41272, 25197, 23658, 30211, 40604, 38761, 38038, 31051, 32067, 41502, 25174, 45450, 34450, 21845, 42370, 22946, 41400, 40783, 31080, 30749, 22253, 24520, 9460, 36390, 30608, 20916, 14825, 45014, 37809, 6308, 42796, 32228, 34254, 45560, 34178, 35994, 18455, 45693, 23476, 34267, 43153, 12809, 16941, 36035, 22499, 40953, 37480, 44623, 44212, 32627, 22889, 46212, 36950, 40424, 42859, 38788, 43334, 10626, 23180, 45864, 28859, 22099, 42452, 29829, 17640, 22584, 31876, 39726, 12114, 40730, 18173, 43874, 32919, 41840, 18791, 3140, 29826, 26995, 35438, 33012, 23945, 25865, 28376, 46169, 22945, 46038, 32513, 22492, 36151, 42219, 38061, 29846, 35053, 24470, 35590, 27608, 43833, 44025, 
18506, 29825, 34342, 29281, 32505, 26538, 40605, -1, 44292, 22622, 14844, 41609, 44094, 35106, 40293, 26450, 22315, 14712, 35199, 37619, 45867, 40589, 46263, 44327, 44101, 42188, 34409, 43173, 35192, 16393, 33368, 37130, 28008, 15916, 44600, 17621, 35985, 31855, 20026, 41260, 42458, 15656, 24857, 39799, 31572, 6239, 33642, 19907, 32487, 43827, 37768, 21028, 22386, 7073, 32627, 38649, 14433, 27187, 15323, 16814, 34871, 42458, 43751, 40786, 42474, 23121, 41672, 31748, 27240, 40958, 6995, 9524, 41919, 44011, 30052, 17054, 37216, 38045, 22488, 43018, 21463, 44146, 38724, 33899, 36225, 45793, 15451, 15507, 39015, 33482, 44674, 41232, 20810, 25606, 23424, 31565, 35453, 30336, 33958, 19507, 40709, 38341, 43868, 35332, 27305, 30972, 39620, 35297, 44668, 34675, 32156, 41145, 31042, 43088, 41618, 15424, 29758, 27237, 43142, 39535, 34178, 24788, 25980, 26146, 28910, 20029, 28274, 18475, 33624, 17324, 21974, 7661, 44257, 11883, 33905, 31015, 45037, 43104, 42692, 11127, 38425, 28690, 31593, 42007, 12778, 27262, 37387, 36446, 34529, 37961, 29280, 41616, 37943, 35368, 45284, 41711, 16813, 24115, 
35425, 39096, 35650, 22964, 30581, 31491, 26608, 44292, -1, 35506, 8900, 37922, 41869, 16412, 43828, 36565, 13524, 20133, 36770, 45013, 24281, 33502, 44363, 35669, 39890, 27915, 38865, 38431, 30918, 39696, 9664, 18131, 43212, 33654, 33253, 37678, 27023, 35160, 10006, 46334, 40844, 10249, 35122, 39636, 32032, 21812, 42310, 40371, 23518, 20787, 39481, 22801, 20574, 24033, 44349, 40979, 42235, 22313, 16832, 20032, 26150, 43681, 41073, 12433, 7527, 44156, 34557, 36473, 22238, 27563, 21768, 29547, 24066, 31566, 19990, 25380, 32304, 20178, 37213, 37383, 39365, 6611, 44970, 26785, 36748, 28767, 18602, 20774, 31961, 7794, 11704, 38306, 37785, 33966, 34968, 21877, 27888, 29260, 42574, 44039, 21314, 42088, 10513, 39430, 36704, 23439, 36350, 27186, 33130, 44943, 35660, 36667, 35369, 27164, 26219, 28075, 31455, 42803, 39536, 17741, 2172, 30738, 38341, 26755, 33163, 43994, 46093, 31095, 14586, 28565, 32205, 33196, 31194, 20095, 25676, 32797, 37814, 43638, 22935, 7586, 42974, 16217, 45357, 36949, 6080, 22144, 32438, 15488, 33875, 26900, 40690, 34359, 37729, 40240, 19596, 24827, 34597, 35819, 
20449, 38113, 44317, 22851, 43193, 20873, 40725, 22622, 35506, -1, 37636, 29399, 42530, 32210, 37835, 46261, 13520, 29070, 46283, 4313, 38052, 11796, 11744, 43444, 21746, 10247, 25930, 42595, 44211, 35497, 37203, 39169, 5698, 44509, 22626, 21073, 25010, 42577, 15660, 40122, 40071, 43832, 42414, 14437, 36376, 30051, 36556, 25940, 16920, 38205, 27982, 17825, 19199, 43636, 46268, 11064, 45654, 11833, 41586, 8675, 25224, 21665, 19852, 33291, 45238, 11175, 44712, 27324, 20482, 45172, 44896, 39492, 37713, 36820, 8598, 45927, 4228, 32691, 29898, 27464, 26657, 43824, 34494, 38021, 23959, 7768, 13746, 28935, 26309, 30430, 31375, 42206, 31927, 33246, 44713, 34702, 22366, 17085, 20753, 36218, 30414, 39540, 18449, 30624, 13275, 19625, 22070, 12989, 30889, 42510, 45581, 41551, 39665, 26675, 5020, 34903, 37708, 35877, 31894, 37596, 29085, 27923, 35900, 42003, 32303, 38167, 37334, 43428, 20395, 42998, 38462, 45982, 28904, 43563, 25471, 17047, 46030, 43376, 44230, 13275, 40876, 31899, 38098, 13496, 19446, 6691, 23594, 19110, 23629, 12275, 40346, 44755, 2152, 11503, 14355, 36258, 25810, 43267, 
