152
[-1, 10056, 21398, 36987, 24643, 17136, 31378, 27586, 27703, 33244, 23757, 26439, 11490, 43033, 27459, 11328, 39940, 41104, 30485, 32300, 39961, 34955, 30611, 20877, 37273, 32520, 35424, 43267, 26904, 35345, 45166, 18951, 39008, 9362, 31897, 26013, 36597, 41000, 46157, 39896, 37382, 22644, 19690, 12184, 15190, 15502, 17716, 38134, 28428, 41907, 13545, 4525, 17739, 35166, 33770, 43870, 33347, 37449, 45149, 12474, 13474, 45854, 44128, 40610, 45651, 28735, 34139, 33544, 25724, 30092, 28508, 33853, 33153, 25451, 36068, 41620, 27656, 41075, 19563, 17418, 12859, 43793, 35235, 32618, 30753, 31959, 33337, 45107, 36687, 34250, 25071, 25844, 42512, 20402, 31557, 38584, 34806, 18221, 43889, 11498, 26521, 29473, 38968, 45836, 22711, 22752, 34800, 22085, 26751, 27112, 30635, 36242, 42738, 38008, 42983, 9114, 10818, 37047, 15275, 27921, 21124, 29572, 42824, 27442, 34878, 35989, 34320, 37454, 44485, 21639, 40968, 18220, 25335, 35203, 36675, 38980, 44890, 40296, 18866, 32961, 35843, 13559, 25497, 25681, 24027, 29650, 41969, 14167, 27829, 18735, 38396, 17269, 
10056, -1, 12965, 24843, 18331, 42239, 8119, 21363, 20430, 37628, 42605, 10822, 34330, 20390, 36661, 36460, 40164, 28673, 43181, 40438, 21492, 43138, 17814, 12386, 39214, 30983, 28790, 20162, 46190, 40573, 39059, 15380, 22483, 17590, 26797, 32343, 37517, 21616, 37475, 41323, 41588, 17986, 35850, 36369, 9572, 37917, 29985, 34592, 45401, 45538, 28439, 28723, 16361, 14552, 23883, 36701, 41574, 39313, 12328, 42742, 45264, 39277, 32684, 39219, 35745, 31841, 39458, 31465, 14890, 39563, 24660, 32840, 38184, 43117, 31688, 28384, 42099, 33556, 32494, 25349, 46069, 18120, 39404, 26629, 23930, 27046, 1642, 36066, 17111, 33983, 36236, 38608, 21525, 7372, 44755, 32656, 43810, 43401, 35046, 12489, 33219, 27323, 22464, 3227, 40056, 33999, 29262, 30079, 17932, 29465, 41106, 26861, 33271, 46084, 33956, 44522, 41039, 28536, 12118, 22888, 18400, 43937, 36513, 27757, 22059, 24278, 21551, 23086, 44640, 41671, 38520, 45109, 16249, 45053, 14357, 43012, 39409, 43149, 40473, 33240, 41179, 20983, 39347, 27523, 35187, 33464, 23050, 11443, 45420, 27148, 36327, 21833, 
21398, 12965, -1, 39433, 42367, 43468, 26788, 34268, 31675, 30726, 19716, 17820, 31815, 24954, 7478, 29535, 11893, 42740, 36699, 39129, 35639, 36263, 42768, 23562, 43722, 38143, 41624, 35792, 35079, 18917, 23599, 35744, 45462, 38759, 43910, 26851, 41084, 21378, 33129, 37436, 34811, 39205, 23182, 35507, 39717, 23851, 42021, 43928, 28176, 25371, 36938, 26651, 42283, 36406, 9849, 26515, 43206, 43543, 25740, 45890, 25714, 28695, 45647, 29049, 26823, 12514, 26877, 31496, 46336, 43195, 23347, 35771, 31670, 42373, 44171, 14069, 26448, 36464, 22695, 10015, 13336, 42677, 15401, 38473, 28591, 30500, 38027, 34753, 27858, 28554, 5952, 17692, 10019, 41352, 44599, 30380, 45162, 24121, 29230, 43895, 44688, 12203, 39193, 44655, 18712, 41794, 36238, 42701, 45600, 42652, 21344, 46165, 35894, 8349, 40779, 5095, 30753, 9358, 35764, 38950, 45831, 43569, 11218, 35958, 41304, 33674, 43344, 17691, 27588, 34193, 42004, 8952, 44783, 36806, 40545, 34896, 45879, 41746, 30328, 45234, 14718, 15921, 19177, 38462, 36734, 30141, 28347, 40982, 44126, 44268, 36474, 34686, 
36987, 24843, 39433, -1, 44910, 15867, 34006, 39969, 31271, 44632, 33950, 42380, 14651, 28450, 28187, 17201, 34916, 26568, 34079, 24216, 45854, 37342, 22235, 17819, 40461, 22186, 16591, 13381, 26199, 30922, 34423, 36749, 25195, 22426, 14231, 43424, 35787, 20455, 27349, 31856, 26724, 35824, 33064, 25321, 14269, 7873, 20947, 30322, 40500, 34513, 40025, 37064, 37942, 23328, 23822, 12603, 42109, 42331, 39027, 35592, 24665, 19495, 39892, 24198, 38289, 38911, 38427, 16885, 44753, 17877, 43769, 40022, 40260, 43220, 37174, 22475, 1152, 24586, 25990, 40612, 21010, 46164, 39748, 19418, 44361, 37969, 45851, 46127, 46194, 27261, 42133, 42721, 41045, 41040, 31382, 19762, 32490, 43612, 30861, 32842, 36949, 26113, 43300, 45361, 33854, 45095, 8174, 43271, 28724, 38491, 22499, 19917, 14249, 14101, 41793, 41614, 28197, 34644, 41221, 31019, 38373, 41481, 11029, 26273, 43660, 13007, 45272, 42567, 23874, 21491, 38605, 6080, 36566, 39134, 25588, 27550, 26361, 37264, 16683, 43543, 26599, 41597, 16550, 31985, 23415, 38902, 39134, 29265, 39076, 43614, 28299, 13215, 
24643, 18331, 42367, 44910, -1, 43125, 44873, 43411, 16369, 29886, 26975, 35758, 34384, 32046, 27617, 42756, 40130, 33326, 37253, 43615, 13878, 33891, 15336, 36354, 46339, 26347, 13718, 42160, 44706, 46339, 39464, 28892, 40275, 28041, 42838, 19129, 28796, 39058, 39369, 16667, 27627, 40942, 25904, 44981, 30875, 27048, 46023, 18795, 15836, 27310, 22648, 17132, 23312, 38685, 27061, 42076, 30843, 29125, 4788, 30458, 28428, 21870, 27143, 45312, 18008, 25860, 22159, 27833, 22062, 45644, 28635, 21060, 16618, 39585, 41764, 33739, 29102, 42679, 46175, 26032, 43563, 29285, 30248, 21133, 13152, 13916, 28469, 18478, 29319, 12303, 33942, 39738, 40795, 23385, 7435, 34536, 43730, 43149, 26144, 9252, 25566, 39423, 43203, 29129, 30867, 41388, 29738, 14399, 36956, 41687, 35882, 33761, 40946, 44667, 34797, 27992, 22049, 43496, 15582, 9346, 16715, 14205, 32706, 42084, 40727, 28610, 18970, 33645, 32573, 38604, 40683, 33639, 45252, 37272, 38049, 30046, 24468, 30143, 35122, 35187, 46046, 22908, 20771, 43885, 36347, 22523, 32074, 42594, 40828, 44740, 39955, 30538, 
17136, 42239, 43468, 15867, 43125, -1, 33017, 14590, 18017, 17929, 44069, 42986, 35226, 12626, 22003, 31421, 33824, 34566, 19146, 28083, 38335, 44543, 42664, 14103, 37866, 27648, 33564, 38790, 21997, 34056, 25753, 36886, 21592, 33135, 26449, 17487, 28949, 46182, 42236, 12135, 5341, 31329, 39398, 36830, 14943, 44537, 46238, 40628, 37647, 23916, 37482, 5954, 7115, 37037, 23617, 21872, 5699, 22225, 22980, 23530, 43655, 9670, 42325, 34156, 25293, 19156, 37240, 44037, 30891, 18172, 31604, 44345, 41133, 37948, 13733, 25878, 27615, 36443, 37783, 36122, 44785, 35142, 27988, 43807, 43851, 1764, 41786, 44569, 39628, 27360, 41644, 23191, 31441, 40085, 10973, 45757, 40561, 34024, 5379, 44592, 29904, 42613, 38397, 26905, 45503, 23603, 21981, 42605, 40685, 24475, 36581, 45405, 41243, 37802, 9602, 22907, 28407, 32862, 11171, 45221, 26673, 19310, 45421, 36689, 43697, 35803, 29932, 41719, 38580, 38440, 44597, 38217, 31998, 9279, 45593, 4193, 22268, 37152, 38644, 44305, 18984, 31288, 33754, 42418, 34882, 16994, 45201, 29531, 27936, 36011, 6121, 31981, 
31378, 8119, 26788, 34006, 44873, 33017, -1, 14608, 36640, 31189, 20018, 31482, 44500, 17631, 46218, 28058, 41948, 28148, 24836, 38497, 39493, 12195, 29195, 38018, 36582, 32690, 30249, 33231, 28374, 43946, 41131, 21095, 22151, 8728, 42361, 45251, 11506, 23294, 28677, 9649, 45951, 7406, 30495, 13891, 27795, 44539, 42775, 21494, 38555, 37854, 20776, 13316, 35799, 44745, 43104, 22077, 11019, 23171, 28281, 42732, 36136, 34210, 37397, 45084, 45455, 45795, 24186, 21077, 43408, 18291, 39513, 41892, 33606, 21468, 30091, 44359, 34850, 46184, 32526, 27864, 14386, 24524, 40380, 26670, 25523, 33638, 41769, 22142, 36472, 26743, 44532, 29248, 21383, 23010, 42137, 7312, 23183, 12648, 34615, 22468, 26490, 35494, 26085, 43348, 5697, 39172, 39415, 23209, 22923, 33252, 41091, 43505, 44737, 23747, 29518, 42484, 41990, 25874, 35362, 20967, 27663, 33975, 33064, 13020, 33473, 24361, 20447, 34755, 46023, 44634, 32257, 24619, 27144, 40655, 32813, 40692, 32604, 44736, 27157, 43925, 46042, 45715, 32172, 27347, 21048, 18430, 38586, 38147, 37977, 42860, 31542, 46187, 
27586, 21363, 34268, 39969, 43411, 14590, 14608, -1, 45273, 39308, 24275, 38263, 42411, 37588, 18201, 35478, 34307, 44640, 45968, 43336, 38813, 38863, 27812, 21443, 27965, 22951, 20461, 27015, 26569, 30405, 37944, 14152, 13036, 31859, 36303, 33580, 38114, 22271, 39594, 40281, 33436, 45593, 19712, 43449, 32086, 45117, 46291, 9846, 9211, 31539, 30289, 40392, 37766, 33942, 41849, 33835, 25881, 19668, 11916, 30629, 42380, 44023, 11625, 24312, 38850, 35423, 31963, 34591, 24241, 4397, 15761, 17156, 24578, 22413, 39267, 32608, 42088, 16243, 43455, 9116, 24340, 36073, 27053, 42787, 5817, 31640, 46173, 41517, 21707, 28369, 15559, 30820, 31648, 33877, 25410, 28027, 44236, 44495, 12689, 34086, 40575, 42383, 38776, 28594, 22476, 27025, 25581, 33893, 20730, 30049, 44037, 40895, 37003, 40683, 43792, 33609, 37681, 31956, 38562, 41950, 42319, 38577, 29547, 23855, 28694, 20424, 44370, 33633, 23161, 35991, 18791, 3635, 37768, 28417, 39646, 31566, 13049, 44543, 35786, 45994, 43475, 32643, 27381, 38585, 34698, 45604, 35599, 44082, 22356, 32867, 16456, 29630, 
27703, 20430, 31675, 31271, 16369, 18017, 36640, 45273, -1, 46073, 8343, 31443, 27302, 32298, 43115, 30671, 44850, 27606, 40738, 36125, 25635, 24735, 33214, 30439, 5176, 33550, 26323, 31464, 42276, 19402, 30548, 41150, 28141, 39125, 24879, 32551, 40547, 15548, 38297, 27978, 38426, 45025, 27533, 31733, 33063, 35191, 33596, 43618, 34427, 44558, 31717, 29087, 33649, 31697, 26266, 27085, 44053, 33473, 17625, 17610, 39205, 34265, 26469, 23837, 41557, 44293, 34153, 17582, 20813, 33905, 42375, 36128, 30621, 21036, 3783, 45535, 26962, 38297, 29994, 31536, 35822, 21298, 17844, 16264, 40490, 38392, 40906, 41029, 12212, 44515, 23637, 26074, 43643, 42297, 21721, 36844, 37639, 10118, 29802, 39278, 13177, 24831, 41707, 27664, 23938, 39798, 12203, 37965, 12705, 16646, 41125, 36629, 40791, 36358, 20740, 40297, 39106, 13000, 39214, 44819, 35123, 46142, 31864, 42252, 32350, 23515, 24465, 42275, 44965, 43809, 25253, 19559, 16641, 18924, 38499, 37606, 23660, 14564, 43478, 8650, 45861, 38614, 40851, 33416, 35227, 40151, 38138, 40337, 35208, 36018, 18289, 30889, 
33244, 37628, 30726, 44632, 29886, 17929, 31189, 39308, 46073, -1, 13433, 44025, 28662, 10953, 43160, 41282, 38600, 45218, 28566, 19414, 21341, 43567, 35072, 36039, 36686, 42524, 36432, 44989, 9992, 39279, 34083, 30100, 40190, 35069, 32712, 38154, 11455, 37900, 41052, 26487, 42320, 28287, 8208, 41270, 40212, 35649, 38366, 42002, 37847, 19804, 25219, 26893, 9612, 23757, 35841, 43645, 40776, 24678, 37434, 43927, 45554, 19282, 34601, 30444, 41858, 30707, 44433, 10517, 15828, 46144, 45843, 39047, 42039, 3822, 41968, 24132, 36424, 28660, 27196, 23164, 41417, 25012, 42194, 28271, 27174, 39710, 28575, 36557, 15419, 10406, 3514, 34689, 8605, 16974, 17927, 28413, 30026, 40489, 45027, 25894, 43687, 38181, 28519, 25118, 13198, 13047, 46121, 20406, 35719, 39611, 12740, 9135, 32051, 37663, 45797, 27664, 33703, 45225, 9093, 41491, 43479, 42556, 39962, 45954, 40235, 37769, 35434, 45153, 45655, 36005, 21038, 41204, 40699, 30863, 41745, 29479, 43020, 32031, 38845, 42691, 19065, 38973, 32917, 26557, 41553, 43956, 35985, 43506, 45766, 36322, 15807, 25294, 
