188
[-1, 31132, 21229, 43724, 41059, 44212, 33162, 37297, 29600, 44216, 17359, 32301, 40484, 39763, 34013, 45583, 37797, 12975, 28760, 36297, 4010, 35089, 20890, 6650, 40686, 25743, 20424, 16041, 32591, 40536, 32529, 18018, 41716, 28851, 17174, 32183, 6842, 37366, 25507, 19136, 24017, 24577, 28759, 18224, 38885, 17603, 30947, 36251, 13362, 6462, 33932, 41529, 14798, 16664, 43594, 26599, 36463, 43805, 26030, 36961, 42387, 43470, 23947, 46277, 11950, 33000, 33203, 43607, 23216, 20220, 45551, 19315, 44303, 20178, 32982, 45044, 34454, 28748, 33082, 18963, 37213, 23672, 27762, 21710, 39504, 36535, 25317, 42645, 41327, 39488, 16605, 22816, 36529, 40201, 42076, 41495, 25321, 40567, 38317, 26105, 37715, 23180, 23050, 22579, 11525, 37417, 44293, 29747, 39258, 38553, 36307, 19884, 43303, 37428, 40504, 32227, 17234, 29038, 20814, 21684, 31621, 46320, 36594, 25697, 43749, 42217, 38865, 45310, 27510, 21241, 36590, 25838, 44163, 45951, 38899, 30435, 18475, 42940, 37573, 30364, 10086, 33031, 36073, 45496, 39406, 46190, 36810, 45557, 24447, 16226, 34478, 41733, 46173, 40366, 41406, 12081, 36271, 15387, 34975, 16938, 27669, 44176, 9831, 27425, 38700, 42884, 32811, 30653, 13334, 13012, 12984, 25041, 35667, 16598, 31057, 23342, 42000, 26120, 15799, 45640, 40859, 35639, 42643, 16661, 17012, 35579, 41829, 32331, 
31132, -1, 30761, 40667, 13948, 25816, 25281, 32036, 43147, 29834, 37971, 13546, 18448, 39526, 32669, 36075, 16946, 43614, 42472, 30520, 41731, 30766, 27862, 35061, 17215, 31271, 40829, 43156, 26234, 17420, 14616, 33497, 37862, 45303, 39563, 26846, 28179, 9006, 29724, 26094, 31946, 25074, 45171, 42217, 25388, 33030, 13447, 30485, 25633, 27765, 38733, 25336, 28399, 44743, 19916, 7993, 10438, 37508, 2838, 37762, 27256, 40147, 33292, 41663, 7648, 14810, 45822, 14045, 44675, 30180, 19427, 36734, 28430, 33609, 11704, 34652, 17907, 15197, 40816, 17564, 36958, 23720, 18064, 25059, 42434, 38599, 4105, 16231, 40020, 34871, 40811, 29443, 31568, 37290, 34003, 38911, 22047, 13146, 35139, 15468, 44352, 40234, 18411, 26189, 25212, 36016, 26361, 13520, 25326, 18442, 41080, 38709, 4751, 36382, 43611, 11376, 33489, 42725, 10763, 25539, 37443, 36191, 29785, 46334, 23773, 30539, 31928, 34492, 42552, 23657, 39551, 27270, 33379, 44104, 44953, 27786, 44023, 34692, 35698, 42165, 12557, 29711, 45214, 25633, 32873, 21746, 25408, 43629, 44757, 16988, 21450, 26254, 39239, 46085, 8820, 34924, 44907, 14313, 22985, 41684, 41656, 27778, 36425, 39592, 39471, 34131, 15388, 10887, 30617, 15506, 19857, 43997, 31122, 33773, 40005, 24756, 37381, 37438, 33209, 17196, 12331, 38844, 43397, 39248, 27940, 33380, 42178, 17830, 
21229, 30761, -1, 19454, 31724, 19354, 39399, 34614, 24955, 24941, 44681, 37338, 33366, 29366, 30540, 11605, 39427, 5378, 21540, 41978, 27934, 46142, 44547, 45906, 42551, 31389, 10834, 43147, 45835, 37419, 10407, 38595, 34234, 30563, 10748, 32444, 37733, 37764, 39745, 28626, 32551, 27701, 21175, 45937, 12945, 34022, 36172, 23338, 42069, 15917, 14904, 8426, 12797, 29987, 40998, 37597, 24251, 21626, 41319, 33372, 43155, 12568, 15584, 28873, 15256, 35565, 23134, 15524, 26246, 11097, 35111, 45477, 32660, 43903, 31605, 15137, 18516, 19094, 9095, 33262, 40176, 27254, 16811, 10882, 36360, 45572, 22194, 30955, 23830, 41052, 36747, 38328, 36018, 35402, 31474, 5738, 40054, 45097, 41796, 43184, 36506, 35110, 29908, 42768, 30878, 37647, 44062, 45504, 29539, 42818, 34284, 12865, 44672, 40253, 42706, 13892, 16277, 11951, 36127, 37066, 21282, 11001, 22506, 40724, 34610, 41934, 24621, 17820, 43846, 44867, 14706, 33008, 40863, 8209, 13159, 13601, 29807, 32721, 34505, 36435, 43600, 36094, 34581, 30736, 27096, 39174, 42120, 34883, 28704, 44600, 18370, 39918, 44881, 27312, 31692, 45502, 6666, 22461, 30132, 34293, 20208, 40500, 31362, 13797, 15399, 36070, 45458, 37728, 39899, 31629, 16166, 29677, 43131, 44060, 45523, 18579, 44929, 40299, 33068, 34172, 42462, 42507, 25572, 30834, 37179, 31439, 18364, 33872, 
43724, 40667, 19454, -1, 32316, 23745, 6653, 33689, 29444, 36768, 1444, 42171, 28120, 14751, 8270, 25891, 42504, 25320, 45673, 36641, 28696, 32446, 33160, 41867, 31330, 29311, 33514, 24823, 38387, 11549, 29811, 17138, 22210, 34212, 34937, 13528, 35757, 40034, 29866, 15251, 22441, 38021, 21086, 29812, 30387, 37940, 45877, 34118, 18292, 42398, 38125, 45452, 39298, 41043, 43408, 29688, 31219, 10065, 40370, 31044, 24930, 38627, 36033, 19812, 43328, 14638, 23867, 31995, 45016, 21355, 19934, 19667, 44007, 29013, 39892, 42787, 41590, 35823, 10048, 34193, 45795, 29778, 45989, 43360, 35090, 28023, 42852, 45702, 29074, 24503, 24022, 44433, 16672, 33352, 34579, 22512, 44974, 25989, 5079, 28520, 35793, 39295, 42992, 37136, 26916, 43783, 2587, 39631, 34221, 19570, 22462, 27439, 21474, 16862, 31095, 36536, 3574, 45964, 26450, 34027, 26524, 30368, 30360, 24104, 33507, 11299, 45832, 37917, 34693, 40902, 27304, 44394, 38055, 31705, 44035, 43020, 42174, 39865, 34729, 36940, 9223, 17350, 21360, 30407, 41088, 35120, 39515, 21998, 36167, 16895, 22070, 42987, 29609, 18593, 12959, 44034, 30991, 28512, 35229, 40036, 27994, 30158, 38006, 24805, 41956, 21136, 23441, 29983, 42814, 38649, 31805, 12549, 19975, 30154, 34977, 26833, 7608, 30604, 12219, 34323, 15296, 42883, 45554, 41179, 43681, 15082, 41940, 39120, 
41059, 13948, 31724, 32316, -1, 36916, 27624, 28464, 45673, 20312, 13920, 46054, 23200, 44696, 40374, 44316, 36036, 35109, 30245, 42573, 41274, 16976, 28504, 41780, 20335, 42113, 45449, 36956, 12535, 34527, 25622, 36512, 3305, 34451, 26055, 31672, 21474, 15287, 17161, 40799, 23539, 19126, 34704, 24955, 31626, 9674, 41488, 13849, 8190, 42131, 35563, 40291, 37454, 31393, 35418, 44244, 20043, 16830, 22703, 32480, 36815, 40346, 27054, 22473, 35600, 34308, 44312, 44442, 36718, 45322, 45231, 7379, 39131, 44791, 17042, 36538, 39462, 33969, 46157, 42132, 23410, 14449, 31008, 40584, 40213, 41509, 19314, 46317, 27775, 34368, 24941, 29731, 46072, 33674, 45016, 20956, 18340, 9375, 20597, 40631, 16978, 45715, 36887, 33757, 21289, 44282, 37825, 31649, 27259, 33306, 38912, 29723, 18805, 44403, 43970, 44592, 39694, 30832, 23221, 31496, 42379, 25015, 21053, 31009, 13945, 43343, 42436, 42269, 31305, 43388, 26655, 32002, 518, 34122, 33934, 31104, 41524, 40240, 30097, 30018, 30370, 32973, 19652, 39608, 19107, 25442, 39941, 32348, 41308, 35589, 26934, 36653, 22807, 43027, 29194, 24272, 45160, 28289, 34311, 17692, 29305, 29508, 40610, 40947, 35451, 4293, 41349, 23464, 36750, 34301, 29831, 46064, 41111, 40477, 21226, 26681, 35447, 19505, 33347, 44427, 20067, 26876, 38370, 14553, 35402, 29551, 42375, 15184, 
44212, 25816, 19354, 23745, 36916, -1, 41989, 41898, 18267, 32833, 9570, 31443, 26221, 44988, 38976, 31278, 34301, 25937, 31874, 29005, 3440, 36776, 43770, 21443, 38242, 45288, 16288, 43145, 37172, 10911, 41465, 19633, 45582, 31703, 16489, 32963, 31774, 33875, 35289, 17036, 28597, 22557, 40734, 3132, 24576, 39789, 5543, 17539, 28962, 22079, 20836, 33604, 40038, 45092, 23835, 28920, 43696, 33909, 23670, 35222, 19526, 29345, 36563, 34062, 39984, 34606, 26045, 45845, 43398, 27117, 28051, 18447, 43893, 38008, 34050, 37443, 30286, 41524, 19274, 30720, 19233, 27411, 26065, 43699, 38873, 40629, 33310, 6682, 44086, 6239, 42055, 32529, 40276, 37726, 28577, 36770, 25616, 19743, 31453, 38580, 29031, 29442, 35243, 40589, 42095, 27466, 29692, 35904, 41324, 25178, 39937, 39640, 33631, 20135, 23191, 29688, 41360, 41339, 24437, 11032, 39510, 33915, 24164, 38509, 44196, 41690, 16307, 17134, 33959, 33562, 18707, 41293, 40916, 31163, 40114, 44361, 17929, 45974, 29866, 39743, 43906, 20463, 22669, 37354, 41534, 19288, 38442, 31849, 35479, 43747, 24040, 38649, 43899, 40386, 22439, 26930, 18260, 43446, 11278, 36453, 37833, 18303, 40521, 17780, 7734, 44780, 28962, 16606, 39526, 36684, 43435, 43969, 19524, 18234, 39160, 42100, 10126, 41467, 30094, 26394, 30717, 41740, 43649, 14417, 35212, 44358, 42675, 24617, 
33162, 25281, 39399, 6653, 27624, 41989, -1, 41510, 17073, 44937, 38856, 28399, 43424, 40300, 39541, 12657, 8709, 41507, 38841, 38293, 6397, 32770, 11857, 45481, 43392, 5951, 33817, 33248, 30348, 37039, 13980, 30174, 38952, 37166, 36186, 40822, 28126, 44595, 29822, 42374, 32918, 35260, 37635, 31570, 19209, 45365, 38368, 6313, 21307, 31580, 11879, 30766, 24385, 41568, 17951, 7672, 16726, 8242, 14498, 43321, 24727, 16691, 42233, 45835, 45534, 28392, 41505, 40673, 9641, 14771, 39477, 31894, 6158, 44628, 19468, 44388, 41275, 4892, 34972, 29462, 26123, 44727, 27292, 18751, 41770, 6585, 29232, 29937, 19478, 28683, 31824, 42095, 17020, 32360, 33203, 32579, 34411, 39085, 23247, 35905, 24459, 34151, 42594, 26078, 35236, 19248, 39375, 29807, 36325, 24411, 41427, 39529, 9560, 45953, 23954, 43851, 31001, 36967, 31842, 32225, 44022, 43814, 41680, 18394, 11377, 36745, 34296, 23929, 39569, 35433, 37736, 44048, 2465, 8523, 35470, 41803, 29264, 21457, 15107, 29949, 45124, 31392, 17771, 28305, 38165, 19697, 40175, 18011, 32332, 29234, 13865, 19759, 37107, 18563, 42267, 34609, 14405, 18630, 35334, 35698, 40407, 39190, 31789, 29303, 35784, 15400, 39197, 17573, 35160, 28291, 20828, 39606, 3740, 24962, 29668, 36413, 28728, 45737, 40404, 23984, 34848, 42115, 29568, 39007, 18687, 37577, 17772, 13234, 
37297, 32036, 34614, 33689, 28464, 41898, 41510, -1, 37204, 41002, 34070, 32902, 45533, 21785, 19500, 43402, 39166, 30667, 16604, 38714, 39252, 28010, 43518, 34174, 44121, 30508, 26313, 10893, 33112, 36880, 41889, 27851, 39647, 26292, 44055, 40605, 7698, 20406, 25916, 33534, 17498, 31757, 20273, 39924, 28140, 31608, 39050, 34404, 41601, 40424, 44547, 39592, 44964, 42377, 9366, 23175, 42655, 22030, 25902, 42074, 38049, 34434, 30270, 27311, 45515, 39411, 33963, 9538, 44494, 29482, 26892, 45613, 23552, 43179, 24480, 36994, 41995, 33342, 32172, 30383, 37276, 20713, 21622, 39292, 40527, 10557, 39990, 37734, 20594, 45824, 35550, 25993, 32973, 3678, 15340, 22088, 30764, 30835, 33848, 21629, 37655, 34222, 30985, 33242, 13855, 28859, 33721, 33650, 34933, 45365, 27132, 44543, 29728, 30738, 38947, 38082, 42553, 43291, 20589, 15171, 22864, 31601, 19671, 41288, 35076, 33636, 34609, 21754, 46311, 23144, 33034, 33730, 13392, 21262, 44832, 10760, 24867, 13017, 46011, 29107, 16227, 40814, 39062, 39383, 33615, 17732, 14480, 17322, 22854, 12032, 37231, 11128, 34165, 25230, 35774, 11618, 29124, 25046, 23097, 25934, 37491, 16262, 8737, 36028, 14598, 34150, 16980, 36908, 32839, 37506, 34719, 34316, 20780, 43277, 7026, 31554, 39833, 17843, 32033, 11800, 14456, 32770, 12535, 28000, 29972, 41578, 38362, 43063, 
29600, 43147, 24955, 29444, 45673, 18267, 17073, 37204, -1, 24353, 30616, 44404, 13932, 40709, 9993, 17080, 39940, 21226, 38576, 42981, 45107, 8082, 17636, 29139, 19188, 12804, 31605, 44201, 19508, 29264, 46160, 24629, 30746, 24920, 35066, 27308, 15648, 43437, 31874, 29024, 1653, 12956, 23206, 35127, 35927, 36353, 39570, 21277, 37028, 31008, 45155, 37957, 44720, 43449, 30905, 33931, 44480, 37688, 23914, 29914, 44468, 19246, 42827, 31009, 34273, 44736, 19051, 26949, 17416, 41538, 23423, 42494, 25082, 5088, 40756, 41698, 39718, 36468, 32097, 32542, 17071, 16500, 7391, 44114, 20100, 34337, 30984, 26401, 39646, 37509, 36922, 42995, 41158, 35835, 37252, 37711, 14500, 33131, 10635, 43660, 11486, 32694, 16935, 10922, 35420, 32569, 22633, 23162, 36649, 35774, 34767, 40849, 43064, 15718, 31574, 31701, 27838, 18811, 33990, 31198, 17205, 12563, 42569, 26860, 35151, 45156, 34727, 9370, 20101, 26808, 6941, 36322, 39057, 27460, 41583, 26125, 38892, 19425, 35648, 26600, 18739, 7941, 25621, 26857, 2188, 32099, 40312, 45399, 3698, 9826, 26931, 35610, 38709, 29523, 42557, 20769, 32179, 38570, 26313, 37865, 40787, 43311, 46135, 43764, 12741, 17926, 30777, 28612, 37435, 23868, 32268, 34631, 39581, 26912, 18956, 15852, 25554, 15114, 42577, 32213, 25228, 22634, 38762, 27942, 38807, 46101, 14741, 28492, 
44216, 29834, 24941, 36768, 20312, 32833, 44937, 41002, 24353, -1, 36867, 40877, 18157, 7907, 39288, 44930, 33674, 36339, 45220, 27042, 40568, 38672, 42170, 29592, 8367, 44677, 45278, 41083, 39049, 15416, 37630, 14903, 7645, 5646, 38816, 16475, 26074, 14476, 44447, 26355, 40782, 29589, 1920, 18685, 29885, 41684, 39424, 18530, 28396, 27100, 8344, 40013, 46117, 38273, 29818, 15493, 39219, 37288, 28781, 17765, 43795, 24729, 27065, 33366, 34548, 6489, 33943, 26568, 40415, 37602, 35060, 41888, 39339, 41739, 19634, 26931, 31074, 23397, 14004, 42688, 35547, 16810, 25917, 32309, 16684, 13740, 45536, 35111, 26984, 40304, 22366, 20315, 45434, 22497, 14473, 38332, 42477, 39819, 7157, 33660, 21345, 33793, 41896, 40392, 45403, 40975, 28207, 36374, 42234, 22248, 32414, 34199, 43251, 31203, 15050, 39348, 34364, 40145, 35526, 15414, 41224, 40777, 41581, 42422, 34978, 39549, 25593, 24421, 20867, 43378, 34665, 32520, 38171, 11984, 27314, 38076, 27248, 28518, 27496, 37981, 23613, 45127, 43577, 30892, 12977, 9886, 33907, 24988, 36250, 8603, 32193, 2105, 42668, 27316, 38819, 38307, 39734, 41517, 39312, 28460, 39363, 44744, 38340, 28802, 26090, 38684, 32160, 45780, 14748, 44808, 39016, 11290, 29364, 33322, 14026, 38452, 40390, 39652, 40327, 31390, 6328, 38218, 43628, 30536, 38301, 20295, 12877, 43183, 
