179
[-1, 21438, 18486, 19962, 30261, 24226, 29480, 33585, 28184, 30261, 29105, 11830, 5072, 41479, 35730, 35473, 45988, 43652, 17318, 23960, 40330, 32019, 29470, 27499, 31656, 43197, 45571, 19417, 37855, 14094, 41674, 41593, 24760, 21825, 41015, 44730, 45829, 31823, 35204, 46095, 37496, 17229, 33407, 31216, 28821, 14966, 30701, 44103, 41428, 31634, 43571, 3383, 10615, 38074, 40869, 42822, 43645, 30354, 30415, 27945, 4803, 44986, 30028, 32319, 43110, 26974, 23719, 40181, 40298, 45809, 41450, 41380, 40818, 24683, 23048, 38757, 40622, 21766, 32142, 29942, 22169, 30380, 37995, 41132, 32475, 45885, 24048, 34623, 37128, 46088, 15485, 27624, 7773, 44646, 33769, 31598, 42759, 20536, 42430, 22273, 7375, 34691, 17558, 18087, 43632, 41183, 30091, 45302, 40165, 29539, 41866, 29309, 28549, 32577, 43094, 29356, 26914, 39275, 16769, 41242, 42791, 21855, 24069, 34326, 34130, 29558, 28533, 45719, 35108, 46021, 9060, 23250, 31491, 34589, 32594, 43802, 27751, 42811, 17051, 43769, 26329, 33464, 39583, 25322, 40168, 12719, 30770, 22246, 46334, 37387, 45396, 42789, 8159, 39361, 22437, 16585, 26571, 27267, 6891, 30448, 23562, 25233, 24947, 37118, 18718, 35318, 23219, 14835, 33731, 30189, 29094, 38458, 26095, 5495, 33202, 43775, 42422, 44519, 43868, 
21438, -1, 8619, 36547, 41795, 41970, 33053, 42350, 32422, 35525, 34079, 45871, 24973, 46021, 25001, 29097, 31338, 41460, 44300, 20294, 29737, 33568, 4601, 18413, 38486, 32103, 28573, 31559, 31094, 46282, 42957, 24166, 9930, 24801, 31052, 40170, 24243, 27668, 1445, 35420, 31532, 25477, 24455, 21773, 39174, 46027, 40163, 35854, 27014, 12678, 36060, 44806, 16323, 29834, 33312, 29978, 39947, 28020, 17015, 2720, 6093, 3582, 39656, 32702, 31873, 35909, 5543, 30676, 34437, 26460, 32423, 19596, 30931, 14422, 36159, 33952, 28372, 26854, 43428, 20263, 37792, 40324, 44544, 35500, 45290, 38701, 37946, 22189, 15181, 45981, 15689, 19042, 26384, 35251, 43238, 36815, 4529, 18237, 13405, 24606, 41131, 16149, 24050, 35973, 37250, 20191, 9989, 35301, 41254, 33346, 43620, 46243, 30514, 34199, 13452, 41584, 35739, 28196, 29930, 45537, 26754, 42017, 26952, 24213, 30041, 23017, 31973, 44242, 19667, 43463, 39038, 26063, 41723, 18125, 24387, 18589, 13804, 44291, 45844, 46333, 32861, 20797, 34321, 44057, 24637, 45785, 29589, 23368, 42687, 28748, 24710, 12683, 36699, 8927, 17613, 22250, 13324, 16011, 42265, 39559, 21086, 37484, 16742, 40356, 44325, 31495, 38134, 43003, 19202, 43791, 27513, 19502, 41462, 25225, 38124, 12699, 17703, 15401, 44258, 
18486, 8619, -1, 15338, 20111, 19823, 24003, 34965, 39211, 33185, 46170, 33832, 32878, 42393, 30184, 45581, 37682, 32371, 36142, 15432, 31522, 40006, 44015, 20107, 31536, 33850, 38931, 32500, 13830, 25587, 4549, 38541, 20882, 39283, 34239, 20290, 26948, 25942, 32727, 25701, 29454, 18413, 39489, 36670, 34481, 34210, 19036, 31322, 23506, 36323, 46130, 6675, 23137, 39646, 32666, 14671, 46234, 18794, 37857, 29878, 31559, 18156, 36174, 40774, 44964, 41073, 18749, 13975, 27442, 37564, 31339, 43060, 28476, 43941, 37659, 24278, 35327, 40995, 29246, 9255, 35727, 41407, 11801, 43522, 43175, 39616, 36950, 31261, 10040, 28021, 37436, 39303, 38988, 36891, 42579, 43222, 21830, 18678, 45333, 35115, 30601, 33263, 30203, 30974, 31538, 43716, 16214, 23171, 15564, 30247, 42202, 31317, 35907, 29605, 18621, 33820, 19823, 33664, 37303, 18026, 34240, 46089, 41120, 15449, 44367, 42070, 30258, 22923, 28039, 41760, 27773, 33750, 37432, 46302, 37687, 38953, 17743, 9751, 39294, 32106, 41497, 25756, 37997, 21908, 14767, 29923, 30447, 24219, 23961, 34683, 35919, 42574, 39931, 44572, 35851, 29802, 45536, 10683, 30036, 9187, 45268, 36709, 23616, 21668, 26687, 32934, 32976, 37976, 27397, 34371, 20525, 41437, 33793, 39812, 38805, 26928, 19339, 30902, 45587, 
19962, 36547, 15338, -1, 38483, 23261, 38645, 27116, 35951, 41575, 35104, 12067, 44146, 3910, 40847, 20573, 40046, 43813, 40149, 31943, 13468, 37584, 40113, 38759, 44443, 36066, 34099, 29513, 31190, 31062, 46234, 42986, 3538, 41111, 23966, 40945, 43284, 21056, 19746, 41604, 27827, 41704, 17772, 42587, 33470, 23072, 23768, 26401, 35595, 44387, 46142, 33307, 19397, 24580, 10081, 22768, 30767, 42731, 32267, 26181, 42126, 26709, 30762, 30581, 24827, 30215, 34008, 26987, 43816, 22000, 36846, 22691, 39522, 14241, 17897, 32835, 29018, 19734, 28929, 36823, 10823, 46287, 24926, 26978, 41041, 14828, 32458, 28891, 33139, 33657, 26251, 45827, 32601, 44606, 41578, 22382, 44069, 45592, 31090, 31225, 11659, 33268, 27863, 14296, 15911, 39724, 26562, 45322, 13996, 40330, 18556, 45999, 37498, 38358, 44194, 24971, 22463, 32289, 43734, 34185, 39812, 41539, 43369, 42700, 32123, 37817, 37419, 12390, 40382, 41976, 28046, 40454, 21737, 32393, 23566, 7794, 40131, 38913, 2342, 23270, 15983, 9998, 34552, 45884, 42015, 44074, 15298, 22770, 45406, 44386, 38880, 43575, 20451, 36925, 45217, 37922, 39303, 31281, 28161, 9361, 44133, 23515, 18115, 37046, 37309, 18765, 23825, 45248, 43621, 37484, 18524, 38468, 30415, 44696, 41231, 15699, 11766, 4888, 14083, 
30261, 41795, 20111, 38483, -1, 21384, 13386, 39266, 16297, 20417, 30766, 33676, 14509, 24929, 42312, 45793, 20026, 30995, 42845, 41338, 2737, 44814, 7842, 33977, 44636, 24373, 45684, 41315, 33787, 28956, 42075, 10388, 35470, 33353, 45862, 18015, 19109, 32073, 33553, 26159, 21376, 43239, 41263, 25199, 25736, 44233, 42608, 13209, 31338, 30944, 39149, 39592, 45584, 39648, 45702, 29215, 45282, 40824, 37383, 34951, 29703, 33152, 44444, 41254, 44834, 9899, 44838, 26785, 17534, 4670, 10192, 42180, 30785, 30291, 38127, 31272, 32126, 34839, 25232, 38926, 18513, 16576, 44354, 13416, 34205, 14465, 32427, 32082, 17665, 38841, 19959, 9118, 36472, 22579, 34212, 29872, 44719, 43430, 28998, 43590, 19526, 28419, 34267, 3455, 19211, 38403, 38881, 38306, 39621, 19236, 34029, 24993, 33688, 33966, 32095, 32644, 42835, 20360, 5006, 16889, 23397, 22106, 31720, 9403, 41543, 25451, 40248, 11096, 22014, 41431, 22700, 42369, 40981, 24145, 24810, 44759, 27610, 29584, 37821, 16126, 21505, 24697, 36866, 45843, 30138, 31732, 36433, 28191, 33538, 38940, 13517, 28529, 31860, 38339, 28870, 30784, 7661, 28446, 39795, 16038, 44210, 13350, 31475, 23594, 40296, 41355, 44158, 14697, 18919, 45340, 37955, 22701, 37950, 19643, 12018, 45155, 29194, 18885, 44491, 
24226, 41970, 19823, 23261, 21384, -1, 14613, 36359, 18898, 36092, 42536, 37991, 35558, 31386, 3124, 8031, 29595, 20651, 6825, 8022, 34158, 34769, 31663, 20359, 14813, 27423, 23790, 29798, 30929, 43200, 28690, 42939, 32784, 35062, 38918, 23345, 45560, 44081, 43031, 23495, 45045, 20728, 19596, 9693, 25731, 27562, 23930, 4986, 25365, 44007, 32783, 34768, 32009, 19927, 30354, 33292, 7446, 23865, 33148, 45599, 41046, 35522, 30494, 33734, 23387, 45045, 46201, 30045, 39109, 36445, 25403, 41235, 45170, 32900, 44553, 45752, 37296, 19802, 27535, 36833, 35251, 32243, 30952, 2512, 23490, 25044, 35425, 29420, 27005, 15761, 18902, 13627, 40063, 40471, 38959, 34401, 31394, 42426, 45260, 19954, 24279, 38049, 10138, 8257, 35296, 4371, 44665, 37638, 40360, 35404, 17115, 40279, 24425, 21329, 43765, 15504, 35199, 18901, 27691, 37481, 43750, 34295, 37382, 42859, 42021, 35665, 41487, 19764, 39155, 27864, 33767, 8467, 16162, 40534, 34575, 46167, 38646, 22540, 6820, 32585, 36361, 22945, 45042, 42437, 33078, 14667, 33289, 37113, 29940, 18724, 33002, 26228, 44569, 44403, 16394, 34043, 40905, 46171, 39793, 21572, 37603, 41901, 20629, 39531, 39791, 46263, 30072, 7390, 43737, 34708, 22957, 45067, 31665, 27731, 43504, 27603, 46262, 24401, 39552, 
29480, 33053, 24003, 38645, 13386, 14613, -1, 39049, 37745, 43200, 15098, 40962, 32969, 41696, 36503, 10072, 17396, 12359, 36267, 42385, 21138, 21806, 24798, 29795, 17488, 41112, 30596, 45671, 24877, 45501, 15254, 25814, 27366, 32534, 33123, 45841, 35285, 21955, 40574, 23718, 33709, 24097, 27591, 40663, 42996, 34533, 36571, 39369, 33655, 46106, 44157, 44574, 30633, 40003, 28588, 15178, 17453, 37309, 42133, 41031, 16863, 25972, 13774, 38751, 37363, 9981, 30347, 30088, 33331, 45726, 36359, 23327, 21442, 39484, 25306, 36181, 39115, 40650, 38636, 36652, 31530, 14606, 13978, 30330, 26419, 37884, 37243, 28904, 27795, 21950, 20295, 42054, 24731, 41262, 39206, 21722, 40960, 11779, 43703, 34158, 28710, 41163, 42962, 44007, 40981, 34305, 26200, 31294, 42793, 41412, 43606, 17798, 21230, 32266, 37991, 29233, 45666, 13732, 38979, 23437, 34555, 39315, 31494, 35613, 24677, 38089, 38694, 39319, 30100, 28668, 38974, 29060, 2980, 16635, 41856, 43601, 29893, 31098, 25550, 43332, 27153, 31874, 46311, 34975, 29045, 33204, 17777, 26881, 35093, 44750, 28325, 24569, 33392, 24300, 14959, 15416, 45995, 41831, 21794, 43540, 37351, 45398, 24636, 27918, 34167, 43203, 37123, 40378, 22002, 37716, 22042, 33109, 26706, 34182, 32950, 27383, 33046, 38189, 39176, 
33585, 42350, 34965, 27116, 39266, 36359, 39049, -1, 10686, 28992, 40306, 30786, 14160, 38949, 36411, 46211, 21704, 38759, 42014, 37050, 5730, 33527, 34926, 24765, 36237, 16280, 41678, 19820, 43603, 23242, 17862, 46084, 35378, 37218, 22617, 33630, 34438, 40564, 14287, 30754, 32455, 18752, 38102, 26392, 42753, 33307, 34479, 39246, 8061, 23029, 39715, 33132, 22722, 44477, 34505, 44856, 27947, 34103, 32545, 44497, 8742, 41224, 46232, 22217, 7704, 23340, 46093, 847, 39054, 20370, 45730, 34717, 21579, 27027, 45780, 7975, 25920, 41591, 36010, 45306, 13442, 29934, 44579, 42655, 38746, 24993, 37491, 44868, 45199, 35289, 35048, 2763, 46328, 36817, 39929, 28058, 30619, 43469, 29104, 21918, 24951, 25771, 38654, 42839, 31584, 44375, 41893, 21978, 35121, 35615, 36692, 35428, 35138, 23951, 25566, 22530, 19973, 23061, 23103, 37349, 39843, 32737, 42742, 25133, 10134, 24760, 41601, 14715, 20810, 13981, 42049, 38534, 31531, 42315, 35926, 17982, 45636, 37190, 33337, 42347, 46152, 45368, 32440, 37737, 8846, 46091, 36829, 26205, 36594, 34835, 29284, 12094, 38749, 43935, 6505, 43359, 44266, 41127, 35764, 35866, 25632, 11038, 42174, 27781, 34270, 24633, 16129, 23028, 39473, 5555, 46325, 22950, 23281, 14174, 38572, 39632, 31073, 27868, 40974, 
28184, 32422, 39211, 35951, 16297, 18898, 37745, 10686, -1, 23714, 46148, 15530, 39434, 11171, 40647, 31539, 32187, 40510, 17697, 37204, 29347, 18529, 35887, 26736, 9801, 35456, 23991, 23328, 40378, 43821, 31635, 22874, 9846, 40756, 30790, 40466, 39534, 42095, 31424, 28366, 18821, 20076, 44592, 8604, 33775, 32864, 39895, 38963, 44018, 42200, 26836, 36814, 15672, 31319, 25939, 34455, 42295, 31103, 15114, 46298, 24121, 25067, 9312, 36573, 37153, 30872, 17939, 21179, 36878, 22112, 44122, 2088, 13944, 41260, 40005, 45764, 34357, 44265, 11223, 30431, 2740, 38854, 32947, 37392, 33607, 40931, 45676, 45299, 27273, 29414, 35898, 45088, 26995, 12684, 22169, 39153, 34864, 22074, 6670, 44347, 44103, 14775, 27987, 30577, 40993, 38920, 34723, 25236, 42883, 20925, 36530, 45140, 43005, 24394, 37302, 33381, 36459, 21068, 28982, 30295, 41952, 27022, 39242, 43299, 41754, 45623, 45644, 40212, 36072, 35858, 45661, 15012, 19926, 11458, 36164, 21869, 19472, 36232, 43218, 31939, 44156, 27807, 10318, 38161, 31136, 46290, 36865, 44439, 45304, 21441, 4713, 32384, 21244, 37024, 43569, 8566, 35409, 41903, 44486, 36980, 44043, 44644, 44768, 40951, 31770, 27144, 30264, 30557, 24352, 37950, 10017, 29252, 27237, 38861, 31354, 38581, 43088, 43763, 36088, 
30261, 35525, 33185, 41575, 20417, 36092, 43200, 28992, 23714, -1, 45032, 29966, 43032, 21807, 36692, 37649, 35622, 36474, 32119, 45275, 45684, 21640, 42787, 44893, 20655, 15833, 40801, 26788, 9930, 36765, 19464, 35335, 41654, 44223, 17986, 14674, 11706, 9039, 21466, 44979, 46119, 21976, 27620, 37111, 35050, 40502, 44409, 1053, 41099, 33178, 26733, 44004, 28170, 20949, 39997, 38922, 40672, 11022, 32268, 45155, 18484, 37576, 43989, 16971, 19512, 13554, 35338, 28479, 45651, 43201, 26044, 37476, 45139, 36838, 34988, 13257, 31557, 41043, 12379, 30317, 22695, 36332, 10414, 34772, 42475, 19768, 30110, 37689, 26664, 45386, 17162, 41474, 27051, 30175, 19935, 14886, 33392, 38555, 45834, 22841, 35766, 39371, 46059, 32304, 39378, 37311, 42594, 42637, 46228, 22971, 31505, 31252, 37964, 22673, 44450, 41556, 46017, 10072, 45071, 34724, 35939, 19010, 5316, 40838, 10267, 32666, 36879, 31775, 41088, 35540, 20361, 19682, 25315, 14106, 31585, 24697, 29710, 19308, 19639, 42030, 40948, 45367, 40207, 12775, 41700, 31573, 14332, 23660, 45372, 20002, 29875, 42647, 7979, 39464, 36850, 29612, 44816, 23782, 30689, 31836, 24325, 31400, 18047, 39653, 39728, 24304, 26297, 42140, 30665, 45211, 19211, 40896, 35024, 46288, 28949, 18405, 25373, 39716, 31010, 
